# Weather station Taree (airport), Australia, WMO_ID=95784,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=95784&lang=en
#
"Local time in Taree (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"16.10.2018 20:00";"18.0";"764.6";"765.4";"0.6";"91";"Wind blowing from the north-east";"7";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"16.5";"No precipitation";"6";"";"";"";"";
"16.10.2018 18:00";"19.0";"764.3";"765.1";"0.1";"81";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.7";"";"";"";"";"";"";
"16.10.2018 17:00";"20.2";"764.0";"764.8";"-0.6";"73";"Wind blowing from the east-northeast";"7";"";"";"20–30%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"15.2";"";"";"";"";"";"";
"16.10.2018 15:00";"21.3";"764.2";"765.0";"-1.3";"66";"Wind blowing from the east-northeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.7";"";"";"";"";"";"";
"16.10.2018 14:00";"21.4";"764.6";"765.4";"-1.3";"70";"Wind blowing from the east-northeast";"8";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"15.7";"No precipitation";"6";"";"";"";"";
"16.10.2018 12:00";"22.3";"765.5";"766.3";"-1.1";"72";"Wind blowing from the east-northeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.0";"";"";"";"";"";"";
"16.10.2018 11:00";"21.9";"765.9";"766.7";"-0.7";"70";"Wind blowing from the east-northeast";"9";"";"";"10%  or less, but not 0";"Rain (not freezing). ";"";"";"16.5";"";"";"";"600-1000";"";"";"";"16.2";"";"";"";"";"";"";
"16.10.2018 09:00";"21.7";"766.6";"767.4";"0.3";"77";"Wind blowing from the north-east";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.5";"";"";"";"";"";"";
"16.10.2018 08:00";"20.5";"766.6";"767.4";"0.7";"83";"Wind blowing from the north-east";"5";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"17.5";"12.0";"24";"";"";"";"";
"16.10.2018 06:00";"17.2";"766.3";"767.1";"0.9";"97";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.7";"";"";"";"";"";"";
"16.10.2018 05:00";"17.0";"765.9";"766.7";"0.0";"93";"Wind blowing from the east-northeast";"3";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"15.9";"";"";"";"";"";"";
"16.10.2018 03:00";"17.3";"765.4";"766.3";"-1.5";"90";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.6";"";"";"";"";"";"";
"16.10.2018 02:00";"17.2";"765.9";"766.7";"-1.3";"94";"Wind blowing from the north-east";"2";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"16.2";"2.0";"6";"";"";"";"";
"16.10.2018 00:00";"16.8";"766.9";"767.8";"-0.5";"99";"Wind blowing from the east-northeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.6";"";"";"";"";"";"";
"15.10.2018 23:00";"17.0";"767.2";"768.1";"0.0";"97";"Wind blowing from the north-east";"4";"";"";"100%.";"Precipitation ";"";"Precipitation";"";"21.2";"";"";"300-600";"";"";"";"16.5";"";"";"";"";"";"";
"15.10.2018 21:00";"17.6";"767.4";"768.2";"0.8";"96";"Wind blowing from the east-northeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.0";"";"";"";"";"";"";
"15.10.2018 20:00";"17.9";"767.2";"768.1";"0.8";"93";"Wind blowing from the east-northeast";"6";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"300-600";"";"";"";"16.8";"4.0";"6";"";"";"";"";
"15.10.2018 18:00";"18.2";"766.6";"767.5";"0.5";"89";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.4";"";"";"";"";"";"";
"15.10.2018 17:00";"18.8";"766.4";"767.2";"0.0";"84";"Wind blowing from the east-northeast";"6";"";"";"60%.";" ";"";"Precipitation";"";"";"";"";"600-1000";"";"";"";"16.0";"";"";"";"";"";"";
"15.10.2018 15:00";"20.6";"766.1";"766.9";"-1.0";"75";"Wind blowing from the east-northeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.0";"";"";"";"";"";"";
"15.10.2018 14:00";"21.2";"766.4";"767.2";"-1.2";"78";"Wind blowing from the east-northeast";"8";"";"";"100%.";"Precipitation ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"17.2";"7.0";"6";"";"";"";"";
"15.10.2018 12:00";"19.6";"767.1";"767.9";"-1.0";"86";"Wind blowing from the east-northeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.2";"";"";"";"";"";"";
"15.10.2018 11:00";"19.1";"767.6";"768.4";"-0.3";"89";"Wind blowing from the east";"8";"";"";"100%.";" ";"";"Precipitation";"14.4";"";"";"";"600-1000";"";"";"";"17.2";"";"";"";"";"";"";
"15.10.2018 09:00";"17.6";"768.1";"768.9";"0.6";"100";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.6";"";"";"";"";"";"";
"15.10.2018 08:00";"17.3";"767.9";"768.7";"0.6";"100";"Wind blowing from the east-northeast";"4";"";"";"100%.";"Precipitation, slight or moderate. ";"Precipitation";"Precipitation";"";"";"";"";"100-200";"";"";"";"17.3";"12.0";"24";"";"";"";"";
"15.10.2018 06:00";"15.8";"767.5";"768.4";"0.4";"100";"Wind blowing from the east-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.8";"";"";"";"";"";"";
"15.10.2018 05:00";"15.4";"767.3";"768.1";"-0.1";"100";"Calm, no wind";"0";"";"";"100%.";"Precipitation, slight or moderate. ";"";"Precipitation";"";"";"";"";"300-600";"";"";"";"15.4";"";"";"";"";"";"";
"15.10.2018 03:00";"15.0";"767.1";"767.9";"-0.9";"100";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.0";"";"";"";"";"";"";
"15.10.2018 02:00";"14.8";"767.4";"768.2";"-1.0";"100";"Wind blowing from the west-northwest";"2";"";"";"100%.";"Precipitation ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"14.8";"3.0";"6";"";"";"";"";
"15.10.2018 00:00";"14.8";"768.0";"768.8";"-1.0";"99";"Wind blowing from the west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.6";"";"";"";"";"";"";
"14.10.2018 23:00";"15.3";"768.4";"769.3";"-0.3";"97";"Wind blowing from the west-northwest";"1";"";"";"60%.";" ";"";"Precipitation";"";"21.9";"";"";"600-1000";"";"";"";"14.8";"";"";"";"";"";"";
"14.10.2018 21:00";"16.0";"769.0";"769.8";"1.2";"95";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.2";"";"";"";"";"";"";
"14.10.2018 20:00";"16.0";"768.7";"769.6";"1.3";"93";"Calm, no wind";"0";"";"";"100%.";"Rain (not freezing). ";"Precipitation";"Precipitation";"";"";"";"";"300-600";"";"";"";"14.9";"2.0";"6";"";"";"";"";
"14.10.2018 18:00";"17.0";"767.8";"768.6";"1.1";"82";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.9";"";"";"";"";"";"";
"14.10.2018 17:00";"17.7";"767.4";"768.2";"0.7";"78";"Wind blowing from the north-east";"5";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"13.8";"";"";"";"";"";"";
"14.10.2018 15:00";"19.7";"766.7";"767.5";"-0.9";"72";"Wind blowing from the east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.5";"";"";"";"";"";"";
"14.10.2018 14:00";"20.7";"766.7";"767.5";"-1.1";"57";"Wind blowing from the east";"6";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"11.9";"No precipitation";"6";"";"";"";"";
"14.10.2018 12:00";"20.7";"767.6";"768.4";"-0.9";"61";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.9";"";"";"";"";"";"";
"14.10.2018 11:00";"20.1";"767.8";"768.7";"-0.5";"62";"Wind blowing from the east";"6";"";"";"10%  or less, but not 0";"Precipitation ";"";"";"14.5";"";"";"";"1500-2000";"";"";"";"12.6";"";"";"";"";"";"";
"14.10.2018 09:00";"20.5";"768.5";"769.3";"0.8";"59";"Wind blowing from the east-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.2";"";"";"";"";"";"";
"14.10.2018 08:00";"18.9";"768.3";"769.1";"1.1";"66";"Wind blowing from the east";"5";"";"";"20–30%.";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"2000-2500";"";"";"";"12.4";"11.0";"24";"";"";"";"";
"14.10.2018 06:00";"16.3";"767.7";"768.5";"1.0";"87";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.1";"";"";"";"";"";"";
"14.10.2018 05:00";"15.5";"767.2";"768.0";"0.3";"96";"Wind blowing from the east-northeast";"1";"";"";"90  or more, but not 100%";" ";"";"Precipitation";"";"";"";"";"600-1000";"";"";"";"14.9";"";"";"";"";"";"";
"14.10.2018 03:00";"16.0";"766.7";"767.5";"-0.4";"92";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.7";"";"";"";"";"";"";
"14.10.2018 02:00";"15.6";"766.9";"767.7";"-0.1";"96";"Wind blowing from the east-northeast";"4";"";"";"100%.";"Precipitation, slight or moderate. ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"15.0";"10.0";"6";"";"";"";"";
"14.10.2018 00:00";"15.2";"767.1";"767.9";"-0.3";"98";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.9";"";"";"";"";"";"";
"13.10.2018 23:00";"15.5";"767.0";"767.8";"0.0";"97";"Wind blowing from the east";"4";"";"";"100%.";"Precipitation ";"";"Precipitation";"";"20.7";"";"";"300-600";"";"";"";"15.0";"";"";"";"";"";"";
"13.10.2018 21:00";"14.7";"767.4";"768.2";"0.7";"97";"Wind blowing from the north-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.2";"";"";"";"";"";"";
"13.10.2018 20:00";"16.6";"767.0";"767.8";"0.7";"81";"Wind blowing from the east-northeast";"4";"";"";"50%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"13.3";"No precipitation";"6";"";"";"";"";
"13.10.2018 18:00";"17.4";"766.7";"767.5";"0.7";"78";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.5";"";"";"";"";"";"";
"13.10.2018 17:00";"18.7";"766.3";"767.1";"0.0";"69";"Wind blowing from the east";"5";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"12.9";"";"";"";"";"";"";
"13.10.2018 15:00";"19.3";"766.0";"766.8";"-1.1";"65";"Wind blowing from the east-southeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"";"";"";"";"";"";
"13.10.2018 14:00";"20.1";"766.3";"767.1";"-1.3";"54";"Wind blowing from the east";"6";"";"";"";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"10.5";"1.0";"6";"";"";"";"";
"13.10.2018 12:00";"17.4";"767.1";"767.9";"-1.3";"78";"Wind blowing from the east-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.5";"";"";"";"";"";"";
"13.10.2018 11:00";"17.5";"767.6";"768.4";"-0.5";"77";"Wind blowing from the east-northeast";"2";"";"";"100%.";"No significant weather observed. ";"";"Precipitation";"12.0";"";"";"";"600-1000";"";"";"";"13.4";"";"";"";"";"";"";
"13.10.2018 09:00";"14.9";"768.4";"769.2";"1.2";"90";"Wind blowing from the north-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.3";"";"";"";"";"";"";
"13.10.2018 08:00";"13.9";"768.1";"769.0";"1.2";"96";"Wind blowing from the north";"3";"";"";"70 – 80%.";"Rain shower(s) or intermittent rain, slight. ";"Precipitation";"Precipitation";"";"";"";"";"300-600";"";"";"7.0";"13.3";"6.0";"24";"";"";"";"";
"13.10.2018 06:00";"12.3";"767.2";"768.1";"0.6";"99";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.1";"";"";"";"";"";"";
"13.10.2018 05:00";"12.4";"766.9";"767.7";"0.2";"99";"Wind blowing from the south-west";"2";"";"";"100%.";"Precipitation ";"";"Precipitation";"";"";"";"";"600-1000";"";"";"";"12.2";"";"";"";"";"";"";
"13.10.2018 03:00";"12.7";"766.6";"767.4";"-0.9";"99";"Wind blowing from the west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.5";"";"";"";"";"";"";
"13.10.2018 02:00";"12.8";"766.7";"767.5";"-0.8";"97";"Wind blowing from the west-northwest";"3";"";"";"100%.";"Precipitation ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"12.3";"2.0";"6";"";"";"";"";
"13.10.2018 00:00";"13.5";"767.5";"768.3";"-0.5";"88";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.6";"";"";"";"";"";"";
"12.10.2018 23:00";"14.2";"767.5";"768.4";"-0.1";"86";"Wind blowing from the west";"2";"";"";"100%.";"No significant weather observed. ";"";"";"";"17.9";"";"";"1000-1500";"";"";"";"11.9";"";"";"";"";"";"";
"12.10.2018 21:00";"14.4";"768.0";"768.8";"0.6";"82";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"12.10.2018 20:00";"14.8";"767.6";"768.4";"0.0";"77";"Wind blowing from the south";"3";"";"";"100%.";"Rain, not freezing, slight. ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"10.8";"0.4";"6";"";"";"";"";
"12.10.2018 18:00";"14.9";"767.4";"768.2";"0.2";"82";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"";"";"";"";"";"";
"12.10.2018 17:00";"14.9";"767.6";"768.4";"0.3";"83";"Wind blowing from the west-southwest";"3";"";"";"100%.";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"1000-1500";"";"";"";"12.0";"";"";"";"";"";"";
"12.10.2018 15:00";"15.4";"767.2";"768.1";"-0.9";"82";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.3";"";"";"";"";"";"";
"12.10.2018 14:00";"15.7";"767.3";"768.1";"-1.1";"85";"Wind blowing from the south-east";"6";"";"";"100%.";"Rain (not freezing). ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"13.2";"3.0";"6";"";"";"";"";
"12.10.2018 12:00";"16.2";"768.1";"768.9";"-0.9";"73";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"12.10.2018 11:00";"16.9";"768.4";"769.2";"-0.1";"68";"Wind blowing from the south";"4";"";"";"100%.";"No significant weather observed. ";"";"";"12.7";"";"";"";"600-1000";"";"";"";"11.0";"";"";"";"";"";"";
"12.10.2018 09:00";"17.5";"769.0";"769.8";"1.1";"64";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"12.10.2018 08:00";"16.6";"768.5";"769.3";"1.3";"64";"Wind blowing from the south-southeast";"3";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"2000-2500";"";"";"";"9.8";"0.2";"24";"";"";"";"";
"12.10.2018 06:00";"13.1";"767.9";"768.7";"1.3";"79";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"12.10.2018 05:00";"12.9";"767.2";"768.1";"0.3";"82";"Wind blowing from the west-southwest";"3";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"9.9";"";"";"";"";"";"";
"12.10.2018 03:00";"13.0";"766.6";"767.5";"-1.3";"80";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"12.10.2018 02:00";"13.2";"766.9";"767.7";"-0.9";"79";"Wind blowing from the west";"3";"";"";"90  or more, but not 100%";"No significant weather observed. ";"";"";"";"";"";"";"1500-2000";"";"";"";"9.6";"No precipitation";"6";"";"";"";"";
"12.10.2018 00:00";"13.7";"767.9";"768.7";"0.4";"77";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"11.10.2018 23:00";"14.9";"767.8";"768.7";"0.4";"63";"Wind blowing from the south";"2";"";"";"100%.";"No significant weather observed. ";"";"";"";"17.0";"";"";"1000-1500";"";"";"";"7.9";"";"";"";"";"";"";
"11.10.2018 21:00";"14.1";"767.5";"768.3";"1.1";"74";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"11.10.2018 20:00";"14.3";"767.4";"768.2";"1.4";"73";"Wind blowing from the south-southwest";"3";"";"";"90  or more, but not 100%";"No significant weather observed. ";"";"";"";"";"";"";"1500-2000";"";"";"";"9.5";"No precipitation";"6";"";"";"";"";
"11.10.2018 18:00";"14.6";"766.4";"767.2";"1.1";"70";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"11.10.2018 17:00";"15.6";"766.0";"766.8";"0.4";"65";"Wind blowing from the south-southeast";"6";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"9.1";"";"";"";"";"";"";
"11.10.2018 15:00";"16.7";"765.3";"766.1";"-0.4";"59";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"11.10.2018 14:00";"16.4";"765.6";"766.4";"-0.9";"56";"Wind blowing from the south-east";"6";"";"";"100%.";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"7.6";"0.2";"6";"";"";"";"";
"11.10.2018 12:00";"16.6";"765.7";"766.5";"-0.9";"63";"Wind blowing from the south-southeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"11.10.2018 11:00";"14.8";"766.5";"767.3";"0.7";"83";"Wind blowing from the east-southeast";"1";"";"";"50%.";"Rain (not freezing). ";"";"Precipitation";"12.7";"";"";"";"300-600";"";"";"";"11.9";"";"";"";"";"";"";
"11.10.2018 09:00";"13.9";"766.6";"767.4";"1.4";"87";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"11.10.2018 08:00";"13.5";"765.8";"766.6";"1.3";"93";"Wind blowing from the west-southwest";"3";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"12.4";"27.0";"24";"";"";"";"";
"11.10.2018 06:00";"12.7";"765.2";"766.0";"0.8";"98";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.4";"";"";"";"";"";"";
"11.10.2018 05:00";"13.0";"764.5";"765.3";"0.5";"97";"Wind blowing from the south-southwest";"4";"";"";"100%.";"Precipitation ";"";"Precipitation";"";"";"";"";"600-1000";"";"";"";"12.5";"";"";"";"";"";"";
"11.10.2018 03:00";"13.2";"764.4";"765.2";"0.1";"96";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"";"";"";"";"";"";
"11.10.2018 02:00";"13.5";"764.0";"764.8";"-0.1";"93";"Wind blowing from the south-southwest";"4";"";"";"100%.";"Precipitation, slight or moderate. ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"12.4";"4.0";"6";"";"";"";"";
"11.10.2018 00:00";"15.0";"764.3";"765.1";"0.0";"83";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.1";"";"";"";"";"";"";
"10.10.2018 23:00";"14.5";"764.1";"764.9";"0.0";"94";"Wind blowing from the south-southwest";"4";"";"";"100%.";"Precipitation ";"";"Precipitation";"";"25.0";"";"";"600-1000";"";"";"";"13.5";"";"";"";"";"";"";
"10.10.2018 21:00";"14.9";"764.3";"765.1";"2.2";"94";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.9";"";"";"";"";"";"";
"10.10.2018 20:00";"15.2";"764.1";"764.9";"2.5";"97";"Wind blowing from the south-southeast";"6";"";"";"100%.";"Precipitation, slight or moderate. ";"Precipitation";"Precipitation";"";"";"";"";"300-600";"";"";"";"14.7";"17.0";"6";"";"";"";"";
"10.10.2018 18:00";"16.7";"762.1";"762.9";"1.8";"93";"Wind blowing from the south-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.6";"";"";"";"";"";"";
"10.10.2018 17:00";"16.5";"761.6";"762.4";"1.3";"93";"Wind blowing from the south-west";"3";"";"";"100%.";"Rain shower(s) or intermittent rain, moderate. ";"";"Precipitation";"";"";"";"";"300-600";"";"";"9.0";"15.4";"";"";"";"";"";"";
"10.10.2018 15:00";"17.9";"760.3";"761.1";"0.5";"90";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.2";"";"";"";"";"";"";
"10.10.2018 14:00";"20.2";"760.3";"761.2";"0.8";"70";"Wind blowing from the south";"7";"";"";"100%.";"Rain (not freezing). ";"";"";"";"";"";"";"600-1000";"";"";"";"14.6";"No precipitation";"6";"";"";"";"";
"10.10.2018 12:00";"19.3";"759.8";"760.6";"0.4";"81";"Wind blowing from the south-southeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.0";"";"";"";"";"";"";
"10.10.2018 11:00";"23.4";"759.5";"760.3";"0.9";"62";"Wind blowing from the south-southwest";"6";"";"";"90  or more, but not 100%";"No significant weather observed. ";"";"";"13.8";"";"";"";"600-1000";"";"";"";"15.7";"";"";"";"";"";"";
"10.10.2018 09:00";"21.7";"759.4";"760.2";"1.5";"63";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.4";"";"";"";"";"";"";
"10.10.2018 08:00";"20.1";"758.6";"759.4";"1.3";"72";"Wind blowing from the south-west";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"14.9";"2.0";"24";"";"";"";"";
"10.10.2018 06:00";"15.2";"757.9";"758.8";"0.8";"100";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.2";"";"";"";"";"";"";
"10.10.2018 05:00";"14.3";"757.3";"758.2";"-0.2";"100";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"14.3";"";"";"";"";"";"";
"10.10.2018 03:00";"15.3";"757.1";"757.9";"-1.3";"99";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.1";"";"";"";"";"";"";
"10.10.2018 02:00";"15.5";"757.5";"758.3";"-1.2";"100";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"15.5";"No precipitation";"6";"";"";"";"";
"10.10.2018 00:00";"15.8";"758.4";"759.2";"-0.5";"100";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.8";"";"";"";"";"";"";
"09.10.2018 23:00";"15.2";"758.7";"759.5";"-0.1";"99";"Calm, no wind";"0";"";"";"100%.";"No significant weather observed. ";"";"";"";"24.5";"";"";"2500 or more, or no clouds.";"";"";"";"15.0";"";"";"";"";"";"";
"09.10.2018 21:00";"16.6";"758.9";"759.7";"0.9";"88";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.6";"";"";"";"";"";"";
"09.10.2018 20:00";"18.9";"758.8";"759.6";"0.8";"79";"Wind blowing from the south-southwest";"1";"";"";"50%.";"Rain (not freezing). ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"15.2";"2.0";"6";"";"";"";"";
"09.10.2018 18:00";"19.4";"758.0";"758.8";"0.4";"82";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.2";"";"";"";"";"";"";
"09.10.2018 17:00";"20.2";"758.0";"758.8";"0.1";"76";"Wind blowing from the east";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"15.8";"";"";"";"";"";"";
