# Weather station Townsville (airport), Australia, WMO_ID=94294,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=94294&lang=en
#
"Local time in Townsville (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"25.03.2019 09:00";"29.4";"759.6";"760.3";"1.0";"75";"Wind blowing from the east-southeast";"5";"";"";"50%.";"No significant weather observed. ";"";"";"";"";"";"";"300-600";"";"";"";"24.4";"No precipitation";"24";"";"";"";"";
"25.03.2019 07:00";"25.4";"759.0";"759.7";"1.1";"91";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.9";"";"";"";"";"";"";
"25.03.2019 06:00";"25.2";"758.6";"759.4";"0.8";"91";"Wind blowing from the south-east";"3";"";"";"70 – 80%.";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"600-1000";"";"";"";"23.6";"";"";"";"";"";"";
"25.03.2019 05:00";"25.7";"758.5";"";"";"84";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"25.03.2019 04:00";"25.3";"757.9";"758.7";"-0.3";"91";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.7";"";"";"";"";"";"";
"25.03.2019 03:00";"25.6";"757.8";"758.5";"-0.7";"89";"Wind blowing from the south-east";"4";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"23.7";"No precipitation";"6";"";"";"";"";
"25.03.2019 01:00";"26.9";"758.2";"758.9";"-1.1";"83";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.7";"";"";"";"";"";"";
"25.03.2019 00:00";"27.1";"758.5";"759.3";"-0.9";"81";"Wind blowing from the east";"4";"";"";"100%.";"No significant weather observed. ";"";"";"";"31.2";"";"";"600-1000";"";"";"";"23.6";"";"";"";"";"";"";
"24.03.2019 23:00";"27.5";"759.2";"";"";"77";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"24.03.2019 22:00";"27.4";"759.3";"760.0";"0.8";"81";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.9";"";"";"";"";"";"";
"24.03.2019 21:00";"27.4";"759.4";"760.1";"1.0";"80";"Wind blowing from the east";"5";"";"";"70 – 80%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"23.6";"No precipitation";"6";"";"";"";"";
"24.03.2019 19:00";"27.5";"758.5";"759.3";"0.8";"76";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"22.8";"";"";"";"";"";"";
"24.03.2019 18:00";"28.1";"758.4";"759.1";"0.5";"74";"Wind blowing from the east-northeast";"6";"";"";"70 – 80%.";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"23.1";"";"";"";"";"";"";
"24.03.2019 17:00";"29.6";"758.3";"";"";"72";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"24.03.2019 16:00";"30.1";"757.7";"758.5";"-0.8";"68";"Wind blowing from the east-northeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.6";"";"";"";"";"";"";
"24.03.2019 15:00";"30.1";"757.9";"758.6";"-1.3";"70";"Wind blowing from the east-northeast";"8";"";"";"90  or more, but not 100%";"No significant weather observed. ";"";"";"";"";"";"";"2000-2500";"";"";"";"24.1";"No precipitation";"6";"";"";"";"";
"24.03.2019 13:00";"30.2";"758.5";"759.3";"-1.5";"72";"Wind blowing from the east-northeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"24.6";"";"";"";"";"";"";
"24.03.2019 12:00";"30.6";"759.2";"760.0";"-0.5";"70";"Wind blowing from the east";"5";"";"";"100%.";"No significant weather observed. ";"";"";"25.0";"";"";"";"600-1000";"";"";"";"24.6";"";"";"";"";"";"";
"24.03.2019 11:00";"27.0";"760.0";"";"";"69";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"24.03.2019 10:00";"29.4";"760.0";"760.7";"1.3";"76";"Wind blowing from the east-southeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"24.7";"";"";"";"";"";"";
"24.03.2019 09:00";"27.2";"759.7";"760.4";"1.5";"84";"Wind blowing from the south-east";"4";"";"";"100%.";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"24.3";"1.0";"24";"";"";"";"";
"24.03.2019 07:00";"25.1";"758.7";"759.4";"1.3";"95";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"24.2";"";"";"";"";"";"";
"24.03.2019 06:00";"25.2";"758.2";"758.9";"0.9";"95";"Wind blowing from the south-southeast";"3";"";"";"100%.";"No significant weather observed. ";"";"Precipitation";"";"";"";"";"600-1000";"";"";"";"24.3";"";"";"";"";"";"";
"24.03.2019 05:00";"25.8";"757.9";"";"";"88";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"24.03.2019 04:00";"25.6";"757.4";"758.2";"-1.2";"94";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"24.6";"";"";"";"";"";"";
"24.03.2019 03:00";"25.7";"757.3";"758.1";"-1.8";"92";"Wind blowing from the south-east";"4";"";"";"50%.";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"300-600";"";"";"";"24.3";"0.2";"6";"";"";"";"";
"24.03.2019 01:00";"25.9";"758.6";"759.4";"-1.1";"92";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"24.5";"";"";"";"";"";"";
"24.03.2019 00:00";"25.8";"759.1";"759.9";"-0.5";"93";"Wind blowing from the south-east";"3";"";"";"70 – 80%.";"Rain shower(s) or intermittent rain, slight. ";"";"Precipitation";"";"30.6";"";"";"600-1000";"";"";"";"24.6";"";"";"";"";"";"";
"23.03.2019 23:00";"25.9";"759.6";"";"";"86";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"23.03.2019 22:00";"25.4";"759.7";"760.4";"1.1";"93";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"24.1";"";"";"";"";"";"";
"23.03.2019 21:00";"25.7";"759.6";"760.3";"1.3";"85";"Wind blowing from the south-east";"4";"";"";"100%.";"Rain shower(s) or intermittent rain, slight. ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"23.0";"0.2";"6";"";"";"";"";
"23.03.2019 19:00";"27.2";"758.6";"759.4";"1.2";"86";"Wind blowing from the east-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"24.6";"";"";"";"";"";"";
"23.03.2019 18:00";"26.1";"758.3";"759.1";"0.7";"93";"Wind blowing from the north";"3";"";"";"60%.";"Rain shower(s) or intermittent rain, slight. ";"";"Precipitation";"";"";"";"";"300-600";"";"";"";"24.8";"";"";"";"";"";"";
"23.03.2019 17:00";"29.3";"757.9";"";"";"79";"Wind blowing from the east-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"23.03.2019 16:00";"29.2";"757.4";"758.2";"-1.0";"76";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"24.6";"";"";"";"";"";"";
"23.03.2019 15:00";"29.6";"757.6";"758.4";"-1.2";"74";"Wind blowing from the east-northeast";"7";"";"";"40%.";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"24.4";"No precipitation";"6";"";"";"";"";
"23.03.2019 13:00";"29.7";"758.4";"759.1";"-0.7";"72";"Wind blowing from the east-northeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"24.2";"";"";"";"";"";"";
"23.03.2019 12:00";"30.0";"758.8";"759.6";"0.0";"72";"Wind blowing from the east";"7";"";"";"70 – 80%.";"No significant weather observed. ";"";"";"25.1";"";"";"";"1500-2000";"";"";"";"24.4";"";"";"";"";"";"";
"23.03.2019 11:00";"27.7";"759.7";"";"";"73";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"23.03.2019 10:00";"28.0";"759.1";"759.8";"1.1";"78";"Wind blowing from the east-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.9";"";"";"";"";"";"";
"23.03.2019 09:00";"27.9";"758.8";"759.6";"1.0";"79";"Wind blowing from the east-southeast";"5";"";"";"90  or more, but not 100%";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"24.0";"0.2";"24";"";"";"";"";
"23.03.2019 07:00";"25.8";"758.0";"758.8";"0.7";"89";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.9";"";"";"";"";"";"";
"23.03.2019 06:00";"25.9";"757.8";"758.5";"0.7";"87";"Wind blowing from the east-southeast";"4";"";"";"90  or more, but not 100%";"Rain shower(s) or intermittent rain, slight. ";"";"Precipitation";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"23.6";"";"";"";"";"";"";
"23.03.2019 05:00";"25.8";"757.6";"";"";"85";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"23.03.2019 04:00";"25.5";"757.3";"758.0";"-1.1";"89";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.6";"";"";"";"";"";"";
"23.03.2019 03:00";"25.7";"757.1";"757.9";"-1.7";"87";"Wind blowing from the south-east";"4";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"23.4";"No precipitation";"6";"";"";"";"";
"23.03.2019 01:00";"26.4";"758.4";"759.1";"-0.4";"85";"Wind blowing from the east-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.6";"";"";"";"";"";"";
"23.03.2019 00:00";"26.2";"758.8";"759.5";"0.3";"86";"Wind blowing from the south-east";"4";"";"";"100%.";"No significant weather observed. ";"";"";"";"29.5";"";"";"600-1000";"";"";"";"23.7";"";"";"";"";"";"";
"22.03.2019 23:00";"26.0";"759.3";"";"";"80";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"22.03.2019 22:00";"26.1";"758.8";"759.6";"0.8";"85";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.3";"";"";"";"";"";"";
"22.03.2019 21:00";"26.0";"758.5";"759.3";"0.9";"84";"Wind blowing from the south-east";"5";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"23.1";"No precipitation";"6";"";"";"";"";
"22.03.2019 19:00";"27.2";"758.0";"758.8";"0.6";"80";"Wind blowing from the east-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.4";"";"";"";"";"";"";
"22.03.2019 18:00";"27.3";"757.6";"758.3";"0.0";"79";"Wind blowing from the east";"4";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"23.4";"";"";"";"";"";"";
"22.03.2019 17:00";"27.6";"757.9";"";"";"72";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"22.03.2019 16:00";"27.6";"757.4";"758.2";"-0.7";"71";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"21.9";"";"";"";"";"";"";
"22.03.2019 15:00";"27.9";"757.6";"758.3";"-0.9";"74";"Wind blowing from the east-northeast";"7";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"2000-2500";"";"";"";"22.8";"No precipitation";"6";"";"";"";"";
"22.03.2019 13:00";"28.9";"758.1";"758.8";"-0.8";"67";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"22.1";"";"";"";"";"";"";
"22.03.2019 12:00";"29.2";"758.5";"759.2";"-0.1";"69";"Wind blowing from the east";"5";"";"";"100%.";"No significant weather observed. ";"";"";"22.6";"";"";"";"600-1000";"";"";"";"22.9";"";"";"";"";"";"";
"22.03.2019 11:00";"25.6";"759.3";"";"";"71";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"22.03.2019 10:00";"27.4";"758.9";"759.7";"1.1";"84";"Wind blowing from the east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"24.4";"";"";"";"";"";"";
"22.03.2019 09:00";"25.7";"758.6";"759.4";"1.1";"89";"Wind blowing from the south-southeast";"3";"";"";"100%.";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"300-600";"";"";"";"23.7";"48.0";"24";"";"";"";"";
"22.03.2019 07:00";"24.3";"757.8";"758.5";"0.5";"93";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.1";"";"";"";"";"";"";
"22.03.2019 06:00";"23.7";"757.5";"758.2";"0.2";"94";"Wind blowing from the south-east";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"22.7";"";"";"";"";"";"";
"22.03.2019 04:00";"23.6";"757.3";"758.0";"-0.6";"95";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"22.7";"";"";"";"";"";"";
"22.03.2019 03:00";"23.3";"757.3";"758.1";"-1.2";"96";"Wind blowing from the north";"2";"";"";"";"Rain shower(s) or intermittent rain, slight. ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"22.7";"4.0";"6";"";"";"";"";
"22.03.2019 01:00";"23.3";"757.9";"758.7";"-1.2";"92";"Wind blowing from the south-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"21.9";"";"";"";"";"";"";
"22.03.2019 00:00";"23.4";"758.5";"759.3";"-0.5";"94";"Calm, no wind";"0";"";"";"";"Rain (not freezing). ";"";"Precipitation";"";"";"";"";"";"";"";"";"22.4";"";"";"";"";"";"";
"21.03.2019 23:00";"23.2";"759.1";"";"";"85";"Wind blowing from the south-southwest";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"21.03.2019 22:00";"23.1";"759.1";"759.8";"0.5";"93";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"21.9";"";"";"";"";"";"";
"21.03.2019 21:00";"23.2";"759.0";"759.7";"0.6";"91";"Wind blowing from the south";"1";"";"";"";"Drizzle, not freezing, slight. ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"21.7";"31.0";"6";"";"";"";"";
"21.03.2019 19:00";"23.1";"758.6";"759.4";"1.0";"96";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"22.5";"";"";"";"";"";"";
"21.03.2019 18:00";"23.0";"758.4";"759.1";"1.4";"95";"Wind blowing from the south-east";"6";"";"";"100%.";"Rain, not freezing, moderate. ";"";"Precipitation";"";"";"";"";"1500-2000";"";"";"";"22.2";"";"";"";"";"";"";
"21.03.2019 17:00";"24.4";"757.7";"";"";"89";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"21.03.2019 16:00";"23.8";"757.6";"758.3";"0.0";"98";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.4";"";"";"";"";"";"";
"21.03.2019 15:00";"24.3";"757.0";"757.7";"-0.8";"94";"Wind blowing from the west-southwest";"3";"";"";"100%.";"Rain, not freezing, slight. ";"Precipitation";"Precipitation";"";"";"";"";"300-600";"";"";"";"23.3";"13.0";"6";"";"";"";"";
"21.03.2019 13:00";"24.5";"757.6";"758.4";"-0.3";"88";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"22.3";"";"";"";"";"";"";
"21.03.2019 12:00";"26.2";"757.8";"758.5";"0.2";"83";"Wind blowing from the north-east";"11";"";"";"100%.";"No significant weather observed. ";"";"Precipitation";"25.9";"";"";"";"600-1000";"";"";"";"23.1";"";"";"";"";"";"";
"21.03.2019 11:00";"28.0";"758.3";"";"";"79";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"21.03.2019 10:00";"27.2";"757.9";"758.7";"1.3";"87";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"24.8";"";"";"";"";"";"";
"21.03.2019 09:00";"28.2";"757.6";"758.4";"1.3";"82";"Wind blowing from the east-southeast";"4";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"300-600";"";"";"";"24.8";"No precipitation";"24";"";"";"";"";
"21.03.2019 07:00";"26.0";"756.6";"757.3";"0.7";"91";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"24.4";"";"";"";"";"";"";
"21.03.2019 06:00";"26.1";"756.3";"757.0";"0.3";"88";"Wind blowing from the south-southeast";"3";"";"";"60%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"23.9";"";"";"";"";"";"";
"21.03.2019 05:00";"26.3";"756.3";"";"";"84";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"21.03.2019 04:00";"26.1";"755.9";"756.7";"-1.1";"89";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"24.1";"";"";"";"";"";"";
"21.03.2019 03:00";"26.2";"756.0";"756.7";"-1.6";"89";"Wind blowing from the south-east";"4";"";"";"20–30%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"24.2";"No precipitation";"6";"";"";"";"";
"21.03.2019 01:00";"26.6";"757.0";"757.8";"-1.1";"88";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"24.4";"";"";"";"";"";"";
"21.03.2019 00:00";"26.6";"757.6";"758.4";"-0.3";"88";"Wind blowing from the south-east";"4";"";"";"";"No significant weather observed. ";"";"";"";"32.1";"";"";"";"";"";"";"24.4";"";"";"";"";"";"";
"20.03.2019 23:00";"27.7";"758.2";"";"";"79";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.03.2019 22:00";"27.7";"758.1";"758.8";"1.4";"81";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"24.2";"";"";"";"";"";"";
"20.03.2019 21:00";"27.6";"757.9";"758.7";"1.7";"80";"Wind blowing from the east";"5";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"23.8";"No precipitation";"6";"";"";"";"";
"20.03.2019 19:00";"27.4";"756.7";"757.5";"0.6";"82";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"24.1";"";"";"";"";"";"";
"20.03.2019 18:00";"28.2";"756.2";"757.0";"0.0";"79";"Wind blowing from the east-northeast";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"24.3";"";"";"";"";"";"";
"20.03.2019 17:00";"28.8";"756.4";"";"";"70";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.03.2019 16:00";"29.7";"756.1";"756.9";"-1.2";"63";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"22.0";"";"";"";"";"";"";
"20.03.2019 15:00";"29.1";"756.2";"757.0";"-1.7";"74";"Wind blowing from the east-northeast";"7";"";"";"70 – 80%.";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"24.1";"No precipitation";"6";"";"";"";"";
"20.03.2019 13:00";"30.0";"757.3";"758.1";"-0.9";"72";"Wind blowing from the east-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"24.4";"";"";"";"";"";"";
"20.03.2019 12:00";"30.7";"757.9";"758.6";"0.0";"68";"Wind blowing from the east-northeast";"7";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"24.5";"";"";"";"600-1000";"";"";"";"24.1";"";"";"";"";"";"";
"20.03.2019 11:00";"28.6";"758.6";"";"";"68";"Wind blowing from the east-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.03.2019 10:00";"30.3";"758.2";"759.0";"1.5";"71";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"24.4";"";"";"";"";"";"";
"20.03.2019 09:00";"29.5";"757.9";"758.7";"1.8";"76";"Wind blowing from the south-east";"4";"";"";"70 – 80%.";"No significant weather observed. ";"";"";"";"";"";"";"300-600";"";"";"";"24.9";"12.0";"24";"";"";"";"";
"20.03.2019 07:00";"25.9";"756.7";"757.4";"1.2";"90";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"24.2";"";"";"";"";"";"";
"20.03.2019 06:00";"24.9";"756.1";"756.9";"0.2";"94";"Wind blowing from the south-southeast";"3";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"23.9";"";"";"";"";"";"";
"20.03.2019 05:00";"25.5";"755.9";"";"";"86";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.03.2019 04:00";"25.1";"755.5";"756.3";"-1.6";"93";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.9";"";"";"";"";"";"";
"20.03.2019 03:00";"25.4";"755.9";"756.7";"-1.7";"93";"Wind blowing from the south";"3";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"24.2";"No precipitation";"6";"";"";"";"";
"20.03.2019 01:00";"25.8";"757.1";"757.9";"-1.0";"93";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"24.5";"";"";"";"";"";"";
"20.03.2019 00:00";"26.0";"757.6";"758.3";"-0.6";"93";"Wind blowing from the south";"4";"";"";"60%.";"No significant weather observed. ";"";"";"";"30.4";"";"";"600-1000";"";"";"";"24.7";"";"";"";"";"";"";
"19.03.2019 23:00";"26.0";"758.3";"";"";"86";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.03.2019 22:00";"25.9";"758.1";"758.8";"1.3";"92";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"24.5";"";"";"";"";"";"";
"19.03.2019 21:00";"25.8";"758.2";"758.9";"1.8";"93";"Wind blowing from the south-east";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"24.5";"No precipitation";"6";"";"";"";"";
"19.03.2019 19:00";"26.6";"756.8";"757.6";"0.8";"89";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"24.6";"";"";"";"";"";"";
"19.03.2019 18:00";"27.0";"756.4";"757.2";"0.0";"87";"Wind blowing from the south-west";"3";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"24.7";"";"";"";"";"";"";
"19.03.2019 17:00";"24.6";"756.6";"";"";"82";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.03.2019 16:00";"26.2";"756.0";"756.7";"-1.0";"90";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"24.5";"";"";"";"";"";"";
"19.03.2019 15:00";"24.7";"756.4";"757.1";"-1.4";"91";"Wind blowing from the south-southeast";"3";"";"";"100%.";"Rain shower(s) or intermittent rain, moderate. ";"Precipitation";"Precipitation";"";"";"";"";"1500-2000";"";"";"";"23.2";"12.0";"6";"";"";"";"";
"19.03.2019 13:00";"28.0";"757.0";"757.7";"-1.5";"78";"Wind blowing from the east-northeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.9";"";"";"";"";"";"";
"19.03.2019 12:00";"25.5";"757.8";"758.5";"-0.2";"93";"Wind blowing from the north-east";"9";"";"";"100%.";"Rain shower(s) or intermittent rain, moderate. ";"";"Precipitation";"24.3";"";"";"";"600-1000";"";"";"6.0";"24.2";"";"";"";"";"";"";
"19.03.2019 10:00";"25.0";"758.5";"759.2";"1.5";"96";"Wind blowing from the east-northeast";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"24.3";"";"";"";"";"";"";
"19.03.2019 09:00";"28.7";"758.0";"758.8";"1.5";"79";"Wind blowing from the east-southeast";"5";"";"";"";"Precipitation, slight or moderate. ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"24.8";"4.0";"24";"";"";"";"";
"19.03.2019 08:00";"24.8";"758.2";"";"";"81";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.03.2019 07:00";"25.2";"757.0";"757.7";"1.1";"93";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.9";"";"";"";"";"";"";
"19.03.2019 06:00";"24.5";"756.5";"757.3";"0.7";"96";"Calm, no wind";"0";"";"";"100%.";"Drizzle (not freezing) or snow grains. ";"";"Precipitation";"";"";"";"";"600-1000";"";"";"";"23.9";"";"";"";"";"";"";
"19.03.2019 04:00";"24.5";"755.9";"756.7";"-0.8";"92";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.2";"";"";"";"";"";"";
"19.03.2019 03:00";"24.6";"755.8";"756.6";"-1.8";"93";"Calm, no wind";"0";"";"";"20–30%.";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"23.3";"No precipitation";"6";"";"";"";"";
"19.03.2019 02:00";"25.0";"756.1";"";"";"87";"Wind blowing from the north";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.03.2019 01:00";"25.0";"756.7";"757.5";"-1.7";"90";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.2";"";"";"";"";"";"";
"19.03.2019 00:00";"25.0";"757.6";"758.3";"-0.8";"91";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Drizzle (not freezing) or snow grains. ";"";"";"";"32.7";"";"";"2500 or more, or no clouds.";"";"";"";"23.5";"";"";"";"";"";"";
