# Weather station Townsville (airport), Australia, WMO_ID=94294,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=94294&lang=en
#
"Local time in Townsville (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"18.03.2019 22:00";"25.3";"758.4";"759.1";"0.7";"94";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"24.3";"";"";"";"";"";"";
"18.03.2019 21:00";"25.7";"758.4";"759.1";"1.4";"89";"Wind blowing from the west";"2";"";"";"100%.";"Drizzle (not freezing) or snow grains. ";"Precipitation";"Precipitation";"";"";"";"";"300-600";"";"";"";"23.7";"3.0";"6";"";"";"";"";
"18.03.2019 20:00";"25.5";"758.5";"";"";"84";"Wind blowing from the north-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.03.2019 19:00";"25.9";"757.7";"758.5";"1.9";"88";"Wind blowing from the north-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.7";"";"";"";"";"";"";
"18.03.2019 18:00";"25.6";"757.0";"757.8";"1.1";"91";"Wind blowing from the north-east";"8";"";"";"100%.";"Rain shower(s) or intermittent rain, slight. ";"";"Precipitation";"";"";"";"";"300-600";"";"";"8.0";"24.1";"";"";"";"";"";"";
"18.03.2019 16:00";"30.7";"755.8";"756.6";"-1.0";"64";"Wind blowing from the east-northeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.0";"";"";"";"";"";"";
"18.03.2019 15:00";"31.1";"755.9";"756.7";"-1.7";"63";"Wind blowing from the east-northeast";"8";"";"";"";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"23.3";"0.4";"6";"";"";"";"";
"18.03.2019 14:00";"30.6";"756.3";"";"";"62";"Wind blowing from the south-east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.03.2019 13:00";"32.5";"756.8";"757.6";"-1.7";"62";"Wind blowing from the east-northeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"24.2";"";"";"";"";"";"";
"18.03.2019 12:00";"30.1";"757.6";"758.4";"-0.9";"71";"Wind blowing from the east";"5";"";"";"100%.";"No significant weather observed. ";"";"Precipitation";"25.4";"";"";"";"600-1000";"";"";"";"24.2";"";"";"";"";"";"";
"18.03.2019 10:00";"30.7";"758.5";"759.2";"0.9";"67";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.9";"";"";"";"";"";"";
"18.03.2019 09:00";"29.0";"758.5";"759.3";"1.4";"74";"Wind blowing from the south-east";"5";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"300-600";"";"";"";"23.9";"No precipitation";"24";"";"";"";"";
"18.03.2019 08:00";"25.7";"758.6";"";"";"72";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.03.2019 07:00";"26.1";"757.6";"758.4";"0.9";"85";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.3";"";"";"";"";"";"";
"18.03.2019 06:00";"25.5";"757.1";"757.9";"0.3";"88";"Wind blowing from the south-southeast";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"23.3";"";"";"";"";"";"";
"18.03.2019 04:00";"25.9";"756.7";"757.5";"-0.6";"86";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.3";"";"";"";"";"";"";
"18.03.2019 03:00";"25.9";"756.8";"757.6";"-0.9";"84";"Wind blowing from the south-east";"4";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"23.0";"No precipitation";"6";"";"";"";"";
"18.03.2019 02:00";"26.6";"757.3";"";"";"76";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.03.2019 01:00";"26.4";"757.3";"758.1";"-1.7";"85";"Wind blowing from the south-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.6";"";"";"";"";"";"";
"18.03.2019 00:00";"26.7";"757.7";"758.5";"-1.1";"82";"Wind blowing from the south";"3";"";"";"100%.";"No significant weather observed. ";"";"";"";"31.9";"";"";"2500 or more, or no clouds.";"";"";"";"23.3";"";"";"";"";"";"";
"17.03.2019 22:00";"27.8";"759.0";"759.7";"1.5";"73";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"22.6";"";"";"";"";"";"";
"17.03.2019 21:00";"27.7";"758.8";"759.5";"1.8";"77";"Wind blowing from the east";"5";"";"";"20–30%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"23.2";"No precipitation";"6";"";"";"";"";
"17.03.2019 20:00";"28.1";"759.0";"";"";"71";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.03.2019 19:00";"27.8";"757.5";"758.2";"1.0";"74";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"22.8";"";"";"";"";"";"";
"17.03.2019 18:00";"28.4";"757.0";"757.7";"0.6";"70";"Wind blowing from the east";"6";"";"";"90  or more, but not 100%";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"22.5";"";"";"";"";"";"";
"17.03.2019 16:00";"29.9";"756.5";"757.3";"-0.8";"66";"Wind blowing from the east-northeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"22.9";"";"";"";"";"";"";
"17.03.2019 15:00";"30.3";"756.4";"757.2";"-1.4";"66";"Wind blowing from the east-northeast";"7";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"23.2";"No precipitation";"6";"";"";"";"";
"17.03.2019 14:00";"29.7";"756.8";"";"";"66";"Wind blowing from the east-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.03.2019 13:00";"30.9";"757.3";"758.0";"-1.2";"64";"Wind blowing from the north-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.2";"";"";"";"";"";"";
"17.03.2019 12:00";"30.7";"757.8";"758.5";"-0.7";"63";"Wind blowing from the east-northeast";"4";"";"";"60%.";"No significant weather observed. ";"";"";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"";"22.8";"";"";"";"";"";"";
"17.03.2019 10:00";"30.1";"758.5";"759.2";"1.0";"69";"Wind blowing from the east-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.7";"";"";"";"";"";"";
"17.03.2019 09:00";"28.6";"758.5";"759.3";"1.4";"78";"Wind blowing from the east";"3";"";"";"100%.";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"24.3";"4.0";"24";"";"";"";"";
"17.03.2019 08:00";"26.3";"758.7";"";"";"83";"Wind blowing from the west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.03.2019 07:00";"25.8";"757.5";"758.2";"1.0";"92";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"24.4";"";"";"";"";"";"";
"17.03.2019 06:00";"27.1";"757.1";"757.9";"0.6";"82";"Wind blowing from the east-northeast";"5";"";"";"100%.";"Rain (not freezing). ";"";"";"";"";"";"";"600-1000";"";"";"";"23.8";"";"";"";"";"";"";
"17.03.2019 04:00";"27.5";"756.5";"757.3";"-0.8";"78";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.4";"";"";"";"";"";"";
"17.03.2019 03:00";"27.9";"756.5";"757.3";"-1.6";"77";"Wind blowing from the east-northeast";"5";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"23.4";"No precipitation";"6";"";"";"";"";
"17.03.2019 02:00";"28.0";"757.0";"";"";"73";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.03.2019 01:00";"27.6";"757.3";"758.1";"-0.9";"81";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"24.1";"";"";"";"";"";"";
"17.03.2019 00:00";"28.1";"758.1";"758.8";"0.1";"74";"Wind blowing from the east-northeast";"5";"";"";"100%.";"No significant weather observed. ";"";"";"";"32.6";"";"";"600-1000";"";"";"";"23.1";"";"";"";"";"";"";
"16.03.2019 22:00";"28.3";"758.2";"759.0";"1.9";"73";"Wind blowing from the north-east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"22.9";"";"";"";"";"";"";
"16.03.2019 21:00";"28.3";"758.0";"758.8";"1.9";"78";"Wind blowing from the east-northeast";"7";"";"";"70 – 80%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"24.0";"No precipitation";"6";"";"";"";"";
"16.03.2019 20:00";"28.6";"758.0";"";"";"74";"Wind blowing from the east-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.03.2019 19:00";"28.6";"756.3";"757.0";"0.8";"74";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.4";"";"";"";"";"";"";
"16.03.2019 18:00";"29.0";"756.1";"756.8";"0.5";"68";"Wind blowing from the north-east";"5";"";"";"90  or more, but not 100%";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"22.5";"";"";"";"";"";"";
"16.03.2019 16:00";"30.7";"755.5";"756.2";"-0.9";"64";"Wind blowing from the east-northeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.0";"";"";"";"";"";"";
"16.03.2019 15:00";"31.7";"755.6";"756.4";"-1.5";"63";"Wind blowing from the east-northeast";"7";"";"";"40%.";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"23.8";"No precipitation";"6";"";"";"";"";
"16.03.2019 14:00";"30.8";"756.1";"";"";"63";"Wind blowing from the east-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.03.2019 13:00";"31.4";"756.4";"757.2";"-1.2";"60";"Wind blowing from the east-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"22.6";"";"";"";"";"";"";
"16.03.2019 12:00";"30.8";"757.1";"757.9";"-0.5";"65";"Wind blowing from the east-northeast";"6";"";"";"70 – 80%.";"No significant weather observed. ";"";"";"25.7";"";"";"";"600-1000";"";"";"";"23.4";"";"";"";"";"";"";
"16.03.2019 10:00";"30.9";"757.6";"758.3";"0.9";"64";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.2";"";"";"";"";"";"";
"16.03.2019 09:00";"28.8";"757.6";"758.3";"1.2";"74";"Wind blowing from the north-east";"4";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"23.7";"No precipitation";"24";"";"";"";"";
"16.03.2019 08:00";"26.7";"757.9";"";"";"67";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.03.2019 07:00";"27.4";"756.7";"757.5";"0.8";"84";"Wind blowing from the north-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"24.4";"";"";"";"";"";"";
"16.03.2019 06:00";"25.8";"756.4";"757.1";"0.4";"87";"Wind blowing from the north-northeast";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"23.5";"";"";"";"";"";"";
"16.03.2019 04:00";"26.1";"755.9";"756.7";"-0.8";"88";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.9";"";"";"";"";"";"";
"16.03.2019 03:00";"26.4";"756.0";"756.7";"-1.2";"88";"Wind blowing from the north";"3";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"";"";"";"";"24.2";"No precipitation";"6";"";"";"";"";
"16.03.2019 02:00";"27.4";"756.4";"";"";"80";"Wind blowing from the east-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.03.2019 01:00";"26.8";"756.7";"757.4";"-1.2";"83";"Wind blowing from the north";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.6";"";"";"";"";"";"";
"16.03.2019 00:00";"27.2";"757.2";"757.9";"-0.6";"81";"Wind blowing from the north";"4";"";"";"";"No significant weather observed. ";"";"";"";"33.1";"";"";"";"";"";"";"23.6";"";"";"";"";"";"";
"15.03.2019 22:00";"27.5";"757.9";"758.7";"1.2";"80";"Wind blowing from the north-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.7";"";"";"";"";"";"";
"15.03.2019 21:00";"27.7";"757.8";"758.5";"2.0";"79";"Wind blowing from the north-east";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"23.8";"No precipitation";"6";"";"";"";"";
"15.03.2019 20:00";"28.3";"757.9";"";"";"74";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.03.2019 19:00";"28.2";"756.7";"757.4";"1.2";"74";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.2";"";"";"";"";"";"";
"15.03.2019 18:00";"29.0";"755.8";"756.6";"-0.2";"71";"Wind blowing from the north-east";"5";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"23.2";"";"";"";"";"";"";
"15.03.2019 16:00";"30.1";"755.5";"756.3";"-1.4";"69";"Wind blowing from the north-east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.7";"";"";"";"";"";"";
"15.03.2019 15:00";"30.5";"756.0";"756.7";"-1.5";"68";"Wind blowing from the east-northeast";"7";"";"";"50%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"23.9";"No precipitation";"6";"";"";"";"";
"15.03.2019 14:00";"30.8";"756.7";"";"";"68";"Wind blowing from the east-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.03.2019 13:00";"31.5";"756.9";"757.6";"-1.3";"63";"Wind blowing from the east-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.6";"";"";"";"";"";"";
"15.03.2019 12:00";"32.6";"757.5";"758.2";"-0.4";"61";"Wind blowing from the east-northeast";"6";"";"";"";"No significant weather observed. ";"";"";"25.2";"";"";"";"";"";"";"";"24.2";"";"";"";"";"";"";
"15.03.2019 10:00";"30.1";"758.2";"758.9";"1.0";"69";"Wind blowing from the north-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.7";"";"";"";"";"";"";
"15.03.2019 09:00";"30.3";"757.9";"758.7";"1.3";"68";"Wind blowing from the north-northeast";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"23.8";"No precipitation";"24";"";"";"";"";
"15.03.2019 08:00";"26.1";"758.2";"";"";"67";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.03.2019 07:00";"27.3";"757.2";"757.9";"1.1";"82";"Wind blowing from the north-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"24.0";"";"";"";"";"";"";
"15.03.2019 06:00";"25.4";"756.6";"757.3";"0.2";"90";"Calm, no wind";"0";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"300-600";"";"";"";"23.6";"";"";"";"";"";"";
"15.03.2019 04:00";"26.3";"756.1";"756.8";"-1.2";"86";"Wind blowing from the north-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.7";"";"";"";"";"";"";
"15.03.2019 03:00";"26.7";"756.4";"757.2";"-1.2";"84";"Wind blowing from the north-northeast";"3";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"23.8";"No precipitation";"6";"";"";"";"";
"15.03.2019 02:00";"27.3";"756.9";"";"";"80";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.03.2019 01:00";"27.0";"757.3";"758.1";"-0.9";"83";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.8";"";"";"";"";"";"";
"15.03.2019 00:00";"26.6";"757.6";"758.4";"-0.3";"85";"Wind blowing from the north-northeast";"3";"";"";"";"No significant weather observed. ";"";"";"";"32.4";"";"";"";"";"";"";"23.8";"";"";"";"";"";"";
"14.03.2019 22:00";"27.9";"758.2";"759.0";"1.2";"78";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.7";"";"";"";"";"";"";
"14.03.2019 21:00";"27.8";"757.9";"758.6";"1.3";"78";"Wind blowing from the east-northeast";"5";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"23.6";"No precipitation";"6";"";"";"";"";
"14.03.2019 20:00";"28.2";"757.9";"";"";"75";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.03.2019 19:00";"28.1";"757.0";"757.8";"0.9";"77";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.7";"";"";"";"";"";"";
"14.03.2019 18:00";"28.6";"756.6";"757.3";"0.2";"75";"Wind blowing from the east-northeast";"6";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"23.8";"";"";"";"";"";"";
"14.03.2019 16:00";"30.6";"756.1";"756.9";"-1.3";"66";"Wind blowing from the east-northeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.5";"";"";"";"";"";"";
"14.03.2019 15:00";"31.6";"756.4";"757.1";"-1.8";"65";"Wind blowing from the north-east";"6";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"24.2";"No precipitation";"6";"";"";"";"";
"14.03.2019 14:00";"30.3";"757.1";"";"";"64";"Wind blowing from the east-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.03.2019 13:00";"31.8";"757.4";"758.2";"-2.0";"65";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"24.4";"";"";"";"";"";"";
"14.03.2019 12:00";"31.3";"758.2";"758.9";"-1.1";"61";"Wind blowing from the east-northeast";"6";"";"";"";"No significant weather observed. ";"";"";"24.6";"";"";"";"";"";"";"";"22.8";"";"";"";"";"";"";
"14.03.2019 10:00";"31.2";"759.4";"760.2";"1.2";"64";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.7";"";"";"";"";"";"";
"14.03.2019 09:00";"29.1";"759.3";"760.0";"1.6";"73";"Wind blowing from the north-northeast";"3";"";"";"20–30%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"23.7";"No precipitation";"24";"";"";"";"";
"14.03.2019 08:00";"25.8";"759.4";"";"";"70";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.03.2019 07:00";"25.0";"758.2";"758.9";"0.9";"93";"Wind blowing from the west-northwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.7";"";"";"";"";"";"";
"14.03.2019 06:00";"25.3";"757.7";"758.5";"0.6";"90";"Wind blowing from the south-southwest";"2";"";"";"50%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"23.5";"";"";"";"";"";"";
"14.03.2019 04:00";"25.4";"757.3";"758.0";"-0.4";"90";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.6";"";"";"";"";"";"";
"14.03.2019 03:00";"25.7";"757.1";"757.9";"-0.8";"89";"Calm, no wind";"0";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"23.7";"No precipitation";"6";"";"";"";"";
"14.03.2019 02:00";"26.8";"757.8";"";"";"81";"Wind blowing from the west-southwest";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.03.2019 01:00";"26.5";"757.7";"758.5";"-0.7";"83";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.3";"";"";"";"";"";"";
"14.03.2019 00:00";"26.7";"757.9";"758.7";"-0.5";"84";"Wind blowing from the north";"3";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"32.3";"";"";"300-600";"";"";"";"23.8";"";"";"";"";"";"";
"13.03.2019 22:00";"27.1";"758.4";"759.1";"0.8";"82";"Wind blowing from the north-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.8";"";"";"";"";"";"";
"13.03.2019 21:00";"27.2";"758.4";"759.1";"1.1";"82";"Wind blowing from the north-east";"3";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"23.9";"No precipitation";"6";"";"";"";"";
"13.03.2019 20:00";"28.2";"758.5";"";"";"76";"Wind blowing from the east-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.03.2019 19:00";"27.8";"757.6";"758.4";"0.9";"77";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.3";"";"";"";"";"";"";
"13.03.2019 18:00";"28.7";"757.3";"758.0";"0.6";"74";"Wind blowing from the east-northeast";"6";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"23.5";"";"";"";"";"";"";
"13.03.2019 16:00";"30.6";"756.7";"757.5";"-0.6";"67";"Wind blowing from the east-northeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.7";"";"";"";"";"";"";
"13.03.2019 15:00";"30.8";"756.7";"757.4";"-1.0";"64";"Wind blowing from the north-east";"5";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"23.3";"No precipitation";"6";"";"";"";"";
"13.03.2019 14:00";"30.5";"757.3";"";"";"64";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.03.2019 13:00";"31.7";"757.3";"758.1";"-0.9";"61";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.3";"";"";"";"";"";"";
"13.03.2019 12:00";"31.1";"757.7";"758.5";"0.0";"62";"Wind blowing from the north-northeast";"5";"";"";"";"No significant weather observed. ";"";"";"23.5";"";"";"";"";"";"";"";"22.9";"";"";"";"";"";"";
"13.03.2019 10:00";"29.6";"758.2";"758.9";"1.1";"66";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"22.7";"";"";"";"";"";"";
"13.03.2019 09:00";"29.4";"757.7";"758.5";"1.0";"69";"Wind blowing from the north-northeast";"2";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"23.1";"No precipitation";"24";"";"";"";"";
"13.03.2019 08:00";"24.1";"757.9";"";"";"70";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.03.2019 07:00";"24.8";"757.1";"757.9";"1.0";"90";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.0";"";"";"";"";"";"";
"13.03.2019 06:00";"24.2";"756.7";"757.5";"-0.4";"89";"Wind blowing from the south";"2";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"22.3";"";"";"";"";"";"";
"13.03.2019 04:00";"24.3";"756.1";"756.9";"-3.1";"90";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"22.5";"";"";"";"";"";"";
"13.03.2019 03:00";"24.8";"757.1";"757.9";"-2.9";"89";"Wind blowing from the north";"3";"";"";"20–30%.";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"22.9";"No precipitation";"6";"";"";"";"";
