# Weather station Portland (airport), Australia, WMO_ID=94828,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=94828&lang=en
#
"Local time in Portland (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"07.02.2019 02:00";"16.6";"750.9";"758.1";"-0.6";"92";"Wind blowing from the west";"5";"";"";"100%.";" ";"";"";"";"";"";"";"Less than  50";"";"";"0.1";"15.3";"No precipitation";"6";"";"";"";"";
"07.02.2019 00:00";"16.2";"751.3";"758.5";"-0.4";"90";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.6";"";"";"";"";"";"";
"06.02.2019 23:00";"15.9";"751.5";"758.7";"0.0";"88";"Calm, no wind";"0";"";"";"";" ";"";"";"";"27.6";"";"";"";"";"";"";"13.9";"";"";"";"";"";"";
"06.02.2019 21:00";"17.9";"751.7";"758.9";"0.6";"84";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.2";"";"";"";"";"";"";
"06.02.2019 20:00";"20.2";"751.5";"758.7";"0.2";"79";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"16.4";"No precipitation";"6";"";"";"";"";
"06.02.2019 18:00";"21.0";"751.1";"758.3";"0.0";"82";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.8";"";"";"";"";"";"";
"06.02.2019 17:00";"21.1";"751.3";"758.5";"-0.3";"72";"Wind blowing from the south";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"15.9";"";"";"";"";"";"";
"06.02.2019 15:00";"22.2";"751.1";"758.3";"-0.5";"68";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.0";"";"";"";"";"";"";
"06.02.2019 14:00";"21.3";"751.6";"758.8";"-0.3";"71";"Wind blowing from the west";"5";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"15.8";"No precipitation";"6";"";"";"";"";
"06.02.2019 12:00";"22.4";"751.6";"758.8";"-0.4";"69";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.4";"";"";"";"";"";"";
"06.02.2019 11:00";"24.0";"751.9";"759.1";"0.0";"64";"Wind blowing from the west";"5";"";"";"50%.";" ";"";"";"17.2";"";"";"";"2500 or more, or no clouds.";"";"";"";"16.8";"";"";"";"";"";"";
"06.02.2019 09:00";"23.0";"752.0";"759.2";"0.2";"84";"Wind blowing from the north-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"20.1";"";"";"";"";"";"";
"06.02.2019 08:00";"20.7";"751.9";"759.1";"0.4";"91";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.2";"No precipitation";"24";"";"";"";"";
"06.02.2019 06:00";"17.5";"751.8";"759.0";"0.5";"91";"Wind blowing from the east-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.0";"";"";"";"";"";"";
"06.02.2019 05:00";"17.8";"751.5";"758.7";"-0.2";"90";"Wind blowing from the east-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"9.0";"16.1";"";"";"";"";"";"";
"06.02.2019 03:00";"18.7";"751.3";"758.5";"-1.6";"90";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.0";"";"";"";"";"";"";
"06.02.2019 02:00";"18.6";"751.7";"758.9";"-1.4";"90";"Wind blowing from the east";"5";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"300-600";"";"";"";"16.9";"No precipitation";"6";"";"";"";"";
"06.02.2019 00:00";"18.8";"752.9";"760.1";"-1.1";"89";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.9";"";"";"";"";"";"";
"05.02.2019 23:00";"18.6";"753.1";"760.3";"-0.7";"88";"Wind blowing from the east-southeast";"3";"";"";"100%.";" ";"";"";"";"21.4";"";"";"100-200";"";"";"";"16.6";"";"";"";"";"";"";
"05.02.2019 21:00";"19.0";"754.0";"761.2";"0.0";"84";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.2";"";"";"";"";"";"";
"05.02.2019 20:00";"18.8";"753.8";"761.0";"-0.6";"81";"Wind blowing from the east-southeast";"4";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"15.5";"No precipitation";"6";"";"";"";"";
"05.02.2019 18:00";"19.3";"754.0";"761.2";"-1.4";"72";"Wind blowing from the south-east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.1";"";"";"";"";"";"";
"05.02.2019 17:00";"19.1";"754.4";"761.6";"-1.4";"68";"Wind blowing from the south-east";"7";"";"";"60%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"13.1";"";"";"";"";"";"";
"05.02.2019 15:00";"20.3";"755.4";"762.6";"-1.4";"58";"Wind blowing from the east-southeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"05.02.2019 14:00";"20.2";"755.8";"763.0";"-1.5";"58";"Wind blowing from the south-east";"7";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"11.7";"No precipitation";"6";"";"";"";"";
"05.02.2019 12:00";"19.1";"756.8";"764.0";"-0.8";"56";"Wind blowing from the south-east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"05.02.2019 11:00";"18.2";"757.3";"764.5";"-0.1";"56";"Wind blowing from the south-east";"7";"";"";"90  or more, but not 100%";" ";"";"";"15.5";"";"";"";"600-1000";"";"";"";"9.3";"";"";"";"";"";"";
"05.02.2019 09:00";"16.8";"757.6";"764.8";"0.4";"61";"Wind blowing from the south-east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"05.02.2019 08:00";"16.6";"757.4";"764.6";"0.5";"61";"Wind blowing from the south-east";"6";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"9.1";"No precipitation";"24";"";"";"";"";
"05.02.2019 06:00";"15.7";"757.2";"764.4";"0.1";"66";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"05.02.2019 05:00";"15.8";"756.9";"764.1";"-0.5";"65";"Wind blowing from the south-east";"6";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"9.2";"";"";"";"";"";"";
"05.02.2019 03:00";"15.6";"757.1";"764.3";"-0.8";"65";"Wind blowing from the south-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.1";"";"";"";"";"";"";
"05.02.2019 02:00";"15.6";"757.4";"764.6";"-0.7";"66";"Wind blowing from the south-east";"5";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"9.3";"No precipitation";"6";"";"";"";"";
"05.02.2019 00:00";"15.8";"757.9";"765.1";"-0.1";"69";"Wind blowing from the south-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"04.02.2019 23:00";"15.9";"758.1";"765.4";"0.4";"67";"Wind blowing from the south-east";"6";"";"";"100%.";" ";"";"";"";"19.9";"";"";"600-1000";"";"";"";"9.8";"";"";"";"";"";"";
"04.02.2019 21:00";"16.3";"758.0";"765.3";"1.0";"64";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"04.02.2019 20:00";"16.3";"757.7";"764.9";"0.9";"63";"Wind blowing from the south-east";"5";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"9.3";"No precipitation";"6";"";"";"";"";
"04.02.2019 18:00";"17.3";"757.0";"764.2";"0.2";"63";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.2";"";"";"";"";"";"";
"04.02.2019 17:00";"17.8";"756.8";"764.0";"0.2";"62";"Wind blowing from the south-southeast";"7";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"10.4";"";"";"";"";"";"";
"04.02.2019 15:00";"18.1";"756.8";"764.0";"0.3";"65";"Wind blowing from the south";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"04.02.2019 14:00";"18.9";"756.6";"763.8";"0.1";"64";"Wind blowing from the south";"6";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"11.9";"No precipitation";"6";"";"";"";"";
"04.02.2019 12:00";"18.9";"756.5";"763.7";"0.5";"67";"Wind blowing from the south";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"";"";"";"";"";"";
"04.02.2019 11:00";"18.7";"756.5";"763.7";"1.0";"73";"Wind blowing from the south";"6";"";"";"100%.";" ";"";"";"16.3";"";"";"";"300-600";"";"";"";"13.8";"";"";"";"";"";"";
"04.02.2019 09:00";"18.3";"756.0";"763.2";"1.5";"68";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.3";"";"";"";"";"";"";
"04.02.2019 08:00";"17.6";"755.5";"762.7";"1.5";"72";"Wind blowing from the south-southeast";"5";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"";"12.5";"No precipitation";"24";"";"";"";"";
"04.02.2019 06:00";"16.8";"754.5";"761.7";"0.8";"78";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.9";"";"";"";"";"";"";
"04.02.2019 05:00";"16.5";"754.0";"761.2";"0.3";"79";"Wind blowing from the south";"4";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"12.8";"";"";"";"";"";"";
"04.02.2019 03:00";"16.7";"753.7";"760.9";"0.2";"78";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.8";"";"";"";"";"";"";
"04.02.2019 02:00";"17.0";"753.7";"760.9";"0.8";"79";"Wind blowing from the south";"4";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"13.3";"No precipitation";"6";"";"";"";"";
"04.02.2019 00:00";"17.6";"753.5";"760.7";"0.7";"82";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.5";"";"";"";"";"";"";
"03.02.2019 23:00";"16.9";"752.9";"760.1";"0.4";"81";"Wind blowing from the south-east";"3";"";"";"100%.";" ";"";"";"";"26.3";"";"";"300-600";"";"";"";"13.6";"";"";"";"";"";"";
"03.02.2019 21:00";"17.0";"752.8";"760.0";"1.2";"80";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.5";"";"";"";"";"";"";
"03.02.2019 20:00";"17.7";"752.5";"759.7";"1.5";"76";"Wind blowing from the south-east";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"13.4";"No precipitation";"6";"";"";"";"";
"03.02.2019 18:00";"18.8";"751.6";"758.8";"1.5";"73";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.9";"";"";"";"";"";"";
"03.02.2019 17:00";"20.7";"751.0";"758.2";"0.5";"67";"Wind blowing from the south";"6";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"14.4";"";"";"";"";"";"";
"03.02.2019 15:00";"22.6";"750.1";"757.3";"-0.3";"64";"Wind blowing from the east-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.4";"";"";"";"";"";"";
"03.02.2019 14:00";"22.5";"750.5";"757.7";"0.1";"64";"Wind blowing from the south";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.4";"No precipitation";"6";"";"";"";"";
"03.02.2019 12:00";"22.7";"750.4";"757.6";"0.4";"64";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.5";"";"";"";"";"";"";
"03.02.2019 11:00";"23.2";"750.4";"757.6";"0.5";"61";"Wind blowing from the south";"4";"";"";"";" ";"";"";"11.3";"";"";"";"";"";"";"";"15.3";"";"";"";"";"";"";
"03.02.2019 09:00";"25.3";"750.0";"757.1";"0.5";"28";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"03.02.2019 08:00";"21.2";"749.9";"757.0";"0.7";"42";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.8";"No precipitation";"24";"";"";"";"";
"03.02.2019 06:00";"12.8";"749.5";"756.7";"-0.3";"86";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.5";"";"";"";"";"";"";
"03.02.2019 05:00";"12.9";"749.2";"756.3";"-0.6";"91";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"03.02.2019 03:00";"13.0";"749.8";"756.9";"-1.1";"92";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"";"";"";"";"";"";
"03.02.2019 02:00";"13.2";"749.8";"757.0";"-1.2";"92";"Wind blowing from the north-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"1.0";"11.9";"No precipitation";"6";"";"";"";"";
"03.02.2019 00:00";"13.9";"750.9";"758.1";"-0.3";"91";"Wind blowing from the north-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.5";"";"";"";"";"";"";
"02.02.2019 23:00";"14.4";"751.0";"758.2";"-0.1";"89";"Wind blowing from the north-northeast";"3";"";"";"50%.";" ";"";"";"";"29.2";"";"";"100-200";"";"";"0.2";"12.6";"";"";"";"";"";"";
"02.02.2019 21:00";"16.4";"751.2";"758.4";"0.5";"84";"Wind blowing from the east-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.7";"";"";"";"";"";"";
"02.02.2019 20:00";"18.3";"751.1";"758.3";"0.1";"74";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"No precipitation";"6";"";"";"";"";
"02.02.2019 18:00";"21.7";"750.7";"757.9";"-0.7";"58";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.1";"";"";"";"";"";"";
"02.02.2019 17:00";"22.3";"751.0";"758.2";"-0.6";"50";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"02.02.2019 15:00";"24.7";"751.4";"758.6";"-1.1";"46";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.3";"";"";"";"";"";"";
"02.02.2019 14:00";"28.6";"751.6";"758.8";"-1.2";"21";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.2";"No precipitation";"6";"";"";"";"";
"02.02.2019 12:00";"26.5";"752.5";"759.7";"-1.2";"45";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"";"";"";"";"";"";
"02.02.2019 11:00";"24.6";"752.8";"760.0";"-1.4";"49";"Wind blowing from the east";"3";"";"";"";" ";"";"";"7.1";"";"";"";"";"";"";"";"13.2";"";"";"";"";"";"";
"02.02.2019 09:00";"19.9";"753.7";"760.9";"-0.3";"63";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.7";"";"";"";"";"";"";
"02.02.2019 08:00";"18.6";"754.2";"761.4";"-0.1";"79";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.9";"No precipitation";"24";"";"";"";"";
"02.02.2019 06:00";"11.6";"754.0";"761.2";"-0.9";"89";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
"02.02.2019 05:00";"7.5";"754.3";"761.5";"-1.1";"87";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"02.02.2019 03:00";"10.1";"754.9";"762.1";"-1.7";"82";"Wind blowing from the east-northeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"02.02.2019 02:00";"11.9";"755.4";"762.6";"-1.6";"78";"Wind blowing from the east-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"No precipitation";"6";"";"";"";"";
"02.02.2019 00:00";"14.7";"756.6";"763.8";"-1.0";"74";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"01.02.2019 23:00";"15.2";"757.0";"764.2";"-0.5";"69";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"20.9";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"01.02.2019 21:00";"15.0";"757.6";"764.8";"0.2";"67";"Wind blowing from the east-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"01.02.2019 20:00";"15.3";"757.5";"764.7";"0.0";"66";"Wind blowing from the east-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.0";"No precipitation";"6";"";"";"";"";
"01.02.2019 18:00";"17.7";"757.4";"764.6";"-1.1";"57";"Wind blowing from the east-southeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.1";"";"";"";"";"";"";
"01.02.2019 17:00";"19.1";"757.5";"764.7";"-1.3";"51";"Wind blowing from the east-southeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"01.02.2019 15:00";"19.4";"758.5";"765.8";"-1.4";"46";"Wind blowing from the south-east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.5";"";"";"";"";"";"";
"01.02.2019 14:00";"18.7";"758.8";"766.1";"-1.6";"46";"Wind blowing from the south-east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.9";"No precipitation";"6";"";"";"";"";
"01.02.2019 12:00";"20.1";"759.9";"767.2";"-0.7";"45";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.8";"";"";"";"";"";"";
"01.02.2019 11:00";"18.2";"760.4";"767.7";"0.1";"48";"Wind blowing from the east-southeast";"7";"";"";"100%.";" ";"";"";"6.5";"";"";"";"1000-1500";"";"";"";"7.0";"";"";"";"";"";"";
"01.02.2019 09:00";"16.8";"760.6";"767.8";"0.9";"48";"Wind blowing from the south-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.7";"";"";"";"";"";"";
"01.02.2019 08:00";"15.9";"760.3";"767.5";"0.9";"53";"Wind blowing from the east-southeast";"6";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"6.3";"No precipitation";"24";"";"";"";"";
"01.02.2019 06:00";"8.1";"759.7";"766.9";"0.2";"74";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.6";"";"";"";"";"";"";
"01.02.2019 05:00";"7.4";"759.4";"766.7";"-0.3";"72";"Wind blowing from the south-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.7";"";"";"";"";"";"";
"01.02.2019 03:00";"11.2";"759.5";"766.8";"-0.5";"62";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.2";"";"";"";"";"";"";
"01.02.2019 02:00";"11.3";"759.7";"766.9";"-0.4";"62";"Wind blowing from the south-east";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"4.1";"No precipitation";"6";"";"";"";"";
"01.02.2019 00:00";"13.8";"760.0";"767.3";"0.2";"54";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.7";"";"";"";"";"";"";
"31.01.2019 23:00";"12.5";"760.1";"767.4";"0.7";"57";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"20.0";"";"";"";"";"";"";"4.2";"";"";"";"";"";"";
"31.01.2019 21:00";"13.7";"759.8";"767.1";"1.6";"55";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";
"31.01.2019 20:00";"14.0";"759.4";"766.6";"1.5";"51";"Wind blowing from the south-southeast";"3";"";"";"40%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"4.0";"No precipitation";"6";"";"";"";"";
"31.01.2019 18:00";"16.5";"758.2";"765.4";"0.8";"44";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.2";"";"";"";"";"";"";
"31.01.2019 17:00";"16.4";"757.9";"765.2";"0.8";"46";"Wind blowing from the south";"5";"";"";"50%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"4.8";"";"";"";"";"";"";
"31.01.2019 15:00";"17.4";"757.4";"764.7";"1.0";"44";"Wind blowing from the south";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";
"31.01.2019 14:00";"17.4";"757.1";"764.4";"1.0";"38";"Wind blowing from the south";"6";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"3.0";"No precipitation";"6";"";"";"";"";
"31.01.2019 12:00";"17.8";"756.4";"763.7";"2.0";"48";"Wind blowing from the south";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"";"";"";"";"";"";
"31.01.2019 11:00";"17.1";"756.1";"763.3";"2.6";"53";"Wind blowing from the south-southwest";"6";"";"";"100%.";" ";"";"";"12.8";"";"";"";"600-1000";"";"";"";"7.5";"";"";"";"";"";"";
"31.01.2019 09:00";"16.6";"754.4";"761.6";"2.7";"54";"Wind blowing from the south-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"31.01.2019 08:00";"16.4";"753.5";"760.7";"2.5";"55";"Wind blowing from the south-west";"6";"";"";"40%.";" ";"Precipitation";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"7.3";"0.2";"24";"";"";"";"";
"31.01.2019 06:00";"13.9";"751.7";"758.9";"1.9";"74";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"31.01.2019 05:00";"15.2";"751.0";"758.2";"1.5";"61";"Wind blowing from the west-southwest";"5";"";"";"60%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"7.7";"";"";"";"";"";"";
"31.01.2019 03:00";"15.4";"749.8";"757.0";"0.9";"63";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"31.01.2019 02:00";"15.1";"749.5";"756.7";"0.9";"66";"Wind blowing from the west-southwest";"5";"";"";"60%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"8.8";"No precipitation";"6";"";"";"";"";
"31.01.2019 00:00";"15.9";"748.9";"756.1";"1.4";"65";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"30.01.2019 23:00";"16.5";"748.6";"755.8";"1.7";"73";"Wind blowing from the south-west";"5";"";"";"100%.";" ";"";"";"";"32.1";"";"";"600-1000";"";"";"";"11.6";"";"";"";"";"";"";
"30.01.2019 21:00";"17.6";"747.5";"754.6";"2.0";"82";"Wind blowing from the south-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.5";"";"";"";"";"";"";
"30.01.2019 20:00";"18.4";"746.9";"754.0";"2.0";"81";"Wind blowing from the west-southwest";"4";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"15.1";"No precipitation";"6";"";"";"";"";
"30.01.2019 18:00";"20.7";"745.5";"752.6";"-0.1";"66";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.1";"";"";"";"";"";"";
"30.01.2019 17:00";"22.1";"744.9";"752.0";"-1.0";"49";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.9";"";"";"";"";"";"";
"30.01.2019 15:00";"22.1";"745.6";"752.7";"-0.6";"55";"Wind blowing from the south-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"";"";"";"";"";"";
"30.01.2019 14:00";"24.4";"745.9";"753.0";"-1.2";"43";"Wind blowing from the south-west";"7";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"11.0";"No precipitation";"6";"";"";"";"";
"30.01.2019 12:00";"31.2";"746.2";"753.4";"-2.2";"15";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.5";"";"";"";"";"";"";
"30.01.2019 11:00";"27.4";"747.1";"754.2";"-1.5";"24";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"8.6";"";"";"";"";"";"";"";"5.1";"";"";"";"";"";"";
"30.01.2019 09:00";"23.5";"748.4";"755.5";"0.0";"39";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"30.01.2019 08:00";"17.3";"748.6";"755.8";"0.3";"91";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.8";"No precipitation";"24";"";"";"";"";
"30.01.2019 06:00";"12.9";"748.4";"755.5";"-0.6";"93";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"30.01.2019 05:00";"11.8";"748.3";"755.5";"-1.2";"93";"Wind blowing from the north";"4";"";"";"50%.";" ";"";"";"";"";"";"";"50-100";"";"";"1.0";"10.7";"";"";"";"";"";"";
"30.01.2019 03:00";"11.8";"749.0";"756.2";"-2.0";"91";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.4";"";"";"";"";"";"";
"30.01.2019 02:00";"12.8";"749.5";"756.7";"-1.9";"91";"Wind blowing from the north-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"No precipitation";"6";"";"";"";"";
"30.01.2019 00:00";"12.1";"751.0";"758.2";"-0.1";"88";"Wind blowing from the north-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.2";"";"";"";"";"";"";
"29.01.2019 23:00";"11.7";"751.4";"758.6";"0.7";"87";"Calm, no wind";"0";"";"";"";" ";"";"";"";"24.0";"";"";"";"";"";"7.0";"9.6";"";"";"";"";"";"";
"29.01.2019 21:00";"14.2";"751.1";"758.3";"0.7";"82";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.2";"";"";"";"";"";"";
