# Weather station Portland (airport), Australia, WMO_ID=94828,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=94828&lang=en
#
"Local time in Portland (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"22.06.2019 17:00";"10.6";"766.4";"773.9";"0.0";"57";"Wind blowing from the south-southeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.4";"";"";"";"";"";"";
"22.06.2019 15:00";"10.8";"766.2";"773.7";"-1.0";"54";"Wind blowing from the south-southwest";"2";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"1500-2000";"";"";"";"1.9";"0.2";"6";"";"";"";"";
"22.06.2019 14:00";"11.0";"766.4";"773.9";"-1.1";"52";"Wind blowing from the south-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.3";"";"";"";"";"";"";
"22.06.2019 12:00";"10.5";"767.2";"774.7";"0.0";"65";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"Precipitation";"2.9";"";"";"";"1000-1500";"";"";"";"4.2";"";"";"";"";"";"";
"22.06.2019 11:00";"9.7";"767.5";"775.0";"0.6";"74";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.3";"";"";"";"";"";"";
"22.06.2019 09:00";"6.3";"767.2";"774.7";"0.7";"88";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"4.5";"1.0";"24";"";"";"";"";
"22.06.2019 08:00";"4.0";"766.9";"774.4";"0.4";"87";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.0";"";"";"";"";"";"";
"22.06.2019 06:00";"5.6";"766.5";"774.0";"-0.1";"86";"Wind blowing from the west-southwest";"1";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"3.4";"";"";"";"";"";"";
"22.06.2019 05:00";"5.6";"766.5";"774.0";"-0.1";"86";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.4";"";"";"";"";"";"";
"22.06.2019 03:00";"2.9";"766.6";"774.1";"-0.6";"85";"Wind blowing from the north";"2";"";"";"40%.";" ";"Precipitation";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"0.6";"0.2";"6";"";"";"";"";
"22.06.2019 02:00";"4.4";"766.6";"774.1";"-0.5";"83";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.8";"";"";"";"";"";"";
"22.06.2019 00:00";"7.8";"767.2";"774.7";"0.1";"82";"Wind blowing from the south-southwest";"3";"";"";"100%.";" ";"";"";"";"12.0";"";"";"1500-2000";"";"";"";"4.9";"";"";"";"";"";"";
"21.06.2019 23:00";"4.0";"767.1";"774.6";"0.2";"84";"Wind blowing from the south-southwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.5";"";"";"";"";"";"";
"21.06.2019 21:00";"5.3";"767.1";"774.6";"0.6";"77";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.6";"No precipitation";"6";"";"";"";"";
"21.06.2019 20:00";"7.0";"766.9";"774.4";"0.6";"74";"Wind blowing from the west-southwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.7";"";"";"";"";"";"";
"21.06.2019 18:00";"7.5";"766.5";"774.0";"0.5";"71";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"2.6";"";"";"";"";"";"";
"21.06.2019 17:00";"9.9";"766.3";"773.8";"0.3";"67";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.1";"";"";"";"";"";"";
"21.06.2019 15:00";"10.9";"766.0";"773.5";"-0.6";"57";"Wind blowing from the south-southeast";"3";"";"";"40%.";" ";"Precipitation";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"2.7";"0.8";"6";"";"";"";"";
"21.06.2019 14:00";"11.2";"766.0";"773.5";"-0.7";"61";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";
"21.06.2019 12:00";"10.2";"766.6";"774.1";"0.6";"79";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"Precipitation";"1.3";"";"";"";"1000-1500";"";"";"";"6.7";"";"";"";"";"";"";
"21.06.2019 11:00";"10.1";"766.7";"774.2";"1.0";"78";"Wind blowing from the south-southwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.4";"";"";"";"";"";"";
"21.06.2019 09:00";"8.1";"766.0";"773.5";"1.2";"90";"Wind blowing from the east-northeast";"1";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"6.6";"2.0";"24";"";"";"";"";
"21.06.2019 08:00";"7.7";"765.7";"773.2";"1.2";"89";"Wind blowing from the east-southeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";
"21.06.2019 06:00";"2.9";"764.8";"772.3";"0.5";"90";"Calm, no wind";"0";"";"";"";" ";"";"Precipitation";"";"";"";"";"";"";"";"";"1.4";"";"";"";"";"";"";
"21.06.2019 05:00";"3.9";"764.5";"772.0";"0.1";"89";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.3";"";"";"";"";"";"";
"21.06.2019 03:00";"7.6";"764.3";"771.8";"0.0";"89";"Wind blowing from the south-southwest";"3";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"5.9";"0.2";"6";"";"";"";"";
"21.06.2019 02:00";"1.9";"764.4";"771.9";"0.2";"90";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";
"21.06.2019 00:00";"2.2";"764.3";"771.8";"0.2";"89";"Wind blowing from the north";"2";"";"";"10%  or less, but not 0";" ";"";"Precipitation";"";"11.6";"";"";"1000-1500";"";"";"";"0.6";"";"";"";"";"";"";
"20.06.2019 23:00";"3.3";"764.2";"771.7";"0.4";"88";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.5";"";"";"";"";"";"";
"20.06.2019 21:00";"4.9";"764.1";"771.6";"1.1";"86";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"2.8";"1.0";"6";"";"";"";"";
"20.06.2019 20:00";"4.9";"763.8";"771.3";"1.1";"83";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.3";"";"";"";"";"";"";
"20.06.2019 18:00";"5.7";"763.0";"770.5";"0.7";"80";"Wind blowing from the west-southwest";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"2.5";"";"";"";"";"";"";
"20.06.2019 17:00";"8.6";"762.7";"770.2";"0.3";"74";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.2";"";"";"";"";"";"";
"20.06.2019 15:00";"10.6";"762.3";"769.8";"-0.7";"66";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.5";"No precipitation";"6";"";"";"";"";
"20.06.2019 14:00";"10.9";"762.4";"769.9";"-1.1";"72";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.1";"";"";"";"";"";"";
"20.06.2019 12:00";"10.9";"763.0";"770.5";"-0.1";"83";"Wind blowing from the west";"3";"";"";"100%.";" ";"";"";"1.4";"";"";"";"600-1000";"";"";"";"8.1";"";"";"";"";"";"";
"20.06.2019 11:00";"9.1";"763.5";"771.0";"0.5";"90";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.5";"";"";"";"";"";"";
"20.06.2019 09:00";"4.9";"763.1";"770.6";"0.5";"93";"Wind blowing from the north";"3";"";"";"10%  or less, but not 0";" ";"Precipitation";"Precipitation";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"3.9";"1.0";"24";"";"";"";"";
"20.06.2019 08:00";"4.1";"763.0";"770.5";"0.6";"93";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.1";"";"";"";"";"";"";
"20.06.2019 06:00";"2.8";"762.6";"770.1";"0.0";"92";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"1.6";"";"";"";"";"";"";
"20.06.2019 05:00";"2.2";"762.4";"769.9";"-0.2";"92";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";
"20.06.2019 03:00";"2.9";"762.6";"770.1";"-0.3";"92";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"1.7";"No precipitation";"6";"";"";"";"";
"20.06.2019 02:00";"4.5";"762.6";"770.1";"-0.4";"92";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.3";"";"";"";"";"";"";
"20.06.2019 00:00";"4.6";"762.9";"770.4";"-0.1";"91";"Wind blowing from the east-southeast";"3";"";"";"100%.";" ";"";"";"";"12.8";"";"";"1000-1500";"";"";"";"3.3";"";"";"";"";"";"";
"19.06.2019 23:00";"4.5";"763.0";"770.5";"-0.1";"91";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"19.06.2019 21:00";"5.9";"763.0";"770.5";"0.1";"90";"Wind blowing from the south-east";"2";"";"";"60%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"4.4";"No precipitation";"6";"";"";"";"";
"19.06.2019 20:00";"6.8";"763.1";"770.6";"0.3";"89";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.1";"";"";"";"";"";"";
"19.06.2019 18:00";"7.9";"762.9";"770.4";"0.2";"85";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"5.5";"";"";"";"";"";"";
"19.06.2019 17:00";"8.4";"762.8";"770.3";"0.0";"80";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.2";"";"";"";"";"";"";
"19.06.2019 15:00";"9.3";"762.7";"770.2";"-0.6";"85";"Wind blowing from the north-west";"3";"";"";"100%.";"Precipitation ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"6.9";"0.8";"6";"";"";"";"";
"19.06.2019 14:00";"10.6";"762.8";"770.3";"-0.9";"71";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.6";"";"";"";"";"";"";
"19.06.2019 12:00";"11.4";"763.3";"770.8";"0.3";"69";"Wind blowing from the south";"2";"";"";"100%.";" ";"";"";"5.1";"";"";"";"600-1000";"";"";"";"5.9";"";"";"";"";"";"";
"19.06.2019 11:00";"9.7";"763.7";"771.2";"1.2";"83";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";
"19.06.2019 09:00";"5.4";"763.0";"770.5";"1.3";"88";"Wind blowing from the north";"1";"";"";"40%.";" ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"3.6";"7.0";"24";"";"";"";"";
"19.06.2019 08:00";"6.3";"762.5";"770.0";"1.0";"87";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.3";"";"";"";"";"";"";
"19.06.2019 06:00";"6.4";"761.7";"769.2";"0.3";"84";"Wind blowing from the west-northwest";"2";"";"";"90  or more, but not 100%";"Precipitation ";"";"Precipitation";"";"";"";"";"600-1000";"";"";"";"3.9";"";"";"";"";"";"";
"19.06.2019 05:00";"6.1";"761.5";"769.0";"0.3";"82";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.3";"";"";"";"";"";"";
"19.06.2019 03:00";"7.0";"761.4";"768.9";"0.1";"81";"Wind blowing from the south-west";"3";"";"";"50%.";" ";"Precipitation";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"4.0";"0.8";"6";"";"";"";"";
"19.06.2019 02:00";"5.4";"761.2";"768.7";"0.0";"82";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.6";"";"";"";"";"";"";
"19.06.2019 00:00";"7.1";"761.3";"768.8";"0.7";"71";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"12.3";"";"";"";"";"";"";"2.2";"";"";"";"";"";"";
"18.06.2019 23:00";"8.5";"761.2";"768.7";"0.7";"69";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.1";"";"";"";"";"";"";
"18.06.2019 21:00";"8.2";"760.6";"768.1";"0.8";"71";"Wind blowing from the west-southwest";"4";"";"";"10%  or less, but not 0";" ";"Precipitation";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"3.1";"2.0";"6";"";"";"";"";
"18.06.2019 20:00";"6.6";"760.5";"768.0";"0.8";"79";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"18.06.2019 18:00";"7.8";"759.8";"767.2";"1.4";"76";"Wind blowing from the south-southwest";"5";"";"";"100%.";"Precipitation, heavy. ";"";"Precipitation";"";"";"";"";"600-1000";"";"";"3.5";"3.8";"";"";"";"";"";"";
"18.06.2019 17:00";"8.7";"759.7";"767.1";"1.5";"71";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.7";"";"";"";"";"";"";
"18.06.2019 15:00";"9.8";"758.4";"765.8";"0.5";"64";"Wind blowing from the south-west";"4";"";"";"40%.";" ";"Precipitation";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"3.3";"3.0";"6";"";"";"";"";
"18.06.2019 14:00";"11.3";"758.2";"765.7";"0.5";"51";"Wind blowing from the south-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.3";"";"";"";"";"";"";
"18.06.2019 12:00";"11.4";"757.9";"765.3";"1.2";"65";"Wind blowing from the south-west";"6";"";"";"50%.";"Precipitation ";"";"Precipitation";"7.9";"";"";"";"1000-1500";"";"";"";"5.1";"";"";"";"";"";"";
"18.06.2019 11:00";"9.4";"757.7";"765.1";"2.1";"80";"Wind blowing from the south-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.1";"";"";"";"";"";"";
"18.06.2019 09:00";"8.0";"756.7";"764.2";"2.7";"81";"Wind blowing from the south-west";"7";"";"";"100%.";"Precipitation, slight or moderate. ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"4.9";"5.0";"24";"";"";"";"";
"18.06.2019 08:00";"9.3";"755.6";"763.0";"2.2";"78";"Wind blowing from the south-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.7";"";"";"";"";"";"";
"18.06.2019 06:00";"9.5";"754.0";"761.5";"1.0";"87";"Wind blowing from the south-west";"7";"";"";"100%.";"Precipitation ";"";"Precipitation";"";"";"";"";"300-600";"";"";"";"7.4";"";"";"";"";"";"";
"18.06.2019 05:00";"9.9";"753.4";"760.8";"0.6";"88";"Wind blowing from the west-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"18.06.2019 03:00";"9.6";"753.0";"760.4";"-0.1";"89";"Wind blowing from the north-northwest";"6";"";"";"100%.";"Precipitation ";"Precipitation";"Precipitation";"";"";"";"";"1500-2000";"";"";"";"7.9";"1.0";"6";"";"";"";"";
"18.06.2019 02:00";"9.8";"752.8";"760.3";"-0.9";"87";"Wind blowing from the north-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"18.06.2019 00:00";"11.0";"753.1";"760.6";"-1.4";"75";"Wind blowing from the north-northwest";"7";"";"";"100%.";" ";"";"";"";"15.7";"";"";"2500 or more, or no clouds.";"";"";"";"6.7";"";"";"";"";"";"";
"17.06.2019 23:00";"10.7";"753.7";"761.1";"-1.2";"79";"Wind blowing from the north-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"17.06.2019 21:00";"11.4";"754.5";"761.9";"-0.7";"78";"Wind blowing from the north-northwest";"6";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"7.7";"No precipitation";"6";"";"";"";"";
"17.06.2019 20:00";"10.3";"754.9";"762.4";"-0.7";"78";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.5";"";"";"";"";"";"";
"17.06.2019 18:00";"12.2";"755.2";"762.6";"-0.5";"71";"Wind blowing from the north-northwest";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"7.1";"";"";"";"";"";"";
"17.06.2019 17:00";"12.8";"755.6";"763.0";"-0.3";"69";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"17.06.2019 15:00";"14.9";"755.7";"763.1";"-1.7";"59";"Wind blowing from the north-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.0";"No precipitation";"6";"";"";"";"";
"17.06.2019 14:00";"15.4";"755.9";"763.3";"-2.2";"57";"Wind blowing from the north-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.9";"";"";"";"";"";"";
"17.06.2019 12:00";"14.1";"757.4";"764.8";"-1.1";"63";"Wind blowing from the north-northwest";"7";"";"";"";" ";"";"";"5.7";"";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"17.06.2019 11:00";"12.8";"758.1";"765.5";"-0.3";"87";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"17.06.2019 09:00";"7.5";"758.5";"766.0";"0.3";"93";"Wind blowing from the north";"4";"";"";"";" ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"6.4";"0.4";"24";"";"";"";"";
"17.06.2019 08:00";"6.2";"758.4";"765.8";"0.1";"93";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.2";"";"";"";"";"";"";
"17.06.2019 06:00";"7.1";"758.2";"765.7";"-0.7";"93";"Wind blowing from the north";"3";"";"";"";" ";"";"Precipitation";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";
"17.06.2019 05:00";"7.6";"758.3";"765.7";"-0.8";"93";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.5";"";"";"";"";"";"";
"17.06.2019 03:00";"7.1";"758.9";"766.3";"-0.6";"93";"Wind blowing from the north-northwest";"3";"";"";"";" ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"6.0";"0.2";"6";"";"";"";"";
"17.06.2019 02:00";"6.5";"759.1";"766.6";"-0.4";"93";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"17.06.2019 00:00";"8.5";"759.5";"766.9";"0.0";"92";"Wind blowing from the north";"4";"";"";"";"Precipitation ";"";"Precipitation";"";"16.2";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"16.06.2019 23:00";"8.3";"759.5";"766.9";"0.2";"91";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.9";"";"";"";"";"";"";
"16.06.2019 21:00";"8.5";"759.5";"766.9";"1.0";"90";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.0";"No precipitation";"6";"";"";"";"";
"16.06.2019 20:00";"8.9";"759.3";"766.7";"1.0";"89";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"16.06.2019 18:00";"11.2";"758.5";"766.0";"0.6";"83";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"16.06.2019 17:00";"13.2";"758.3";"765.7";"0.4";"76";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.1";"";"";"";"";"";"";
"16.06.2019 15:00";"15.7";"757.9";"765.4";"-0.7";"70";"Wind blowing from the north-west";"4";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"10.2";"No precipitation";"6";"";"";"";"";
"16.06.2019 14:00";"16.0";"757.9";"765.4";"-0.9";"69";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"";"";"";"";"";"";
"16.06.2019 12:00";"14.9";"758.6";"766.0";"0.0";"77";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"6.5";"";"";"";"";"";"";"";"10.9";"";"";"";"";"";"";
"16.06.2019 11:00";"13.1";"758.8";"766.3";"0.3";"91";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"";"";"";"";"";"";
"16.06.2019 09:00";"7.8";"758.6";"766.0";"1.0";"94";"Wind blowing from the north";"4";"";"";"";" ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"6.9";"0.4";"24";"";"";"";"";
"16.06.2019 08:00";"6.7";"758.5";"765.9";"1.2";"94";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.8";"";"";"";"";"";"";
"16.06.2019 06:00";"7.6";"757.6";"765.1";"0.0";"94";"Wind blowing from the north-northeast";"3";"";"";"100%.";" ";"";"Precipitation";"";"";"";"";"Less than  50";"";"";"1.5";"6.7";"";"";"";"";"";"";
"16.06.2019 05:00";"7.8";"757.3";"764.7";"-0.2";"94";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.9";"";"";"";"";"";"";
"16.06.2019 03:00";"8.0";"757.6";"765.0";"-0.3";"93";"Wind blowing from the north";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"6.9";"No precipitation";"6";"";"";"";"";
"16.06.2019 02:00";"8.5";"757.5";"764.9";"-0.5";"93";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"16.06.2019 00:00";"8.2";"757.9";"765.3";"-0.3";"92";"Wind blowing from the north";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"14.4";"";"";"2500 or more, or no clouds.";"";"";"";"7.0";"";"";"";"";"";"";
"15.06.2019 23:00";"8.3";"758.0";"765.4";"-0.2";"91";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.9";"";"";"";"";"";"";
"15.06.2019 21:00";"8.4";"758.2";"765.7";"0.3";"90";"Wind blowing from the north";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.5";"6.9";"No precipitation";"6";"";"";"";"";
"15.06.2019 20:00";"8.6";"758.2";"765.6";"0.6";"88";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"";"";"";"";"";"";
"15.06.2019 18:00";"9.6";"757.9";"765.4";"0.6";"82";"Wind blowing from the north-northwest";"2";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"6.7";"";"";"";"";"";"";
"15.06.2019 17:00";"11.9";"757.6";"765.0";"0.0";"79";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"15.06.2019 15:00";"14.0";"757.3";"764.8";"-0.9";"70";"Wind blowing from the west-northwest";"3";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"8.6";"No precipitation";"6";"";"";"";"";
"15.06.2019 14:00";"13.8";"757.6";"765.0";"-1.2";"72";"Wind blowing from the west-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"15.06.2019 12:00";"12.9";"758.2";"765.7";"-0.1";"90";"Wind blowing from the north-northwest";"3";"";"";"100%.";" ";"";"";"7.4";"";"";"";"300-600";"";"";"";"11.3";"";"";"";"";"";"";
"15.06.2019 11:00";"12.2";"758.8";"766.2";"0.8";"93";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.1";"";"";"";"";"";"";
"15.06.2019 09:00";"9.1";"758.3";"765.7";"1.1";"94";"Wind blowing from the north";"3";"";"";"90  or more, but not 100%";" ";"Precipitation";"Precipitation";"";"";"";"";"Less than  50";"";"";"";"8.2";"9.0";"24";"";"";"";"";
"15.06.2019 08:00";"7.6";"758.0";"765.4";"1.2";"94";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"";"";"";"";"";"";
"15.06.2019 06:00";"9.2";"757.2";"764.6";"0.4";"94";"Wind blowing from the north";"3";"";"";"100%.";"Precipitation, slight or moderate. ";"";"Precipitation";"";"";"";"";"300-600";"";"";"3.5";"8.3";"";"";"";"";"";"";
"15.06.2019 05:00";"9.6";"756.8";"764.2";"0.1";"94";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"15.06.2019 03:00";"9.3";"756.8";"764.2";"0.1";"93";"Wind blowing from the north";"3";"";"";"100%.";"Precipitation ";"Precipitation";"Precipitation";"";"";"";"";"Less than  50";"";"";"";"8.2";"5.0";"6";"";"";"";"";
"15.06.2019 02:00";"9.7";"756.7";"764.1";"0.0";"93";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"15.06.2019 00:00";"10.3";"756.7";"764.2";"0.0";"92";"Wind blowing from the north-northwest";"3";"";"";"100%.";"Precipitation ";"";"Precipitation";"";"14.3";"";"";"600-1000";"";"";"";"9.1";"";"";"";"";"";"";
"14.06.2019 23:00";"10.3";"756.7";"764.1";"0.3";"91";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"14.06.2019 21:00";"11.1";"756.7";"764.2";"1.0";"89";"Wind blowing from the north-west";"5";"";"";"100%.";"Precipitation ";"Precipitation";"Precipitation";"";"";"";"";"300-600";"";"";"";"9.4";"2.0";"6";"";"";"";"";
