# Weather station Gladstone (airport), Australia, WMO_ID=94381,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=94381&lang=en
#
"Local time in Gladstone (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"12.04.2019 12:00";"28.0";"762.1";"763.6";"-1.1";"41";"Wind blowing from the east-southeast";"6";"";"";"";" ";"";"";"20.1";"";"";"";"";"";"";"";"13.5";"";"";"";"";"";"";
"12.04.2019 09:00";"24.4";"763.2";"764.7";"1.0";"51";"Wind blowing from the south-east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"No precipitation";"24";"";"";"";"";
"12.04.2019 06:00";"20.2";"762.2";"763.7";"0.4";"68";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.1";"";"";"";"";"";"";
"12.04.2019 03:00";"20.7";"761.8";"763.3";"-1.1";"67";"Wind blowing from the south";"4";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"14.4";"No precipitation";"6";"";"";"";"";
"12.04.2019 00:00";"21.5";"762.9";"764.4";"-0.3";"63";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"29.1";"";"";"";"";"";"";"14.2";"";"";"";"";"";"";
"11.04.2019 21:00";"23.3";"763.2";"764.7";"1.1";"59";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.8";"No precipitation";"6";"";"";"";"";
"11.04.2019 18:00";"24.9";"762.1";"763.6";"0.9";"55";"Wind blowing from the east-southeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.2";"";"";"";"";"";"";
"11.04.2019 15:00";"27.1";"761.2";"762.7";"-0.9";"49";"Wind blowing from the east-southeast";"10";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"15.5";"No precipitation";"6";"";"";"";"";
"11.04.2019 12:00";"27.7";"762.1";"763.6";"-0.9";"51";"Wind blowing from the east-southeast";"10";"";"";"60%.";" ";"";"";"22.8";"";"";"";"1000-1500";"";"";"";"16.6";"";"";"";"";"";"";
"11.04.2019 09:00";"25.5";"763.0";"764.5";"1.2";"59";"Wind blowing from the south-east";"7";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"16.9";"No precipitation";"24";"";"";"";"";
"11.04.2019 06:00";"23.0";"761.8";"763.3";"1.2";"68";"Wind blowing from the south-southeast";"5";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"16.8";"";"";"";"";"";"";
"11.04.2019 03:00";"23.8";"760.6";"762.1";"-1.0";"70";"Wind blowing from the south-southeast";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"18.0";"No precipitation";"6";"";"";"";"";
"11.04.2019 00:00";"24.5";"761.6";"763.1";"-0.2";"64";"Wind blowing from the south";"4";"";"";"100%.";" ";"";"";"";"31.6";"";"";"2500 or more, or no clouds.";"";"";"";"17.2";"";"";"";"";"";"";
"10.04.2019 21:00";"25.3";"761.8";"763.3";"1.5";"67";"Wind blowing from the east-southeast";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"18.7";"No precipitation";"6";"";"";"";"";
"10.04.2019 18:00";"26.0";"760.3";"761.8";"1.2";"65";"Wind blowing from the east-northeast";"4";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"18.9";"";"";"";"";"";"";
"10.04.2019 15:00";"28.5";"759.1";"760.6";"-1.2";"53";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.0";"No precipitation";"6";"";"";"";"";
"10.04.2019 12:00";"30.5";"760.3";"761.8";"-1.7";"37";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"18.5";"";"";"";"";"";"";"";"14.2";"";"";"";"";"";"";
"10.04.2019 09:00";"24.7";"762.0";"763.5";"1.2";"67";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.2";"No precipitation";"24";"";"";"";"";
"10.04.2019 06:00";"18.7";"760.8";"762.3";"0.6";"83";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.8";"";"";"";"";"";"";
"10.04.2019 03:00";"19.8";"760.2";"761.7";"-0.9";"79";"Wind blowing from the south-southwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.1";"No precipitation";"6";"";"";"";"";
"10.04.2019 00:00";"20.8";"761.1";"762.6";"-1.0";"76";"Wind blowing from the south-southwest";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"28.7";"";"";"600-1000";"";"";"";"16.4";"";"";"";"";"";"";
"09.04.2019 21:00";"22.5";"762.1";"763.6";"1.2";"70";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.8";"No precipitation";"6";"";"";"";"";
"09.04.2019 18:00";"24.9";"760.9";"762.4";"0.4";"57";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.8";"";"";"";"";"";"";
"09.04.2019 15:00";"27.9";"760.5";"762.0";"-1.5";"50";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.5";"No precipitation";"6";"";"";"";"";
"09.04.2019 12:00";"28.3";"762.0";"763.5";"-1.3";"43";"Wind blowing from the east";"4";"";"";"";" ";"";"";"18.5";"";"";"";"";"";"";"";"14.5";"";"";"";"";"";"";
"09.04.2019 09:00";"25.5";"763.3";"764.8";"1.0";"55";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.8";"No precipitation";"24";"";"";"";"";
"09.04.2019 06:00";"18.6";"762.3";"763.8";"0.4";"88";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.6";"";"";"";"";"";"";
"09.04.2019 03:00";"19.9";"761.9";"763.4";"-0.7";"85";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.3";"No precipitation";"6";"";"";"";"";
"09.04.2019 00:00";"22.1";"762.6";"764.1";"-0.4";"76";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"30.0";"";"";"";"";"";"";"17.7";"";"";"";"";"";"";
"08.04.2019 21:00";"24.4";"763.0";"764.5";"0.7";"71";"Wind blowing from the east-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.8";"No precipitation";"6";"";"";"";"";
"08.04.2019 18:00";"25.2";"762.3";"763.8";"0.8";"64";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.9";"";"";"";"";"";"";
"08.04.2019 15:00";"28.3";"761.5";"763.0";"-1.2";"46";"Wind blowing from the east-northeast";"6";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"15.6";"No precipitation";"6";"";"";"";"";
"08.04.2019 12:00";"28.4";"762.7";"764.2";"-1.1";"42";"Wind blowing from the east";"4";"";"";"10%  or less, but not 0";" ";"";"";"17.6";"";"";"";"1500-2000";"";"";"";"14.3";"";"";"";"";"";"";
"08.04.2019 09:00";"25.6";"763.8";"765.3";"1.2";"59";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.0";"No precipitation";"24";"";"";"";"";
"08.04.2019 06:00";"17.7";"762.6";"764.1";"0.3";"84";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.0";"";"";"";"";"";"";
"08.04.2019 03:00";"19.1";"762.3";"763.8";"-1.0";"79";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.4";"No precipitation";"6";"";"";"";"";
"08.04.2019 00:00";"20.9";"763.3";"764.8";"-0.2";"72";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"29.1";"";"";"";"";"";"";"15.7";"";"";"";"";"";"";
"07.04.2019 21:00";"23.3";"763.5";"765.0";"1.1";"67";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.8";"No precipitation";"6";"";"";"";"";
"07.04.2019 18:00";"25.2";"762.4";"763.9";"0.5";"56";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.8";"";"";"";"";"";"";
"07.04.2019 15:00";"27.8";"761.9";"763.4";"-1.4";"45";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.8";"No precipitation";"6";"";"";"";"";
"07.04.2019 12:00";"28.1";"763.3";"764.8";"-1.5";"44";"Wind blowing from the east";"6";"";"";"";" ";"";"";"19.4";"";"";"";"";"";"";"";"14.7";"";"";"";"";"";"";
"07.04.2019 09:00";"25.9";"764.8";"766.3";"1.2";"55";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.2";"No precipitation";"24";"";"";"";"";
"07.04.2019 06:00";"20.0";"763.6";"765.1";"0.8";"83";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.0";"";"";"";"";"";"";
"07.04.2019 03:00";"20.5";"762.8";"764.3";"-1.2";"80";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.9";"No precipitation";"6";"";"";"";"";
"07.04.2019 00:00";"23.0";"764.0";"765.5";"0.0";"72";"Wind blowing from the south-southeast";"3";"";"";"100%.";" ";"";"";"";"29.1";"";"";"2000-2500";"";"";"";"17.7";"";"";"";"";"";"";
"06.04.2019 21:00";"24.1";"764.0";"765.5";"1.4";"67";"Wind blowing from the south-east";"5";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"17.6";"No precipitation";"6";"";"";"";"";
"06.04.2019 18:00";"25.0";"762.6";"764.1";"0.5";"67";"Wind blowing from the east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.4";"";"";"";"";"";"";
"06.04.2019 15:00";"28.1";"762.1";"763.6";"-1.8";"44";"Wind blowing from the east-southeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.7";"No precipitation";"6";"";"";"";"";
"06.04.2019 12:00";"28.0";"763.9";"765.4";"-1.2";"46";"Wind blowing from the east";"5";"";"";"20–30%.";" ";"";"";"19.6";"";"";"";"1000-1500";"";"";"";"15.3";"";"";"";"";"";"";
"06.04.2019 09:00";"25.6";"765.1";"766.6";"0.8";"54";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.6";"No precipitation";"24";"";"";"";"";
"06.04.2019 06:00";"19.6";"764.3";"765.8";"0.6";"73";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.6";"";"";"";"";"";"";
"06.04.2019 03:00";"21.4";"763.7";"765.2";"-1.2";"66";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.8";"No precipitation";"6";"";"";"";"";
"06.04.2019 00:00";"22.3";"764.9";"766.4";"0.0";"65";"Wind blowing from the south-southeast";"4";"";"";"20–30%.";" ";"";"";"";"29.3";"";"";"2000-2500";"";"";"";"15.4";"";"";"";"";"";"";
"05.04.2019 21:00";"23.3";"764.9";"766.4";"1.5";"64";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.1";"No precipitation";"6";"";"";"";"";
"05.04.2019 18:00";"25.4";"763.4";"764.9";"0.4";"59";"Wind blowing from the east-southeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.8";"";"";"";"";"";"";
"05.04.2019 15:00";"27.9";"763.0";"764.5";"-1.8";"51";"Wind blowing from the east";"9";"";"";"20–30%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"16.8";"No precipitation";"6";"";"";"";"";
"05.04.2019 12:00";"26.5";"764.8";"766.3";"-0.5";"52";"Wind blowing from the south-east";"4";"";"";"100%.";" ";"";"";"20.8";"";"";"";"1000-1500";"";"";"";"15.8";"";"";"";"";"";"";
"05.04.2019 09:00";"25.3";"765.3";"766.8";"1.1";"56";"Wind blowing from the south-east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.9";"No precipitation";"24";"";"";"";"";
"05.04.2019 06:00";"21.0";"764.2";"765.7";"0.2";"74";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.2";"";"";"";"";"";"";
"05.04.2019 03:00";"21.2";"764.0";"765.5";"-1.1";"72";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.0";"No precipitation";"6";"";"";"";"";
"05.04.2019 00:00";"22.4";"765.1";"766.6";"-0.3";"68";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"29.7";"";"";"";"";"";"";"16.2";"";"";"";"";"";"";
"04.04.2019 21:00";"24.3";"765.4";"766.9";"1.5";"62";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.6";"No precipitation";"6";"";"";"";"";
"04.04.2019 18:00";"26.1";"763.9";"765.4";"0.8";"49";"Wind blowing from the east-southeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.6";"";"";"";"";"";"";
"04.04.2019 15:00";"27.5";"763.1";"764.6";"-1.1";"57";"Wind blowing from the east";"9";"";"";"60%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"18.2";"No precipitation";"6";"";"";"";"";
"04.04.2019 12:00";"27.2";"764.2";"765.7";"-0.9";"52";"Wind blowing from the south-east";"7";"";"";"100%.";" ";"";"";"21.3";"";"";"";"1000-1500";"";"";"";"16.5";"";"";"";"";"";"";
"04.04.2019 09:00";"25.6";"765.1";"766.6";"0.8";"57";"Wind blowing from the south-east";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.5";"No precipitation";"24";"";"";"";"";
"04.04.2019 06:00";"21.4";"764.3";"765.8";"1.0";"69";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.5";"";"";"";"";"";"";
"04.04.2019 03:00";"21.9";"763.3";"764.8";"-0.9";"70";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.2";"No precipitation";"6";"";"";"";"";
"04.04.2019 00:00";"23.0";"764.2";"765.7";"-0.4";"69";"Wind blowing from the south-southeast";"6";"";"";"";" ";"";"";"";"30.4";"";"";"";"";"";"";"17.0";"";"";"";"";"";"";
"03.04.2019 21:00";"23.8";"764.6";"766.1";"1.7";"64";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.6";"No precipitation";"6";"";"";"";"";
"03.04.2019 18:00";"25.0";"762.9";"764.4";"1.3";"70";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.1";"";"";"";"";"";"";
"03.04.2019 15:00";"29.2";"761.6";"763.1";"-1.3";"51";"Wind blowing from the east";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.0";"No precipitation";"6";"";"";"";"";
"03.04.2019 12:00";"29.0";"762.9";"764.4";"-1.0";"47";"Wind blowing from the east-southeast";"7";"";"";"10%  or less, but not 0";" ";"";"";"21.8";"";"";"";"1500-2000";"";"";"";"16.5";"";"";"";"";"";"";
"03.04.2019 09:00";"25.7";"763.9";"765.4";"1.3";"59";"Wind blowing from the south-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.1";"No precipitation";"24";"";"";"";"";
"03.04.2019 06:00";"22.1";"762.6";"764.1";"0.8";"73";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.0";"";"";"";"";"";"";
"03.04.2019 03:00";"22.2";"761.8";"763.3";"-1.2";"71";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.7";"No precipitation";"6";"";"";"";"";
"03.04.2019 00:00";"22.7";"763.0";"764.5";"0.0";"66";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"30.1";"";"";"";"";"";"";"16.0";"";"";"";"";"";"";
"02.04.2019 21:00";"24.7";"763.0";"764.5";"1.8";"60";"Wind blowing from the south-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.4";"No precipitation";"6";"";"";"";"";
"02.04.2019 18:00";"26.1";"761.2";"762.7";"1.1";"57";"Wind blowing from the east-southeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.9";"";"";"";"";"";"";
"02.04.2019 15:00";"29.1";"760.1";"761.6";"-1.7";"48";"Wind blowing from the east";"9";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"17.0";"No precipitation";"6";"";"";"";"";
"02.04.2019 12:00";"27.9";"761.8";"763.3";"-1.2";"45";"Wind blowing from the south-east";"6";"";"";"60%.";" ";"";"";"19.7";"";"";"";"1500-2000";"";"";"";"14.9";"";"";"";"";"";"";
"02.04.2019 09:00";"25.5";"763.0";"764.5";"0.9";"52";"Wind blowing from the south-southeast";"7";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"14.9";"No precipitation";"24";"";"";"";"";
"02.04.2019 06:00";"19.8";"762.1";"763.6";"0.9";"75";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.2";"";"";"";"";"";"";
"02.04.2019 03:00";"20.9";"761.2";"762.7";"-1.3";"69";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.0";"No precipitation";"6";"";"";"";"";
"02.04.2019 00:00";"22.2";"762.5";"764.0";"-0.4";"62";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"29.1";"";"";"";"";"";"";"14.6";"";"";"";"";"";"";
"01.04.2019 21:00";"23.6";"762.9";"764.4";"1.7";"58";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.9";"No precipitation";"6";"";"";"";"";
"01.04.2019 18:00";"25.3";"761.2";"762.7";"0.9";"56";"Wind blowing from the east-southeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.9";"";"";"";"";"";"";
"01.04.2019 15:00";"27.5";"760.3";"761.8";"-0.8";"50";"Wind blowing from the east";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.1";"No precipitation";"6";"";"";"";"";
"01.04.2019 12:00";"27.5";"761.1";"762.6";"-1.3";"42";"Wind blowing from the east-southeast";"5";"";"";"";" ";"";"";"17.1";"";"";"";"";"";"";"";"13.4";"";"";"";"";"";"";
"01.04.2019 09:00";"24.9";"762.4";"763.9";"1.4";"48";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.1";"0.2";"24";"";"";"";"";
"01.04.2019 06:00";"17.2";"761.0";"762.4";"0.9";"70";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"";"";"";"";"";"";
"01.04.2019 03:00";"19.0";"760.1";"761.5";"-0.6";"56";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"No precipitation";"6";"";"";"";"";
"01.04.2019 00:00";"20.2";"760.7";"762.1";"-0.3";"58";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"30.6";"";"";"";"";"";"";"11.7";"";"";"";"";"";"";
"31.03.2019 21:00";"23.0";"761.0";"762.4";"1.9";"52";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"No precipitation";"6";"";"";"";"";
"31.03.2019 18:00";"26.6";"759.1";"760.6";"1.3";"49";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.0";"";"";"";"";"";"";
"31.03.2019 15:00";"30.0";"757.8";"759.2";"-1.6";"31";"Wind blowing from the south-southeast";"3";"";"";"";" ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"11.0";"0.2";"6";"";"";"";"";
"31.03.2019 12:00";"26.8";"759.4";"760.9";"-0.9";"42";"Wind blowing from the south-west";"3";"";"";"100%.";" ";"";"Precipitation";"21.7";"";"";"";"2000-2500";"";"";"";"12.8";"";"";"";"";"";"";
"31.03.2019 09:00";"23.0";"760.3";"761.8";"1.9";"62";"Wind blowing from the south-southwest";"5";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"15.3";"18.0";"24";"";"";"";"";
"31.03.2019 06:00";"22.4";"758.4";"759.8";"1.9";"86";"Wind blowing from the south";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"19.9";"";"";"";"";"";"";
"31.03.2019 03:00";"23.0";"756.5";"757.9";"-0.5";"92";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"21.6";"No precipitation";"6";"";"";"";"";
"31.03.2019 00:00";"23.4";"757.0";"758.4";"0.1";"93";"Wind blowing from the south-southwest";"2";"";"";"100%.";" ";"";"";"";"29.8";"";"";"Less than  50";"";"";"8.0";"22.2";"";"";"";"";"";"";
"30.03.2019 21:00";"24.1";"756.9";"758.3";"1.3";"91";"Wind blowing from the south";"2";"";"";"70 – 80%.";" ";"Precipitation";"Precipitation";"";"";"";"";"200-300";"";"";"";"22.5";"5.0";"6";"";"";"";"";
"30.03.2019 18:00";"24.6";"755.6";"757.0";"1.6";"90";"Wind blowing from the east";"2";"";"";"70 – 80%.";"Precipitation ";"";"Precipitation";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"22.8";"";"";"";"";"";"";
"30.03.2019 15:00";"28.0";"754.0";"755.4";"-1.7";"74";"Wind blowing from the north";"4";"";"";"40%.";" ";"Precipitation";"Precipitation";"";"";"";"";"2000-2500";"";"";"";"22.9";"13.0";"6";"";"";"";"";
"30.03.2019 12:00";"26.6";"755.7";"757.1";"-1.0";"84";"Wind blowing from the north";"3";"";"";"100%.";"Precipitation ";"";"Precipitation";"24.8";"";"";"";"300-600";"";"";"";"23.7";"";"";"";"";"";"";
"30.03.2019 09:00";"27.7";"756.7";"758.2";"0.9";"74";"Wind blowing from the north";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"22.6";"1.0";"24";"";"";"";"";
"30.03.2019 06:00";"25.1";"755.8";"757.3";"0.2";"86";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"22.6";"";"";"";"";"";"";
"30.03.2019 03:00";"26.1";"755.6";"757.0";"-0.8";"79";"Wind blowing from the north-northeast";"3";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"22.2";"0.2";"6";"";"";"";"";
"30.03.2019 00:00";"25.9";"756.4";"757.8";"-0.5";"80";"Wind blowing from the east-northeast";"3";"";"";"90  or more, but not 100%";" ";"";"Precipitation";"";"29.6";"";"";"2500 or more, or no clouds.";"";"";"";"22.2";"";"";"";"";"";"";
"29.03.2019 21:00";"25.0";"756.9";"758.3";"0.7";"87";"Wind blowing from the north-east";"3";"";"";"100%.";"Precipitation ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"8.0";"22.7";"0.8";"6";"";"";"";"";
"29.03.2019 18:00";"26.6";"756.2";"757.6";"0.6";"75";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"21.8";"";"";"";"";"";"";
"29.03.2019 15:00";"28.4";"755.6";"757.0";"-1.5";"66";"Wind blowing from the east";"5";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"21.4";"0.2";"6";"";"";"";"";
"29.03.2019 12:00";"28.5";"757.1";"758.5";"-1.0";"64";"Wind blowing from the east-northeast";"7";"";"";"20–30%.";" ";"";"Precipitation";"21.9";"";"";"";"600-1000";"";"";"";"21.0";"";"";"";"";"";"";
"29.03.2019 09:00";"26.3";"758.1";"759.5";"1.0";"74";"Wind blowing from the south-east";"5";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"1500-2000";"";"";"";"21.3";"1.0";"24";"";"";"";"";
"29.03.2019 06:00";"22.9";"757.1";"758.5";"0.5";"83";"Wind blowing from the south-southeast";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"19.9";"";"";"";"";"";"";
"29.03.2019 03:00";"22.6";"756.6";"758.0";"-1.3";"84";"Wind blowing from the south-southeast";"4";"";"";"50%.";" ";"Precipitation";"Precipitation";"";"";"";"";"1500-2000";"";"";"";"19.8";"0.2";"6";"";"";"";"";
"29.03.2019 00:00";"22.0";"757.9";"759.3";"-0.6";"89";"Wind blowing from the south-southeast";"4";"";"";"90  or more, but not 100%";"Precipitation ";"";"Precipitation";"";"27.0";"";"";"300-600";"";"";"";"20.1";"";"";"";"";"";"";
"28.03.2019 21:00";"23.2";"758.5";"760.0";"1.2";"86";"Wind blowing from the south-southeast";"4";"";"";"100%.";"Precipitation ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"20.7";"0.8";"6";"";"";"";"";
"28.03.2019 18:00";"24.6";"757.3";"758.8";"0.6";"79";"Wind blowing from the south-east";"6";"";"";"100%.";"Precipitation ";"";"Precipitation";"";"";"";"";"600-1000";"";"";"";"20.7";"";"";"";"";"";"";
"28.03.2019 15:00";"26.1";"756.7";"758.2";"-1.5";"72";"Wind blowing from the south-east";"5";"";"";"90  or more, but not 100%";" ";"Precipitation";"Precipitation";"";"";"";"";"1500-2000";"";"";"";"20.7";"0.2";"6";"";"";"";"";
"28.03.2019 12:00";"26.2";"758.2";"759.6";"-1.1";"72";"Wind blowing from the south-southeast";"6";"";"";"100%.";"Precipitation ";"";"Precipitation";"21.2";"";"";"";"300-600";"";"";"";"20.8";"";"";"";"";"";"";
"28.03.2019 09:00";"23.1";"759.3";"760.7";"1.0";"87";"Wind blowing from the south-southeast";"4";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"300-600";"";"";"";"20.8";"14.0";"24";"";"";"";"";
"28.03.2019 06:00";"21.4";"758.3";"759.7";"0.2";"90";"Wind blowing from the south-southeast";"4";"";"";"100%.";"Precipitation, slight or moderate. ";"";"Precipitation";"";"";"";"";"600-1000";"";"";"6.0";"19.7";"";"";"";"";"";"";
"28.03.2019 03:00";"21.7";"758.1";"759.5";"-1.3";"88";"Wind blowing from the south-southeast";"4";"";"";"100%.";"Precipitation ";"Precipitation";"Precipitation";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"19.6";"5.0";"6";"";"";"";"";
"28.03.2019 00:00";"22.1";"759.4";"760.8";"0.1";"84";"Wind blowing from the south-southeast";"5";"";"";"100%.";"Precipitation ";"";"Precipitation";"";"30.7";"";"";"1500-2000";"";"";"";"19.3";"";"";"";"";"";"";
