# Weather station Gladstone (airport), Australia, WMO_ID=94381,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=94381&lang=en
#
"Local time in Gladstone (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"21.09.2018 06:00";"15.8";"764.5";"766.0";"1.3";"23";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.3";"";"";"";"";"";"";
"21.09.2018 03:00";"16.1";"763.2";"764.7";"0.9";"25";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.9";"No precipitation";"6";"";"";"";"";
"21.09.2018 00:00";"21.5";"762.3";"763.8";"1.3";"15";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"31.5";"";"";"";"";"";"";"-6.2";"";"";"";"";"";"";
"20.09.2018 21:00";"20.8";"761.0";"762.5";"2.2";"72";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.6";"No precipitation";"6";"";"";"";"";
"20.09.2018 18:00";"24.4";"758.8";"760.3";"1.2";"62";"Wind blowing from the east-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.6";"";"";"";"";"";"";
"20.09.2018 15:00";"28.2";"757.6";"759.1";"-1.9";"48";"Wind blowing from the north-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.1";"No precipitation";"6";"";"";"";"";
"20.09.2018 12:00";"28.0";"759.5";"761.0";"-1.6";"31";"Wind blowing from the north";"5";"";"";"";" ";"";"";"15.1";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"20.09.2018 09:00";"23.0";"761.1";"762.6";"1.4";"56";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.8";"No precipitation";"24";"";"";"";"";
"20.09.2018 06:00";"15.2";"759.7";"761.2";"0.3";"88";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.2";"";"";"";"";"";"";
"20.09.2018 03:00";"15.9";"759.4";"760.9";"-1.2";"85";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.4";"No precipitation";"6";"";"";"";"";
"20.09.2018 00:00";"17.2";"760.6";"762.1";"-0.4";"79";"Calm, no wind";"0";"";"";"";" ";"";"";"";"26.0";"";"";"";"";"";"";"13.5";"";"";"";"";"";"";
"19.09.2018 21:00";"20.3";"761.0";"762.5";"1.0";"71";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.9";"No precipitation";"6";"";"";"";"";
"19.09.2018 18:00";"21.7";"760.0";"761.5";"0.5";"63";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.4";"";"";"";"";"";"";
"19.09.2018 15:00";"23.6";"759.5";"761.0";"-2.0";"47";"Wind blowing from the north-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.6";"No precipitation";"6";"";"";"";"";
"19.09.2018 12:00";"24.6";"761.5";"763.0";"-1.6";"45";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"14.0";"";"";"";"";"";"";"";"11.9";"";"";"";"";"";"";
"19.09.2018 09:00";"22.9";"763.1";"764.6";"0.9";"49";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.6";"No precipitation";"24";"";"";"";"";
"19.09.2018 06:00";"14.2";"762.2";"763.7";"0.1";"81";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.0";"";"";"";"";"";"";
"19.09.2018 03:00";"15.5";"762.1";"763.6";"-1.0";"74";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.9";"No precipitation";"6";"";"";"";"";
"19.09.2018 00:00";"17.7";"763.1";"764.6";"0.1";"69";"Wind blowing from the south";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"25.6";"";"";"1000-1500";"";"";"";"11.9";"";"";"";"";"";"";
"18.09.2018 21:00";"20.5";"763.0";"764.5";"0.7";"60";"Wind blowing from the east";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"12.5";"No precipitation";"6";"";"";"";"";
"18.09.2018 18:00";"21.0";"762.3";"763.8";"0.2";"58";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.4";"";"";"";"";"";"";
"18.09.2018 15:00";"23.3";"762.1";"763.6";"-1.8";"48";"Wind blowing from the east-northeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"No precipitation";"6";"";"";"";"";
"18.09.2018 12:00";"23.9";"763.9";"765.4";"-1.2";"48";"Wind blowing from the east-northeast";"7";"";"";"60%.";" ";"";"";"17.8";"";"";"";"1000-1500";"";"";"";"12.2";"";"";"";"";"";"";
"18.09.2018 09:00";"22.1";"765.1";"766.6";"0.9";"53";"Wind blowing from the east-southeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.1";"No precipitation";"24";"";"";"";"";
"18.09.2018 06:00";"17.9";"764.2";"765.7";"0.8";"72";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.8";"";"";"";"";"";"";
"18.09.2018 03:00";"19.1";"763.4";"764.9";"-0.8";"70";"Wind blowing from the south-east";"5";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"13.5";"No precipitation";"6";"";"";"";"";
"18.09.2018 00:00";"19.9";"764.2";"765.7";"0.3";"70";"Wind blowing from the south-east";"4";"";"";"50%.";" ";"";"";"";"26.6";"";"";"600-1000";"";"";"";"14.3";"";"";"";"";"";"";
"17.09.2018 21:00";"20.9";"763.9";"765.4";"1.6";"69";"Wind blowing from the east-southeast";"6";"";"";"50%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"15.0";"No precipitation";"6";"";"";"";"";
"17.09.2018 18:00";"21.6";"762.3";"763.8";"1.0";"66";"Wind blowing from the east-southeast";"9";"";"";"40%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"15.0";"";"";"";"";"";"";
"17.09.2018 15:00";"24.8";"761.3";"762.8";"-1.1";"55";"Wind blowing from the east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.1";"No precipitation";"6";"";"";"";"";
"17.09.2018 12:00";"25.6";"762.4";"763.9";"-0.6";"48";"Wind blowing from the east";"9";"";"";"";" ";"";"";"16.1";"";"";"";"";"";"";"";"13.8";"";"";"";"";"";"";
"17.09.2018 09:00";"21.6";"763.0";"764.5";"1.2";"52";"Wind blowing from the east-southeast";"6";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"11.3";"No precipitation";"24";"";"";"";"";
"17.09.2018 06:00";"16.2";"761.8";"763.3";"0.9";"25";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.8";"";"";"";"";"";"";
"17.09.2018 03:00";"17.9";"760.9";"762.4";"0.1";"22";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.1";"No precipitation";"6";"";"";"";"";
"17.09.2018 00:00";"20.2";"760.8";"762.3";"1.1";"24";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"30.2";"";"";"";"";"";"";"-1.0";"";"";"";"";"";"";
"16.09.2018 21:00";"20.4";"759.7";"761.2";"2.4";"75";"Wind blowing from the south-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.8";"No precipitation";"6";"";"";"";"";
"16.09.2018 18:00";"24.6";"757.3";"758.8";"1.2";"59";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.1";"";"";"";"";"";"";
"16.09.2018 15:00";"28.5";"756.1";"757.6";"-1.8";"45";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.4";"No precipitation";"6";"";"";"";"";
"16.09.2018 12:00";"28.7";"757.9";"759.4";"-2.1";"29";"Wind blowing from the north";"4";"";"";"";" ";"";"";"14.7";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"16.09.2018 09:00";"23.1";"760.0";"761.5";"1.1";"59";"Wind blowing from the west-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.7";"No precipitation";"24";"";"";"";"";
"16.09.2018 06:00";"14.8";"758.9";"760.4";"0.6";"88";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.8";"";"";"";"";"";"";
"16.09.2018 03:00";"15.5";"758.3";"759.8";"-1.5";"85";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.0";"No precipitation";"6";"";"";"";"";
"16.09.2018 00:00";"16.9";"759.8";"761.3";"-0.6";"82";"Calm, no wind";"0";"";"";"";" ";"";"";"";"25.7";"";"";"";"";"";"";"13.8";"";"";"";"";"";"";
"15.09.2018 21:00";"20.0";"760.4";"761.9";"1.1";"73";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.0";"No precipitation";"6";"";"";"";"";
"15.09.2018 18:00";"21.4";"759.3";"760.8";"0.1";"64";"Wind blowing from the north-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.3";"";"";"";"";"";"";
"15.09.2018 15:00";"23.3";"759.2";"760.7";"-1.5";"56";"Wind blowing from the north-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.0";"No precipitation";"6";"";"";"";"";
"15.09.2018 12:00";"24.5";"760.7";"762.2";"-1.8";"47";"Wind blowing from the north-northeast";"4";"";"";"";" ";"";"";"14.4";"";"";"";"";"";"";"";"12.5";"";"";"";"";"";"";
"15.09.2018 09:00";"23.0";"762.5";"764.0";"0.4";"58";"Wind blowing from the south-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.3";"No precipitation";"24";"";"";"";"";
"15.09.2018 06:00";"14.7";"762.1";"763.6";"0.3";"90";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.1";"";"";"";"";"";"";
"15.09.2018 03:00";"15.9";"761.8";"763.3";"-0.9";"87";"Wind blowing from the south-west";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"600-1000";"";"";"";"13.7";"No precipitation";"6";"";"";"";"";
"15.09.2018 00:00";"17.7";"762.7";"764.2";"-0.3";"80";"Wind blowing from the south-southeast";"2";"";"";"";" ";"";"";"";"25.6";"";"";"";"";"";"";"14.2";"";"";"";"";"";"";
"14.09.2018 21:00";"20.7";"763.0";"764.5";"1.2";"70";"Wind blowing from the east";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"600-1000";"";"";"";"15.0";"No precipitation";"6";"";"";"";"";
"14.09.2018 18:00";"21.3";"761.8";"763.3";"0.3";"68";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.2";"";"";"";"";"";"";
"14.09.2018 15:00";"23.2";"761.5";"763.0";"-1.5";"60";"Wind blowing from the east-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.0";"No precipitation";"6";"";"";"";"";
"14.09.2018 12:00";"24.7";"763.0";"764.5";"-1.2";"52";"Wind blowing from the north-east";"5";"";"";"10%  or less, but not 0";" ";"";"";"13.9";"";"";"";"600-1000";"";"";"";"14.2";"";"";"";"";"";"";
"14.09.2018 09:00";"22.1";"764.2";"765.7";"0.7";"65";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"15.2";"No precipitation";"24";"";"";"";"";
"14.09.2018 06:00";"14.0";"763.5";"765.0";"1.0";"88";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.0";"";"";"";"";"";"";
"14.09.2018 03:00";"15.0";"762.5";"764.0";"-1.2";"88";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.0";"No precipitation";"6";"";"";"";"";
"14.09.2018 00:00";"16.6";"763.7";"765.2";"0.0";"82";"Calm, no wind";"0";"";"";"";" ";"";"";"";"26.2";"";"";"";"";"";"";"13.5";"";"";"";"";"";"";
"13.09.2018 21:00";"18.8";"763.7";"765.2";"1.1";"73";"Wind blowing from the south-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.9";"No precipitation";"6";"";"";"";"";
"13.09.2018 18:00";"21.1";"762.6";"764.1";"1.4";"63";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.8";"";"";"";"";"";"";
"13.09.2018 15:00";"24.3";"761.2";"762.7";"-1.5";"45";"Wind blowing from the east-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.6";"No precipitation";"6";"";"";"";"";
"13.09.2018 12:00";"24.6";"762.7";"764.2";"-1.5";"42";"Wind blowing from the north-east";"4";"";"";"100%.";" ";"";"";"14.1";"";"";"";"1500-2000";"";"";"";"10.8";"";"";"";"";"";"";
"13.09.2018 09:00";"22.6";"764.2";"765.7";"0.9";"55";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.1";"No precipitation";"24";"";"";"";"";
"13.09.2018 06:00";"14.1";"763.3";"764.8";"0.7";"86";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"13.09.2018 03:00";"15.9";"762.6";"764.1";"-1.1";"82";"Wind blowing from the south-west";"2";"";"";"40%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"12.8";"No precipitation";"6";"";"";"";"";
"13.09.2018 00:00";"17.2";"763.7";"765.2";"-0.1";"77";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"24.9";"";"";"";"";"";"";"13.1";"";"";"";"";"";"";
"12.09.2018 21:00";"20.2";"763.8";"765.3";"1.2";"66";"Wind blowing from the east-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"No precipitation";"6";"";"";"";"";
"12.09.2018 18:00";"20.7";"762.6";"764.1";"1.1";"63";"Wind blowing from the north-east";"5";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"600-1000";"";"";"";"13.4";"";"";"";"";"";"";
"12.09.2018 15:00";"22.8";"761.5";"763.0";"-1.5";"48";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.2";"No precipitation";"6";"";"";"";"";
"12.09.2018 12:00";"23.7";"763.0";"764.5";"-1.2";"49";"Wind blowing from the east-northeast";"6";"";"";"10%  or less, but not 0";" ";"";"";"17.5";"";"";"";"1000-1500";"";"";"";"12.4";"";"";"";"";"";"";
"12.09.2018 09:00";"22.1";"764.2";"765.7";"0.9";"51";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"No precipitation";"24";"";"";"";"";
"12.09.2018 06:00";"17.6";"763.3";"764.8";"0.1";"75";"Wind blowing from the south";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"13.1";"";"";"";"";"";"";
"12.09.2018 03:00";"18.0";"763.2";"764.7";"-0.9";"76";"Wind blowing from the south";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"13.7";"No precipitation";"6";"";"";"";"";
"12.09.2018 00:00";"19.0";"764.1";"765.6";"0.1";"73";"Wind blowing from the south-southwest";"2";"";"";"100%.";" ";"";"";"";"25.8";"";"";"1500-2000";"";"";"";"14.1";"";"";"";"";"";"";
"11.09.2018 21:00";"20.5";"764.0";"765.5";"1.1";"68";"Wind blowing from the east-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.4";"No precipitation";"6";"";"";"";"";
"11.09.2018 18:00";"20.9";"762.9";"764.4";"0.2";"67";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.5";"";"";"";"";"";"";
"11.09.2018 15:00";"23.8";"762.7";"764.2";"-1.6";"46";"Wind blowing from the east-northeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"No precipitation";"6";"";"";"";"";
"11.09.2018 12:00";"24.7";"764.3";"765.8";"-1.2";"40";"Wind blowing from the east";"7";"";"";"";" ";"";"";"16.6";"";"";"";"";"";"";"";"10.2";"";"";"";"";"";"";
"11.09.2018 09:00";"22.0";"765.5";"767.0";"0.7";"46";"Wind blowing from the south-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"No precipitation";"24";"";"";"";"";
"11.09.2018 06:00";"17.4";"764.8";"766.3";"0.3";"74";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.7";"";"";"";"";"";"";
"11.09.2018 03:00";"18.1";"764.5";"766.0";"-0.9";"78";"Wind blowing from the south-southeast";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"600-1000";"";"";"";"14.2";"No precipitation";"6";"";"";"";"";
"11.09.2018 00:00";"17.3";"765.4";"766.9";"0.1";"66";"Wind blowing from the south";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"27.1";"";"";"600-1000";"";"";"";"10.9";"";"";"";"";"";"";
"10.09.2018 21:00";"18.3";"765.3";"766.8";"1.7";"67";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.1";"No precipitation";"6";"";"";"";"";
"10.09.2018 18:00";"20.9";"763.6";"765.1";"0.8";"52";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"10.09.2018 15:00";"24.8";"762.8";"764.3";"-1.3";"28";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.1";"No precipitation";"6";"";"";"";"";
"10.09.2018 12:00";"26.4";"764.1";"765.6";"-1.7";"16";"Wind blowing from the east";"6";"";"";"";" ";"";"";"12.1";"";"";"";"";"";"";"";"-1.4";"";"";"";"";"";"";
"10.09.2018 09:00";"21.4";"765.8";"767.3";"0.8";"24";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.0";"No precipitation";"24";"";"";"";"";
"10.09.2018 06:00";"12.3";"765.0";"766.5";"0.6";"56";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";
"10.09.2018 03:00";"13.8";"764.4";"765.9";"-0.4";"77";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"No precipitation";"6";"";"";"";"";
"10.09.2018 00:00";"16.1";"764.8";"766.3";"1.2";"80";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"28.9";"";"";"";"";"";"";"12.7";"";"";"";"";"";"";
"09.09.2018 21:00";"18.0";"763.6";"765.1";"1.9";"74";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.3";"No precipitation";"6";"";"";"";"";
"09.09.2018 18:00";"22.0";"761.7";"763.2";"0.9";"57";"Wind blowing from the east-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.1";"";"";"";"";"";"";
"09.09.2018 15:00";"25.4";"760.8";"762.3";"-1.5";"38";"Wind blowing from the east-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"No precipitation";"6";"";"";"";"";
"09.09.2018 12:00";"27.6";"762.3";"763.8";"-0.6";"24";"Wind blowing from the south";"4";"";"";"";" ";"";"";"17.9";"";"";"";"";"";"";"";"5.2";"";"";"";"";"";"";
"09.09.2018 09:00";"24.0";"762.9";"764.4";"1.3";"45";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.3";"No precipitation";"24";"";"";"";"";
"09.09.2018 06:00";"17.9";"761.6";"763.1";"0.5";"92";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.6";"";"";"";"";"";"";
"09.09.2018 03:00";"19.7";"761.1";"762.6";"-0.3";"86";"Wind blowing from the west-southwest";"2";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"17.3";"No precipitation";"6";"";"";"";"";
"09.09.2018 00:00";"19.9";"761.4";"762.9";"0.0";"84";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"27.1";"";"";"300-600";"";"";"";"17.1";"";"";"";"";"";"";
"08.09.2018 21:00";"21.2";"761.4";"762.9";"1.2";"81";"Wind blowing from the north";"2";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"17.8";"No precipitation";"6";"";"";"";"";
"08.09.2018 18:00";"22.0";"760.2";"761.7";"0.4";"73";"Wind blowing from the north-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.9";"";"";"";"";"";"";
"08.09.2018 15:00";"24.6";"759.8";"761.3";"-1.9";"59";"Wind blowing from the north-east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.1";"No precipitation";"6";"";"";"";"";
"08.09.2018 12:00";"25.2";"761.7";"763.2";"-1.0";"52";"Wind blowing from the north";"5";"";"";"90  or more, but not 100%";" ";"";"";"16.2";"";"";"";"1500-2000";"";"";"";"14.6";"";"";"";"";"";"";
"08.09.2018 09:00";"23.6";"762.7";"764.2";"1.2";"62";"Wind blowing from the north";"5";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"15.9";"No precipitation";"24";"";"";"";"";
"08.09.2018 06:00";"16.3";"761.5";"763.0";"0.0";"89";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"600-1000";"";"";"";"14.5";"";"";"";"";"";"";
"08.09.2018 03:00";"17.2";"761.5";"763.0";"-0.6";"87";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.0";"No precipitation";"6";"";"";"";"";
"08.09.2018 00:00";"19.0";"762.1";"763.6";"-0.5";"84";"Wind blowing from the north-northeast";"1";"";"";"";" ";"";"";"";"25.3";"";"";"";"";"";"";"16.2";"";"";"";"";"";"";
"07.09.2018 21:00";"20.4";"762.6";"764.1";"1.1";"78";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.4";"No precipitation";"6";"";"";"";"";
"07.09.2018 18:00";"21.4";"761.5";"763.0";"0.3";"69";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.5";"";"";"";"";"";"";
"07.09.2018 15:00";"24.5";"761.2";"762.7";"-1.5";"50";"Wind blowing from the east-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.4";"No precipitation";"6";"";"";"";"";
"07.09.2018 12:00";"24.6";"762.7";"764.2";"-0.9";"51";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"15.4";"";"";"";"";"";"";"";"13.8";"";"";"";"";"";"";
"07.09.2018 09:00";"23.0";"763.6";"765.1";"0.8";"61";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.1";"No precipitation";"24";"";"";"";"";
"07.09.2018 06:00";"15.6";"762.8";"764.3";"0.7";"89";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.8";"";"";"";"";"";"";
"07.09.2018 03:00";"16.5";"762.1";"763.6";"-0.6";"86";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.2";"No precipitation";"6";"";"";"";"";
"07.09.2018 00:00";"18.4";"762.7";"764.2";"0.1";"79";"Wind blowing from the south";"2";"";"";"20–30%.";" ";"";"";"";"24.1";"";"";"600-1000";"";"";"";"14.7";"";"";"";"";"";"";
"06.09.2018 21:00";"20.7";"762.6";"764.1";"1.3";"71";"Wind blowing from the east-southeast";"5";"";"";"50%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"15.3";"No precipitation";"6";"";"";"";"";
"06.09.2018 18:00";"21.2";"761.3";"762.8";"0.6";"71";"Wind blowing from the east";"6";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"15.7";"";"";"";"";"";"";
"06.09.2018 15:00";"22.5";"760.7";"762.2";"-1.5";"61";"Wind blowing from the east";"8";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"14.6";"No precipitation";"6";"";"";"";"";
"06.09.2018 12:00";"23.3";"762.2";"763.7";"-1.5";"55";"Wind blowing from the east";"8";"";"";"90  or more, but not 100%";" ";"";"";"16.4";"";"";"";"2500 or more, or no clouds.";"";"";"";"13.8";"";"";"";"";"";"";
"06.09.2018 09:00";"21.7";"763.7";"765.2";"0.9";"61";"Wind blowing from the east-southeast";"6";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"13.9";"No precipitation";"24";"";"";"";"";
"06.09.2018 06:00";"17.2";"762.8";"764.3";"0.9";"79";"Wind blowing from the south";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"13.5";"";"";"";"";"";"";
"06.09.2018 03:00";"16.9";"761.9";"763.4";"-0.8";"81";"Wind blowing from the south-southeast";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"13.6";"No precipitation";"6";"";"";"";"";
