# Weather station Moree (airport), Australia, WMO_ID=95527,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=95527&lang=en
#
"Local time in Moree (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"04.10.2018 03:00";"18.7";"740.9";"759.9";"-0.6";"34";"Wind blowing from the north-northeast";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"2.5";"No precipitation";"6";"";"";"";"";
"04.10.2018 02:00";"17.9";"741.0";"760.0";"-0.8";"37";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.0";"";"";"";"";"";"";
"04.10.2018 01:00";"17.7";"741.3";"760.3";"-0.8";"37";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.8";"";"";"";"";"";"";
"04.10.2018 00:00";"16.8";"741.5";"760.5";"-0.9";"38";"Wind blowing from the east-northeast";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"28.5";"";"";"2500 or more, or no clouds.";"";"";"";"2.4";"";"";"";"";"";"";
"03.10.2018 23:00";"17.4";"741.8";"760.8";"-0.8";"34";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.4";"";"";"";"";"";"";
"03.10.2018 22:00";"18.2";"742.1";"761.1";"-0.4";"33";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.7";"";"";"";"";"";"";
"03.10.2018 21:00";"19.0";"742.4";"761.4";"0.2";"31";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.5";"No precipitation";"6";"";"";"";"";
"03.10.2018 20:00";"21.5";"742.6";"761.5";"0.4";"27";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.7";"";"";"";"";"";"";
"03.10.2018 19:00";"22.9";"742.5";"761.5";"0.4";"26";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.4";"";"";"";"";"";"";
"03.10.2018 18:00";"24.8";"742.2";"761.2";"-0.6";"24";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.9";"";"";"";"";"";"";
"03.10.2018 17:00";"26.9";"742.2";"761.2";"-1.6";"21";"Wind blowing from the east-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.7";"";"";"";"";"";"";
"03.10.2018 16:00";"27.8";"742.1";"761.1";"-2.6";"21";"Wind blowing from the north-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";
"03.10.2018 15:00";"27.3";"742.8";"761.8";"-2.7";"22";"Wind blowing from the north-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.7";"No precipitation";"6";"";"";"";"";
"03.10.2018 14:00";"26.5";"743.8";"762.9";"-2.7";"25";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.9";"";"";"";"";"";"";
"03.10.2018 13:00";"26.5";"744.7";"763.7";"-2.4";"26";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"03.10.2018 12:00";"24.6";"745.5";"764.5";"-2.2";"30";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"13.5";"";"";"";"";"";"";"";"5.9";"";"";"";"";"";"";
"03.10.2018 11:00";"23.8";"746.5";"765.5";"-1.3";"32";"Wind blowing from the north-northeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.1";"";"";"";"";"";"";
"03.10.2018 10:00";"21.5";"747.1";"766.3";"-0.5";"40";"Wind blowing from the north";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"03.10.2018 09:00";"20.5";"747.7";"766.8";"0.6";"45";"Wind blowing from the north";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"No precipitation";"24";"";"";"";"";
"03.10.2018 08:00";"17.8";"747.8";"766.9";"1.3";"54";"Wind blowing from the north-northeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"03.10.2018 07:00";"15.3";"747.6";"766.7";"1.3";"63";"Wind blowing from the north-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"";"";"";"";"";"";
"03.10.2018 06:00";"13.6";"747.1";"766.2";"0.4";"67";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.6";"";"";"";"";"";"";
"03.10.2018 05:00";"14.1";"746.5";"765.7";"0.0";"64";"Wind blowing from the north-east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"03.10.2018 04:00";"14.6";"746.3";"765.4";"-0.5";"61";"Wind blowing from the north-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"03.10.2018 03:00";"15.6";"746.7";"765.8";"-0.4";"56";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.9";"No precipitation";"6";"";"";"";"";
"03.10.2018 02:00";"16.6";"746.5";"765.7";"-0.9";"49";"Wind blowing from the north-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.9";"";"";"";"";"";"";
"03.10.2018 01:00";"17.5";"746.8";"765.9";"-0.6";"41";"Wind blowing from the north-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.1";"";"";"";"";"";"";
"03.10.2018 00:00";"19.4";"747.1";"766.3";"0.0";"35";"Wind blowing from the north-east";"7";"";"";"";" ";"";"";"";"29.1";"";"";"";"";"";"";"3.6";"";"";"";"";"";"";
"02.10.2018 23:00";"20.8";"747.4";"766.5";"0.5";"31";"Wind blowing from the north-northeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.1";"";"";"";"";"";"";
"02.10.2018 22:00";"18.8";"747.4";"766.5";"0.8";"35";"Wind blowing from the north-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.0";"";"";"";"";"";"";
"02.10.2018 21:00";"18.3";"747.1";"766.3";"0.7";"36";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.0";"No precipitation";"6";"";"";"";"";
"02.10.2018 20:00";"19.3";"746.9";"766.0";"0.7";"34";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.1";"";"";"";"";"";"";
"02.10.2018 19:00";"21.7";"746.6";"765.7";"0.4";"31";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.9";"";"";"";"";"";"";
"02.10.2018 18:00";"24.9";"746.4";"765.4";"-0.1";"23";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.4";"";"";"";"";"";"";
"02.10.2018 17:00";"27.9";"746.2";"765.3";"-0.9";"20";"Wind blowing from the east-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.9";"";"";"";"";"";"";
"02.10.2018 16:00";"28.0";"746.2";"765.2";"-1.8";"19";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.2";"";"";"";"";"";"";
"02.10.2018 15:00";"28.2";"746.5";"765.7";"-2.1";"18";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.7";"No precipitation";"6";"";"";"";"";
"02.10.2018 14:00";"27.5";"747.1";"766.2";"-2.5";"21";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"02.10.2018 13:00";"26.5";"748.0";"767.1";"-2.4";"22";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.1";"";"";"";"";"";"";
"02.10.2018 12:00";"25.8";"748.6";"767.8";"-2.3";"26";"Wind blowing from the north-northeast";"3";"";"";"";" ";"";"";"11.4";"";"";"";"";"";"";"";"4.9";"";"";"";"";"";"";
"02.10.2018 11:00";"24.1";"749.6";"768.8";"-1.4";"30";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"02.10.2018 10:00";"21.2";"750.4";"769.6";"-0.3";"40";"Wind blowing from the north-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"";"";"";"";"";"";
"02.10.2018 09:00";"18.9";"750.9";"770.1";"0.7";"48";"Wind blowing from the north-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"No precipitation";"24";"";"";"";"";
"02.10.2018 08:00";"16.9";"751.0";"770.2";"1.2";"53";"Wind blowing from the north-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"02.10.2018 07:00";"14.5";"750.7";"769.9";"1.2";"55";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.6";"";"";"";"";"";"";
"02.10.2018 06:00";"11.9";"750.2";"769.4";"1.0";"60";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.2";"";"";"";"";"";"";
"02.10.2018 05:00";"12.6";"749.8";"769.0";"0.4";"56";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.1";"";"";"";"";"";"";
"02.10.2018 04:00";"12.3";"749.5";"768.7";"0.0";"51";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.5";"";"";"";"";"";"";
"02.10.2018 03:00";"14.9";"749.2";"768.4";"-0.3";"45";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.1";"No precipitation";"6";"";"";"";"";
"02.10.2018 02:00";"15.7";"749.4";"768.5";"0.2";"42";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.8";"";"";"";"";"";"";
"02.10.2018 01:00";"16.5";"749.5";"768.7";"0.3";"39";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.5";"";"";"";"";"";"";
"02.10.2018 00:00";"17.6";"749.5";"768.7";"0.5";"36";"Wind blowing from the east-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.4";"";"";"";"";"";"";
"01.10.2018 23:00";"15.5";"749.2";"768.4";"0.5";"45";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.6";"";"";"";"";"";"";
"01.10.2018 22:00";"15.2";"749.2";"768.3";"1.0";"40";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.7";"";"";"";"";"";"";
"01.10.2018 21:00";"16.2";"749.0";"768.1";"1.2";"36";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.1";"No precipitation";"6";"";"";"";"";
