# Weather station Moree (airport), Australia, WMO_ID=95527,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=95527&lang=en
#
"Local time in Moree (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"10.01.2019 22:00";"31.6";"741.1";"759.5";"1.5";"29";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"10.01.2019 21:00";"31.4";"740.4";"758.8";"1.4";"28";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"10.01.2019 20:00";"32.7";"740.0";"758.5";"1.4";"26";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"No precipitation";"6";"";"";"";"";
"10.01.2019 19:00";"34.2";"739.6";"758.0";"0.9";"23";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"10.01.2019 18:00";"35.9";"739.0";"757.4";"-0.2";"20";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"10.01.2019 17:00";"36.9";"738.6";"757.0";"-1.1";"20";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.2";"";"";"";"";"";"";
"10.01.2019 16:00";"36.9";"738.7";"757.2";"-1.8";"21";"Wind blowing from the north-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.0";"";"";"";"";"";"";
"10.01.2019 15:00";"36.4";"739.2";"757.6";"-1.9";"23";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"";"";"";"";"";"";
"10.01.2019 14:00";"35.4";"739.7";"758.2";"-2.0";"24";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"No precipitation";"6";"";"";"";"";
"10.01.2019 13:00";"35.1";"740.5";"758.9";"-1.6";"27";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.3";"";"";"";"";"";"";
"10.01.2019 12:00";"33.0";"741.1";"759.6";"-1.3";"31";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"";"";"";"";"";"";
"10.01.2019 11:00";"30.9";"741.7";"760.3";"-0.6";"39";"Wind blowing from the north-east";"3";"";"";"60%.";" ";"";"";"21.9";"";"";"";"1500-2000";"";"";"";"15.3";"";"";"";"";"";"";
"10.01.2019 10:00";"30.1";"742.1";"760.6";"-0.2";"44";"Wind blowing from the north-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.5";"";"";"";"";"";"";
"10.01.2019 09:00";"29.4";"742.4";"760.9";"0.4";"49";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.6";"";"";"";"";"";"";
"10.01.2019 08:00";"27.5";"742.3";"760.9";"0.6";"57";"Wind blowing from the north-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.2";"No precipitation";"24";"";"";"";"";
"10.01.2019 07:00";"25.7";"742.3";"760.8";"1.6";"61";"Wind blowing from the north-northeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.6";"";"";"";"";"";"";
"10.01.2019 06:00";"24.1";"742.0";"760.5";"1.6";"64";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.9";"";"";"";"";"";"";
"10.01.2019 05:00";"22.3";"741.7";"760.2";"1.7";"67";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.9";"";"";"";"";"";"";
"10.01.2019 04:00";"23.1";"740.7";"759.1";"0.8";"64";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.9";"";"";"";"";"";"";
"10.01.2019 03:00";"23.8";"740.4";"758.8";"0.3";"61";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.8";"";"";"";"";"";"";
"10.01.2019 02:00";"23.7";"740.0";"758.5";"-0.2";"60";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.5";"No precipitation";"6";"";"";"";"";
"10.01.2019 01:00";"24.8";"739.9";"758.4";"-0.4";"56";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.4";"";"";"";"";"";"";
"10.01.2019 00:00";"25.6";"740.1";"758.5";"0.0";"52";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.0";"";"";"";"";"";"";
"09.01.2019 23:00";"26.6";"740.2";"758.7";"0.3";"50";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"33.0";"";"";"";"";"";"";"15.3";"";"";"";"";"";"";
"09.01.2019 22:00";"27.7";"740.3";"758.8";"1.0";"47";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.4";"";"";"";"";"";"";
"09.01.2019 21:00";"28.3";"740.1";"758.5";"1.2";"43";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.5";"";"";"";"";"";"";
"09.01.2019 20:00";"28.8";"739.9";"758.3";"1.1";"39";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.5";"No precipitation";"6";"";"";"";"";
"09.01.2019 19:00";"29.9";"739.3";"757.7";"0.7";"36";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.2";"";"";"";"";"";"";
"09.01.2019 18:00";"30.7";"738.9";"757.3";"0.0";"34";"Wind blowing from the north-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.0";"";"";"";"";"";"";
"09.01.2019 17:00";"31.5";"738.8";"757.3";"-0.4";"32";"Wind blowing from the north-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.8";"";"";"";"";"";"";
"09.01.2019 16:00";"32.3";"738.6";"757.0";"-1.0";"31";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.0";"";"";"";"";"";"";
"09.01.2019 15:00";"32.5";"738.9";"757.3";"-1.2";"31";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.2";"";"";"";"";"";"";
"09.01.2019 14:00";"32.7";"739.2";"757.6";"-1.3";"32";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.8";"No precipitation";"6";"";"";"";"";
"09.01.2019 13:00";"31.4";"739.6";"758.0";"-1.3";"33";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.2";"";"";"";"";"";"";
"09.01.2019 12:00";"30.6";"740.1";"758.5";"-0.9";"38";"Wind blowing from the north-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.7";"";"";"";"";"";"";
"09.01.2019 11:00";"29.7";"740.5";"758.9";"-0.3";"39";"Wind blowing from the north";"4";"";"";"10%  or less, but not 0";" ";"";"";"23.6";"";"";"";"1000-1500";"";"";"";"14.3";"";"";"";"";"";"";
"09.01.2019 10:00";"28.7";"740.9";"759.4";"0.1";"43";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.9";"";"";"";"";"";"";
"09.01.2019 09:00";"27.4";"741.0";"759.4";"0.5";"49";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.7";"";"";"";"";"";"";
"09.01.2019 08:00";"26.2";"740.8";"759.2";"0.9";"53";"Wind blowing from the north-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.9";"No precipitation";"24";"";"";"";"";
"09.01.2019 07:00";"24.8";"740.8";"759.3";"1.3";"57";"Wind blowing from the north-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.7";"";"";"";"";"";"";
"09.01.2019 06:00";"24.0";"740.5";"758.9";"1.4";"57";"Wind blowing from the north-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.0";"";"";"";"";"";"";
"09.01.2019 05:00";"23.8";"739.9";"758.4";"1.0";"57";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.8";"";"";"";"";"";"";
"09.01.2019 04:00";"24.1";"739.5";"757.9";"0.3";"55";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.5";"";"";"";"";"";"";
"09.01.2019 03:00";"23.8";"739.1";"757.6";"-0.4";"54";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.9";"";"";"";"";"";"";
"09.01.2019 02:00";"24.5";"738.9";"757.3";"-1.2";"51";"Wind blowing from the north-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.7";"No precipitation";"6";"";"";"";"";
"09.01.2019 01:00";"25.1";"739.2";"757.6";"-1.0";"50";"Wind blowing from the north-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.9";"";"";"";"";"";"";
"09.01.2019 00:00";"25.4";"739.5";"757.9";"-0.4";"48";"Wind blowing from the north-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"";"";"";"";"";"";
"08.01.2019 23:00";"26.1";"740.1";"758.5";"0.5";"42";"Wind blowing from the north-northeast";"6";"";"";"";" ";"";"";"";"34.6";"";"";"";"";"";"";"12.2";"";"";"";"";"";"";
"08.01.2019 22:00";"26.8";"740.2";"758.7";"1.0";"39";"Wind blowing from the north-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"";"";"";"";"";"";
"08.01.2019 21:00";"27.5";"739.9";"758.4";"1.3";"38";"Wind blowing from the north-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"";"";"";"";"";"";
"08.01.2019 20:00";"28.3";"739.6";"758.0";"1.3";"39";"Wind blowing from the north-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.0";"No precipitation";"6";"";"";"";"";
"08.01.2019 19:00";"29.3";"739.2";"757.6";"0.7";"35";"Wind blowing from the north-northeast";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.3";"";"";"";"";"";"";
"08.01.2019 18:00";"31.5";"738.6";"757.0";"-0.1";"31";"Wind blowing from the north-northeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.3";"";"";"";"";"";"";
"08.01.2019 17:00";"32.1";"738.3";"756.7";"-1.0";"29";"Wind blowing from the north";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"08.01.2019 16:00";"32.3";"738.5";"757.0";"-1.5";"28";"Wind blowing from the north-east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"08.01.2019 15:00";"32.8";"738.7";"757.2";"-2.1";"29";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.4";"";"";"";"";"";"";
"08.01.2019 14:00";"32.7";"739.3";"757.8";"-2.0";"27";"Wind blowing from the north-northeast";"6";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"11.3";"No precipitation";"6";"";"";"";"";
"08.01.2019 13:00";"32.8";"740.0";"758.5";"-1.7";"30";"Wind blowing from the north-east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.9";"";"";"";"";"";"";
"08.01.2019 12:00";"31.5";"740.8";"759.2";"-1.1";"31";"Wind blowing from the north-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.3";"";"";"";"";"";"";
"08.01.2019 11:00";"31.5";"741.3";"759.8";"-0.8";"32";"Wind blowing from the north-northeast";"7";"";"";"10%  or less, but not 0";" ";"";"";"20.1";"";"";"";"1500-2000";"";"";"";"12.8";"";"";"";"";"";"";
"08.01.2019 10:00";"29.3";"741.7";"760.2";"-0.5";"38";"Wind blowing from the north-east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.5";"";"";"";"";"";"";
"08.01.2019 09:00";"28.9";"741.9";"760.4";"0.1";"41";"Wind blowing from the north-east";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.3";"";"";"";"";"";"";
"08.01.2019 08:00";"27.1";"742.1";"760.6";"0.5";"46";"Wind blowing from the north-east";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.5";"No precipitation";"24";"";"";"";"";
"08.01.2019 07:00";"24.8";"742.2";"760.7";"1.2";"48";"Wind blowing from the east-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.0";"";"";"";"";"";"";
"08.01.2019 06:00";"22.4";"741.8";"760.3";"1.0";"56";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.2";"";"";"";"";"";"";
"08.01.2019 05:00";"20.1";"741.6";"760.1";"0.8";"62";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"";"";"";"";"";"";
"08.01.2019 04:00";"22.1";"741.0";"759.4";"-0.1";"56";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.9";"";"";"";"";"";"";
"08.01.2019 03:00";"22.8";"740.8";"759.2";"-0.3";"53";"Wind blowing from the east-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.7";"";"";"";"";"";"";
"08.01.2019 02:00";"23.8";"740.8";"759.3";"-0.4";"47";"Wind blowing from the north-east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"No precipitation";"6";"";"";"";"";
"08.01.2019 01:00";"24.7";"741.1";"759.5";"-0.1";"44";"Wind blowing from the north-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.6";"";"";"";"";"";"";
"08.01.2019 00:00";"25.8";"741.1";"759.6";"0.2";"45";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.0";"";"";"";"";"";"";
"07.01.2019 23:00";"26.7";"741.2";"759.7";"0.7";"41";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"37.0";"";"";"";"";"";"";"12.4";"";"";"";"";"";"";
"07.01.2019 22:00";"27.5";"741.2";"759.7";"1.3";"38";"Wind blowing from the north-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"";"";"";"";"";"";
"07.01.2019 21:00";"28.3";"740.9";"759.4";"1.6";"35";"Wind blowing from the north-northeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"07.01.2019 20:00";"29.2";"740.5";"759.0";"1.5";"31";"Wind blowing from the north-northeast";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"No precipitation";"6";"";"";"";"";
"07.01.2019 19:00";"30.4";"739.9";"758.4";"1.2";"31";"Wind blowing from the north-east";"11";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"07.01.2019 18:00";"32.9";"739.3";"757.8";"0.0";"28";"Wind blowing from the north-northeast";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.0";"";"";"";"";"";"";
"07.01.2019 17:00";"35.0";"739.0";"757.4";"-1.0";"22";"Wind blowing from the north-east";"8";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"10.1";"";"";"";"";"";"";
"07.01.2019 16:00";"35.2";"738.7";"757.2";"-2.1";"19";"Wind blowing from the north-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"07.01.2019 15:00";"35.4";"739.3";"757.7";"-2.2";"20";"Wind blowing from the north-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";
"07.01.2019 14:00";"34.9";"740.0";"758.5";"-2.1";"23";"Wind blowing from the north-northeast";"7";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"10.7";"No precipitation";"6";"";"";"";"";
"07.01.2019 13:00";"34.5";"740.8";"759.2";"-1.8";"24";"Wind blowing from the north-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.0";"";"";"";"";"";"";
"07.01.2019 12:00";"32.7";"741.5";"760.0";"-1.4";"28";"Wind blowing from the north";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"07.01.2019 11:00";"31.8";"742.1";"760.6";"-1.1";"28";"Wind blowing from the north-east";"8";"";"";"";" ";"";"";"24.0";"";"";"";"";"";"";"";"11.0";"";"";"";"";"";"";
"07.01.2019 10:00";"30.7";"742.6";"761.2";"-0.6";"34";"Wind blowing from the north-east";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.0";"";"";"";"";"";"";
"07.01.2019 09:00";"29.2";"742.9";"761.4";"0.3";"38";"Wind blowing from the north-east";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.4";"";"";"";"";"";"";
"07.01.2019 08:00";"26.6";"743.2";"761.7";"1.2";"43";"Wind blowing from the north-east";"8";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"13.0";"No precipitation";"24";"";"";"";"";
"07.01.2019 07:00";"25.8";"743.2";"761.7";"1.8";"46";"Wind blowing from the east-northeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.3";"";"";"";"";"";"";
"07.01.2019 06:00";"24.5";"742.6";"761.1";"1.8";"48";"Wind blowing from the east-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.8";"";"";"";"";"";"";
"07.01.2019 05:00";"24.4";"742.0";"760.6";"1.8";"48";"Wind blowing from the east-northeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.7";"";"";"";"";"";"";
"07.01.2019 04:00";"25.3";"741.4";"759.9";"1.3";"48";"Wind blowing from the north-east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.5";"";"";"";"";"";"";
"07.01.2019 03:00";"26.5";"740.8";"759.2";"0.6";"46";"Wind blowing from the east-northeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.9";"";"";"";"";"";"";
"07.01.2019 02:00";"27.5";"740.2";"758.7";"0.1";"45";"Wind blowing from the east-northeast";"7";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"14.5";"No precipitation";"6";"";"";"";"";
"07.01.2019 01:00";"28.4";"740.1";"758.5";"0.5";"42";"Wind blowing from the east-northeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.3";"";"";"";"";"";"";
"07.01.2019 00:00";"29.6";"740.2";"758.6";"1.2";"35";"Wind blowing from the east-northeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.5";"";"";"";"";"";"";
"06.01.2019 23:00";"31.1";"740.1";"758.5";"1.7";"27";"Wind blowing from the east-northeast";"8";"";"";"70 – 80%.";" ";"";"";"";"38.5";"";"";"2500 or more, or no clouds.";"";"";"";"9.9";"";"";"";"";"";"";
"06.01.2019 22:00";"33.0";"739.6";"758.1";"1.6";"22";"Wind blowing from the north-east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"06.01.2019 21:00";"30.3";"739.0";"757.4";"1.3";"25";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"06.01.2019 20:00";"32.2";"738.4";"756.9";"0.8";"22";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.8";"No precipitation";"6";"";"";"";"";
"06.01.2019 19:00";"34.7";"738.0";"756.4";"0.4";"19";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"06.01.2019 18:00";"37.3";"737.7";"756.1";"-0.3";"16";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"06.01.2019 17:00";"36.9";"737.6";"756.0";"-0.8";"16";"Wind blowing from the west";"3";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"7.0";"";"";"";"";"";"";
"06.01.2019 16:00";"38.3";"737.6";"756.0";"-1.4";"16";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"06.01.2019 15:00";"37.0";"738.0";"756.4";"-1.7";"17";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"06.01.2019 14:00";"35.9";"738.4";"756.8";"-1.9";"21";"Wind blowing from the east-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.2";"No precipitation";"6";"";"";"";"";
"06.01.2019 13:00";"35.6";"739.0";"757.4";"-1.8";"23";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.3";"";"";"";"";"";"";
"06.01.2019 12:00";"34.1";"739.7";"758.2";"-1.6";"23";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"06.01.2019 11:00";"32.5";"740.3";"758.8";"-0.5";"31";"Wind blowing from the north";"4";"";"";"";" ";"";"";"23.2";"";"";"";"";"";"";"";"13.2";"";"";"";"";"";"";
"06.01.2019 10:00";"31.0";"740.8";"759.3";"0.0";"34";"Wind blowing from the north-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.3";"";"";"";"";"";"";
"06.01.2019 09:00";"29.6";"741.3";"759.8";"1.0";"37";"Wind blowing from the north";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.4";"";"";"";"";"";"";
"06.01.2019 08:00";"27.0";"740.8";"759.2";"0.9";"48";"Wind blowing from the north-northeast";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.1";"No precipitation";"24";"";"";"";"";
"06.01.2019 07:00";"25.2";"740.8";"759.2";"0.9";"56";"Wind blowing from the north-northeast";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.8";"";"";"";"";"";"";
"06.01.2019 06:00";"24.0";"740.3";"758.8";"0.7";"58";"Wind blowing from the north-east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.2";"";"";"";"";"";"";
"06.01.2019 05:00";"24.0";"739.9";"758.3";"0.9";"54";"Wind blowing from the north-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.1";"";"";"";"";"";"";
"06.01.2019 04:00";"24.4";"739.9";"758.3";"0.8";"50";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.3";"";"";"";"";"";"";
"06.01.2019 03:00";"24.6";"739.6";"758.0";"0.2";"44";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"06.01.2019 02:00";"25.8";"739.0";"757.4";"-0.2";"42";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"No precipitation";"6";"";"";"";"";
"06.01.2019 01:00";"26.1";"739.1";"757.6";"0.1";"35";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"06.01.2019 00:00";"26.3";"739.4";"757.9";"0.7";"32";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"";"";"";"";"";"";
"05.01.2019 23:00";"27.4";"739.2";"757.6";"0.8";"28";"Wind blowing from the north-northeast";"4";"";"";"";" ";"";"";"";"37.3";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"05.01.2019 22:00";"29.1";"739.0";"757.5";"1.1";"25";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"";"";"";"";"";"";
"05.01.2019 21:00";"31.2";"738.7";"757.2";"1.2";"21";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.3";"";"";"";"";"";"";
"05.01.2019 20:00";"31.4";"738.4";"756.8";"0.8";"21";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"6.5";"No precipitation";"6";"";"";"";"";
"05.01.2019 19:00";"33.1";"737.9";"756.3";"0.1";"19";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.4";"";"";"";"";"";"";
"05.01.2019 18:00";"34.1";"737.5";"755.9";"-0.8";"18";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.4";"";"";"";"";"";"";
"05.01.2019 17:00";"35.0";"737.6";"756.0";"-1.4";"19";"Wind blowing from the north";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"05.01.2019 16:00";"36.8";"737.8";"756.1";"-1.9";"16";"Wind blowing from the north";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.9";"";"";"";"";"";"";
"05.01.2019 15:00";"35.7";"738.3";"756.7";"-2.2";"18";"Wind blowing from the north";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"05.01.2019 14:00";"36.0";"739.0";"757.5";"-2.3";"20";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"No precipitation";"6";"";"";"";"";
"05.01.2019 13:00";"35.0";"739.7";"758.2";"-2.1";"21";"Wind blowing from the north";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"05.01.2019 12:00";"33.7";"740.5";"758.9";"-1.8";"27";"Wind blowing from the north";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.1";"";"";"";"";"";"";
"05.01.2019 11:00";"32.1";"741.3";"759.8";"-1.3";"30";"Wind blowing from the north";"7";"";"";"";" ";"";"";"22.7";"";"";"";"";"";"";"";"12.3";"";"";"";"";"";"";
"05.01.2019 10:00";"30.0";"741.8";"760.3";"-0.9";"35";"Wind blowing from the north";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.9";"";"";"";"";"";"";
"05.01.2019 09:00";"28.9";"742.3";"760.9";"0.1";"42";"Wind blowing from the north";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.7";"";"";"";"";"";"";
"05.01.2019 08:00";"26.5";"742.6";"761.2";"0.7";"52";"Wind blowing from the north-northeast";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.8";"No precipitation";"24";"";"";"";"";
