# Weather station Canberra (airport), Australia, WMO_ID=94926,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=94926&lang=en
#
"Local time in Canberra (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"25.02.2019 01:00";"10.2";"721.2";"770.8";"-0.4";"86";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"25.02.2019 00:00";"11.5";"721.4";"771.0";"-0.5";"82";"Wind blowing from the east-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"24.02.2019 23:00";"12.1";"721.5";"771.1";"0.0";"77";"Wind blowing from the south-east";"3";"";"";"";"No significant weather observed. ";"";"";"";"25.7";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"24.02.2019 22:00";"13.6";"721.6";"771.2";"0.6";"71";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"24.02.2019 21:00";"14.7";"721.9";"771.4";"1.6";"66";"Wind blowing from the east-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"24.02.2019 20:00";"15.8";"721.5";"771.1";"1.5";"62";"Wind blowing from the east";"6";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"8.5";"No precipitation";"6";"";"";"";"";
"24.02.2019 19:00";"17.5";"721.0";"770.5";"1.2";"53";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.8";"";"";"";"";"";"";
"24.02.2019 18:00";"20.8";"720.3";"769.8";"0.5";"39";"Wind blowing from the east";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.4";"";"";"";"";"";"";
"24.02.2019 17:00";"22.9";"720.0";"769.5";"-0.1";"29";"Wind blowing from the east-southeast";"8";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"3.9";"";"";"";"";"";"";
"24.02.2019 16:00";"23.8";"719.8";"769.2";"-0.6";"26";"Wind blowing from the south-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"24.02.2019 15:00";"24.7";"719.8";"769.3";"-1.0";"26";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.9";"";"";"";"";"";"";
"24.02.2019 14:00";"24.2";"720.1";"769.6";"-1.2";"27";"Wind blowing from the south-east";"5";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"4.0";"No precipitation";"6";"";"";"";"";
"24.02.2019 13:00";"23.5";"720.4";"769.9";"-1.3";"29";"Wind blowing from the east-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.5";"";"";"";"";"";"";
"24.02.2019 12:00";"22.5";"720.8";"770.3";"-0.7";"33";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.4";"";"";"";"";"";"";
"24.02.2019 11:00";"20.1";"721.3";"770.8";"0.0";"39";"Wind blowing from the east-southeast";"6";"";"";"";"No significant weather observed. ";"";"";"10.6";"";"";"";"";"";"";"";"5.7";"";"";"";"";"";"";
"24.02.2019 10:00";"19.1";"721.7";"771.3";"0.4";"44";"Wind blowing from the south-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"24.02.2019 09:00";"17.7";"721.5";"771.1";"0.6";"49";"Wind blowing from the east-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.9";"";"";"";"";"";"";
"24.02.2019 08:00";"15.9";"721.3";"770.9";"1.0";"52";"Wind blowing from the south-southeast";"6";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"6.1";"No precipitation";"24";"";"";"";"";
"24.02.2019 07:00";"14.0";"721.3";"770.8";"1.2";"61";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"24.02.2019 06:00";"12.1";"720.9";"770.4";"1.2";"69";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"24.02.2019 05:00";"12.0";"720.3";"769.8";"0.8";"67";"Wind blowing from the south-southeast";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"6.1";"";"";"";"";"";"";
"24.02.2019 04:00";"12.9";"720.1";"769.6";"0.5";"66";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"";"";"";"";"";"";
"24.02.2019 03:00";"13.5";"719.7";"769.1";"-0.1";"65";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"";"";"";"";"";"";
"24.02.2019 02:00";"14.2";"719.5";"769.0";"-0.3";"67";"Wind blowing from the south-southeast";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"8.2";"No precipitation";"6";"";"";"";"";
"24.02.2019 01:00";"15.3";"719.6";"769.0";"-0.2";"69";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"24.02.2019 00:00";"13.7";"719.8";"769.2";"0.1";"74";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"23.02.2019 23:00";"13.9";"719.8";"769.3";"0.6";"72";"Wind blowing from the south-southeast";"3";"";"";"";"No significant weather observed. ";"";"";"";"27.2";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"23.02.2019 22:00";"15.4";"719.8";"769.3";"1.3";"70";"Wind blowing from the east-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"23.02.2019 21:00";"15.9";"719.7";"769.1";"2.2";"67";"Wind blowing from the east-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"23.02.2019 20:00";"16.9";"719.2";"768.6";"2.2";"60";"Wind blowing from the east-southeast";"7";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"9.1";"No precipitation";"6";"";"";"";"";
"23.02.2019 19:00";"18.0";"718.5";"767.8";"1.8";"56";"Wind blowing from the east-southeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.1";"";"";"";"";"";"";
"23.02.2019 18:00";"20.3";"717.5";"766.8";"1.0";"48";"Wind blowing from the east-southeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"23.02.2019 17:00";"21.8";"717.0";"766.3";"0.6";"46";"Wind blowing from the east-southeast";"9";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"23.02.2019 16:00";"23.5";"716.7";"766.0";"0.1";"39";"Wind blowing from the east-southeast";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"23.02.2019 15:00";"25.1";"716.5";"765.7";"-0.3";"35";"Wind blowing from the east";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"23.02.2019 14:00";"25.7";"716.4";"765.6";"-0.8";"29";"Wind blowing from the east-southeast";"8";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"6.3";"No precipitation";"6";"";"";"";"";
"23.02.2019 13:00";"25.3";"716.6";"765.8";"-1.0";"29";"Wind blowing from the east";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";
"23.02.2019 12:00";"24.6";"716.8";"766.1";"-1.0";"31";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.4";"";"";"";"";"";"";
"23.02.2019 11:00";"22.0";"717.2";"766.5";"-0.6";"35";"Wind blowing from the east-southeast";"4";"";"";"";"No significant weather observed. ";"";"";"8.9";"";"";"";"";"";"";"";"5.8";"";"";"";"";"";"";
"23.02.2019 10:00";"20.8";"717.6";"766.9";"0.1";"41";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"";"";"";"";"";"";
"23.02.2019 09:00";"18.4";"717.8";"767.2";"0.8";"50";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.8";"";"";"";"";"";"";
"23.02.2019 08:00";"15.7";"717.8";"767.2";"1.1";"66";"Wind blowing from the south-east";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"9.4";"No precipitation";"24";"";"";"";"";
"23.02.2019 07:00";"13.0";"717.5";"766.8";"1.1";"78";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"23.02.2019 06:00";"8.9";"717.0";"766.3";"0.6";"90";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"23.02.2019 05:00";"9.9";"716.7";"766.0";"0.1";"94";"Calm, no wind";"0";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";
"23.02.2019 04:00";"9.8";"716.4";"765.6";"-0.4";"91";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"23.02.2019 03:00";"9.9";"716.4";"765.6";"-0.7";"91";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"23.02.2019 02:00";"11.1";"716.6";"765.8";"-0.5";"84";"Wind blowing from the east-southeast";"2";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"8.5";"No precipitation";"6";"";"";"";"";
"23.02.2019 01:00";"14.1";"716.8";"766.0";"-0.5";"76";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
"23.02.2019 00:00";"14.1";"717.1";"766.3";"-0.1";"77";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"22.02.2019 23:00";"13.9";"717.1";"766.4";"0.4";"79";"Wind blowing from the east-southeast";"5";"";"";"";"No significant weather observed. ";"";"";"";"26.0";"";"";"";"";"";"";"10.3";"";"";"";"";"";"";
"22.02.2019 22:00";"14.1";"717.3";"766.6";"1.3";"76";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
"22.02.2019 21:00";"15.2";"717.2";"766.5";"1.9";"71";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"22.02.2019 20:00";"16.4";"716.7";"766.0";"1.9";"63";"Wind blowing from the east-northeast";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"9.3";"No precipitation";"6";"";"";"";"";
"22.02.2019 19:00";"17.9";"716.0";"765.2";"1.5";"56";"Wind blowing from the east-northeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";
"22.02.2019 18:00";"20.8";"715.3";"764.4";"0.9";"47";"Wind blowing from the east-northeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.1";"";"";"";"";"";"";
"22.02.2019 17:00";"22.9";"714.8";"763.9";"0.1";"40";"Wind blowing from the east";"7";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"22.02.2019 16:00";"24.7";"714.5";"763.6";"-0.7";"36";"Wind blowing from the east-southeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"22.02.2019 15:00";"25.4";"714.4";"763.5";"-1.2";"34";"Wind blowing from the east-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"22.02.2019 14:00";"24.4";"714.7";"763.9";"-1.4";"36";"Wind blowing from the east-southeast";"6";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"8.4";"No precipitation";"6";"";"";"";"";
"22.02.2019 13:00";"23.2";"715.2";"764.3";"-1.2";"37";"Wind blowing from the east-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"22.02.2019 12:00";"22.1";"715.6";"764.8";"-0.9";"42";"Wind blowing from the east-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"22.02.2019 11:00";"21.8";"716.1";"765.3";"-0.3";"45";"Wind blowing from the south-east";"4";"";"";"";"No significant weather observed. ";"";"";"14.1";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"22.02.2019 10:00";"19.1";"716.4";"765.6";"0.5";"52";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";
"22.02.2019 09:00";"17.1";"716.5";"765.7";"0.9";"63";"Wind blowing from the east-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"22.02.2019 08:00";"16.0";"716.4";"765.6";"1.1";"67";"Wind blowing from the south-east";"4";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"9.9";"No precipitation";"24";"";"";"";"";
"22.02.2019 07:00";"15.8";"715.9";"765.1";"0.7";"72";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"22.02.2019 06:00";"14.6";"715.6";"764.8";"0.4";"80";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.2";"";"";"";"";"";"";
"22.02.2019 05:00";"15.2";"715.3";"764.4";"0.0";"76";"Wind blowing from the south-east";"3";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"11.0";"";"";"";"";"";"";
"22.02.2019 04:00";"15.7";"715.2";"764.3";"-0.2";"75";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.3";"";"";"";"";"";"";
"22.02.2019 03:00";"15.9";"715.2";"764.3";"-0.4";"76";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"";"";"";"";"";"";
"22.02.2019 02:00";"15.9";"715.3";"764.4";"-0.3";"76";"Wind blowing from the east-southeast";"4";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"11.7";"No precipitation";"6";"";"";"";"";
"22.02.2019 01:00";"15.8";"715.4";"764.5";"0.0";"78";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.0";"";"";"";"";"";"";
"22.02.2019 00:00";"16.1";"715.6";"764.7";"0.4";"77";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.1";"";"";"";"";"";"";
"21.02.2019 23:00";"16.4";"715.6";"764.7";"0.9";"76";"Wind blowing from the south-east";"4";"";"";"100%.";"No significant weather observed. ";"";"";"";"27.7";"";"";"300-600";"";"";"";"12.2";"";"";"";"";"";"";
"21.02.2019 22:00";"16.8";"715.4";"764.5";"1.6";"75";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.3";"";"";"";"";"";"";
"21.02.2019 21:00";"16.7";"715.2";"764.3";"2.3";"77";"Wind blowing from the east-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.7";"";"";"";"";"";"";
"21.02.2019 20:00";"17.2";"714.7";"763.8";"2.8";"75";"Wind blowing from the south-east";"5";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"300-600";"";"";"";"12.7";"No precipitation";"6";"";"";"";"";
"21.02.2019 19:00";"17.3";"713.8";"762.9";"2.4";"76";"Wind blowing from the east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.0";"";"";"";"";"";"";
"21.02.2019 18:00";"20.7";"712.9";"761.8";"1.5";"63";"Wind blowing from the east";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.4";"";"";"";"";"";"";
"21.02.2019 17:00";"23.7";"711.9";"760.8";"0.0";"50";"Wind blowing from the east";"8";"";"";"40%.";"No significant weather observed. ";"";"";"";"";"";"";"1500-2000";"";"";"";"12.7";"";"";"";"";"";"";
"21.02.2019 16:00";"26.1";"711.4";"760.3";"-1.2";"43";"Wind blowing from the east-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.5";"";"";"";"";"";"";
"21.02.2019 15:00";"26.0";"711.4";"760.3";"-1.8";"40";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"21.02.2019 14:00";"25.6";"711.9";"760.8";"-1.6";"45";"Wind blowing from the north-northeast";"5";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"12.8";"No precipitation";"6";"";"";"";"";
"21.02.2019 13:00";"23.5";"712.6";"761.5";"-1.1";"50";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.5";"";"";"";"";"";"";
"21.02.2019 12:00";"21.6";"713.2";"762.1";"-0.1";"58";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.0";"";"";"";"";"";"";
"21.02.2019 11:00";"21.9";"713.5";"762.6";"0.3";"57";"Wind blowing from the north-northeast";"4";"";"";"90  or more, but not 100%";"No significant weather observed. ";"";"";"13.2";"";"";"";"600-1000";"";"";"";"13.0";"";"";"";"";"";"";
"21.02.2019 10:00";"19.5";"713.7";"762.7";"1.1";"65";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.8";"";"";"";"";"";"";
"21.02.2019 09:00";"18.8";"713.3";"762.3";"1.1";"69";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.0";"";"";"";"";"";"";
"21.02.2019 08:00";"18.3";"713.2";"762.1";"1.5";"72";"Wind blowing from the east-northeast";"2";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"13.2";"No precipitation";"24";"";"";"";"";
"21.02.2019 07:00";"17.0";"712.6";"761.6";"1.2";"76";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.7";"";"";"";"";"";"";
"21.02.2019 06:00";"13.9";"712.2";"761.1";"0.8";"91";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.5";"";"";"";"";"";"";
"21.02.2019 05:00";"13.4";"711.7";"760.6";"0.4";"87";"Wind blowing from the south-east";"2";"";"";"20–30%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"11.3";"";"";"";"";"";"";
"21.02.2019 04:00";"16.2";"711.4";"760.3";"0.1";"79";"Wind blowing from the east-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"";"";"";"";"";"";
"21.02.2019 03:00";"17.7";"711.4";"760.3";"-0.2";"74";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.0";"";"";"";"";"";"";
"21.02.2019 02:00";"17.6";"711.3";"760.2";"-0.2";"75";"Wind blowing from the south-east";"2";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"300-600";"";"";"";"13.1";"No precipitation";"6";"";"";"";"";
"21.02.2019 01:00";"17.4";"711.3";"760.2";"-0.1";"76";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.1";"";"";"";"";"";"";
"21.02.2019 00:00";"17.7";"711.6";"760.5";"0.6";"75";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.2";"";"";"";"";"";"";
"20.02.2019 23:00";"18.2";"711.5";"760.4";"1.5";"75";"Wind blowing from the south-east";"3";"";"";"90  or more, but not 100%";"No significant weather observed. ";"";"";"";"28.9";"";"";"300-600";"";"";"";"13.7";"";"";"";"";"";"";
"20.02.2019 22:00";"18.5";"711.4";"760.3";"2.6";"74";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.8";"";"";"";"";"";"";
"20.02.2019 21:00";"19.0";"711.0";"759.8";"3.2";"75";"Wind blowing from the east-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.5";"";"";"";"";"";"";
"20.02.2019 20:00";"19.7";"710.0";"758.8";"2.5";"73";"Wind blowing from the east-southeast";"7";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"14.7";"No precipitation";"6";"";"";"";"";
"20.02.2019 19:00";"22.7";"708.8";"757.5";"1.3";"59";"Wind blowing from the east";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.3";"";"";"";"";"";"";
"20.02.2019 18:00";"26.9";"707.8";"756.4";"0.1";"26";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.8";"";"";"";"";"";"";
"20.02.2019 17:00";"28.0";"707.5";"756.1";"-0.8";"25";"Wind blowing from the north-northwest";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"6.2";"";"";"";"";"";"";
"20.02.2019 16:00";"28.2";"707.5";"756.1";"-1.4";"27";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"20.02.2019 15:00";"27.0";"707.7";"756.3";"-1.6";"28";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.9";"";"";"";"";"";"";
"20.02.2019 14:00";"26.4";"708.3";"757.0";"-1.9";"29";"Wind blowing from the north-northwest";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"6.9";"No precipitation";"6";"";"";"";"";
"20.02.2019 13:00";"25.9";"708.9";"757.6";"-1.7";"36";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"20.02.2019 12:00";"24.3";"709.3";"758.1";"-1.4";"46";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"";"";"";"";"";"";
"20.02.2019 11:00";"20.9";"710.2";"759.0";"-0.3";"60";"Wind blowing from the south-west";"2";"";"";"100%.";"No significant weather observed. ";"";"";"14.5";"";"";"";"600-1000";"";"";"";"12.8";"";"";"";"";"";"";
"20.02.2019 10:00";"19.5";"710.6";"759.4";"0.3";"64";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.5";"";"";"";"";"";"";
"20.02.2019 09:00";"17.3";"710.7";"759.5";"0.7";"70";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"20.02.2019 08:00";"16.7";"710.5";"759.4";"0.7";"70";"Wind blowing from the north-northwest";"3";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"300-600";"";"";"";"11.2";"No precipitation";"24";"";"";"";"";
"20.02.2019 07:00";"15.7";"710.3";"759.1";"0.6";"76";"Wind blowing from the north-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"20.02.2019 06:00";"15.2";"710.0";"758.8";"0.1";"77";"Wind blowing from the east-northeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.2";"";"";"";"";"";"";
"20.02.2019 05:00";"15.1";"709.8";"758.5";"-0.3";"77";"Wind blowing from the east-southeast";"1";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"300-600";"";"";"";"11.1";"";"";"";"";"";"";
"20.02.2019 04:00";"15.1";"709.7";"758.5";"-0.8";"76";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.9";"";"";"";"";"";"";
"20.02.2019 03:00";"15.1";"709.9";"758.6";"-0.9";"76";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.9";"";"";"";"";"";"";
"20.02.2019 02:00";"15.2";"710.1";"758.8";"-0.9";"76";"Wind blowing from the east-northeast";"2";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"300-600";"";"";"";"11.0";"No precipitation";"6";"";"";"";"";
"20.02.2019 01:00";"15.4";"710.5";"759.4";"-0.4";"76";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.2";"";"";"";"";"";"";
"20.02.2019 00:00";"14.7";"710.8";"759.6";"0.2";"78";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.9";"";"";"";"";"";"";
"19.02.2019 23:00";"15.4";"711.0";"759.8";"1.2";"78";"Wind blowing from the east";"3";"";"";"60%.";"No significant weather observed. ";"";"";"";"32.9";"";"";"300-600";"";"";"";"11.6";"";"";"";"";"";"";
"19.02.2019 22:00";"15.5";"710.9";"759.7";"2.3";"77";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"19.02.2019 21:00";"15.5";"710.6";"759.4";"3.5";"76";"Wind blowing from the east-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.3";"";"";"";"";"";"";
"19.02.2019 20:00";"15.6";"709.8";"758.5";"4.0";"77";"Wind blowing from the east";"5";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"11.6";"No precipitation";"6";"";"";"";"";
"19.02.2019 19:00";"16.1";"708.6";"757.3";"3.3";"75";"Wind blowing from the east";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"";"";"";"";"";"";
"19.02.2019 18:00";"19.4";"707.1";"755.7";"2.0";"62";"Wind blowing from the east";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"";"";"";"";"";"";
"19.02.2019 17:00";"30.6";"705.8";"754.3";"0.5";"8";"Wind blowing from the west";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"-7.4";"";"";"";"";"";"";
"19.02.2019 16:00";"31.0";"705.3";"753.7";"-0.1";"7";"Wind blowing from the north-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.8";"";"";"";"";"";"";
"19.02.2019 15:00";"31.4";"705.1";"753.5";"-0.6";"7";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.5";"";"";"";"";"";"";
"19.02.2019 14:00";"32.1";"705.3";"753.7";"-0.9";"8";"Wind blowing from the west";"7";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"-6.3";"No precipitation";"6";"";"";"";"";
