# Weather station Morwell (airport), Australia, WMO_ID=94891,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=94891&lang=en
#
"Local time in Morwell (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"08.11.2018 11:00";"11.8";"759.6";"764.6";"0.6";"68";"Wind blowing from the west";"8";"";"";"100%.";" ";"";"Precipitation";"6.0";"";"";"";"600-1000";"";"";"";"6.1";"";"";"";"";"";"";
"08.11.2018 09:00";"12.4";"759.1";"764.1";"1.2";"73";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"08.11.2018 08:00";"10.8";"759.0";"764.0";"1.7";"79";"Wind blowing from the west-northwest";"7";"";"";"";" ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"7.3";"3.0";"24";"";"";"";"";
"08.11.2018 06:00";"7.3";"757.9";"762.9";"1.4";"90";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.8";"";"";"";"";"";"";
"08.11.2018 05:00";"6.7";"757.3";"762.4";"1.2";"90";"Wind blowing from the west";"5";"";"";"100%.";"Precipitation ";"";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"5.2";"";"";"";"";"";"";
"08.11.2018 03:00";"6.3";"756.5";"761.5";"0.8";"89";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.6";"";"";"";"";"";"";
"08.11.2018 02:00";"6.2";"756.1";"761.2";"0.6";"88";"Wind blowing from the west-northwest";"4";"";"";"10%  or less, but not 0";" ";"Precipitation";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"4.4";"0.2";"6";"";"";"";"";
"08.11.2018 00:00";"7.7";"755.7";"760.7";"0.7";"86";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"07.11.2018 23:00";"6.9";"755.5";"760.6";"1.0";"86";"Wind blowing from the west";"4";"";"";"";" ";"";"Precipitation";"";"17.0";"";"";"";"";"";"";"4.7";"";"";"";"";"";"";
"07.11.2018 21:00";"7.9";"755.0";"760.0";"1.8";"83";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.2";"";"";"";"";"";"";
"07.11.2018 20:00";"8.0";"754.5";"759.5";"1.7";"83";"Wind blowing from the west";"6";"";"";"";" ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"5.3";"2.0";"6";"";"";"";"";
"07.11.2018 18:00";"11.2";"753.2";"758.2";"1.3";"60";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.7";"";"";"";"";"";"";
"07.11.2018 17:00";"12.1";"752.8";"757.9";"1.0";"62";"Wind blowing from the west-southwest";"7";"";"";"100%.";" ";"";"Precipitation";"";"";"";"";"2000-2500";"";"";"";"5.0";"";"";"";"";"";"";
"07.11.2018 15:00";"11.8";"751.9";"757.0";"0.6";"67";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.9";"";"";"";"";"";"";
"07.11.2018 14:00";"11.4";"751.8";"756.8";"0.2";"83";"Wind blowing from the west-southwest";"4";"";"";"100%.";"Precipitation ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"8.6";"0.4";"6";"";"";"";"";
"07.11.2018 12:00";"15.3";"751.3";"756.2";"-0.3";"52";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"07.11.2018 11:00";"15.0";"751.6";"756.7";"0.0";"54";"Wind blowing from the west";"9";"";"";"70 – 80%.";" ";"";"";"10.2";"";"";"";"2000-2500";"";"";"";"5.8";"";"";"";"";"";"";
"07.11.2018 09:00";"14.5";"751.6";"756.5";"0.7";"58";"Wind blowing from the west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.3";"";"";"";"";"";"";
"07.11.2018 08:00";"13.1";"751.6";"756.7";"1.2";"65";"Wind blowing from the west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.5";"9.0";"24";"";"";"";"";
"07.11.2018 06:00";"11.8";"750.9";"755.8";"1.3";"81";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"07.11.2018 05:00";"11.5";"750.4";"755.4";"0.8";"82";"Wind blowing from the west";"6";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"8.5";"";"";"";"";"";"";
"07.11.2018 03:00";"11.8";"749.6";"754.6";"-0.7";"86";"Wind blowing from the west-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"07.11.2018 02:00";"11.3";"749.6";"754.6";"-1.3";"91";"Wind blowing from the west";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"9.9";"No precipitation";"6";"";"";"";"";
"07.11.2018 00:00";"12.1";"750.3";"755.2";"-0.7";"86";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"06.11.2018 23:00";"12.9";"750.9";"755.8";"0.8";"84";"Wind blowing from the west-northwest";"4";"";"";"100%.";" ";"";"";"";"18.7";"";"";"1000-1500";"";"";"";"10.3";"";"";"";"";"";"";
"06.11.2018 21:00";"13.8";"751.0";"755.9";"3.3";"80";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.4";"";"";"";"";"";"";
"06.11.2018 20:00";"14.5";"750.1";"755.0";"3.0";"85";"Wind blowing from the south-west";"6";"";"";"90  or more, but not 100%";"Precipitation ";"Precipitation";"Precipitation";"";"";"";"";"300-600";"";"";"";"12.0";"1.0";"6";"";"";"";"";
"06.11.2018 18:00";"17.0";"747.7";"752.6";"0.6";"90";"Wind blowing from the west-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.3";"";"";"";"";"";"";
"06.11.2018 17:00";"17.4";"747.1";"752.0";"-0.1";"87";"Wind blowing from the west";"4";"";"";"100%.";"Precipitation, slight or moderate. ";"";"Precipitation";"";"";"";"";"2000-2500";"";"";"";"15.2";"";"";"";"";"";"";
"06.11.2018 15:00";"17.2";"747.1";"752.1";"0.1";"84";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.5";"";"";"";"";"";"";
"06.11.2018 14:00";"18.0";"747.2";"752.2";"0.5";"89";"Wind blowing from the west-southwest";"6";"";"";"100%.";"Precipitation ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"16.2";"8.0";"6";"";"";"";"";
"06.11.2018 12:00";"17.3";"747.0";"751.9";"0.4";"91";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.8";"";"";"";"";"";"";
"06.11.2018 11:00";"18.0";"746.7";"751.6";"-0.2";"85";"Wind blowing from the south-east";"2";"";"";"90  or more, but not 100%";" ";"";"";"14.6";"";"";"";"200-300";"";"";"";"15.4";"";"";"";"";"";"";
"06.11.2018 09:00";"16.9";"746.6";"751.6";"-1.4";"90";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.2";"";"";"";"";"";"";
"06.11.2018 08:00";"16.2";"746.9";"751.9";"-1.2";"92";"Wind blowing from the east-northeast";"4";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"14.9";"No precipitation";"24";"";"";"";"";
"06.11.2018 06:00";"14.9";"748.0";"753.0";"-0.2";"93";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.8";"";"";"";"";"";"";
"06.11.2018 05:00";"14.8";"748.1";"753.1";"-0.4";"93";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"13.7";"";"";"";"";"";"";
"06.11.2018 03:00";"14.9";"748.2";"753.1";"-1.2";"92";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"";"";"";"";"";"";
"06.11.2018 02:00";"15.5";"748.5";"753.4";"-0.7";"92";"Wind blowing from the west-southwest";"6";"";"";"100%.";" ";"";"";"";"";"";"";"100-200";"";"";"";"14.2";"No precipitation";"6";"";"";"";"";
"06.11.2018 00:00";"16.7";"749.4";"754.3";"0.8";"89";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.9";"";"";"";"";"";"";
"05.11.2018 23:00";"16.7";"749.2";"754.1";"1.0";"89";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"27.1";"";"";"";"";"";"";"14.9";"";"";"";"";"";"";
"05.11.2018 21:00";"19.1";"748.6";"753.5";"1.1";"67";"Wind blowing from the east-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.8";"";"";"";"";"";"";
"05.11.2018 20:00";"19.7";"748.2";"753.1";"0.9";"65";"Wind blowing from the east";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"12.9";"No precipitation";"6";"";"";"";"";
"05.11.2018 18:00";"24.2";"747.5";"752.5";"0.1";"55";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.6";"";"";"";"";"";"";
"05.11.2018 17:00";"26.2";"747.3";"752.2";"-0.4";"49";"Wind blowing from the south-west";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"14.6";"";"";"";"";"";"";
"05.11.2018 15:00";"24.5";"747.4";"752.4";"-1.5";"58";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.7";"";"";"";"";"";"";
"05.11.2018 14:00";"24.4";"747.7";"752.7";"-2.2";"59";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.9";"No precipitation";"6";"";"";"";"";
"05.11.2018 12:00";"18.5";"748.9";"753.8";"-1.5";"75";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.0";"";"";"";"";"";"";
"05.11.2018 11:00";"16.0";"749.9";"754.9";"-0.7";"80";"Wind blowing from the east";"2";"";"";"90  or more, but not 100%";" ";"";"";"11.7";"";"";"";"2000-2500";"";"";"";"12.6";"";"";"";"";"";"";
"05.11.2018 09:00";"14.4";"750.4";"755.3";"-1.1";"84";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"";"";"";"";"";"";
"05.11.2018 08:00";"13.2";"750.6";"755.5";"0.1";"88";"Wind blowing from the east-northeast";"5";"";"";"90  or more, but not 100%";" ";"Precipitation";"Precipitation";"";"";"";"";"2000-2500";"";"";"";"11.3";"0.4";"24";"";"";"";"";
"05.11.2018 06:00";"12.2";"751.5";"756.4";"0.6";"90";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"05.11.2018 05:00";"11.8";"750.5";"755.5";"-1.0";"88";"Wind blowing from the north-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
"05.11.2018 03:00";"12.3";"750.9";"755.8";"-1.4";"80";"Wind blowing from the east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";
"05.11.2018 02:00";"12.2";"751.5";"756.4";"-1.4";"79";"Wind blowing from the east-southeast";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"8.7";"No precipitation";"6";"";"";"";"";
"05.11.2018 00:00";"12.1";"752.3";"757.3";"-1.5";"81";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"04.11.2018 23:00";"12.2";"752.9";"757.9";"-0.9";"82";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"23.0";"";"";"2500 or more, or no clouds.";"";"";"";"9.2";"";"";"";"";"";"";
"04.11.2018 21:00";"13.5";"753.8";"758.8";"1.2";"77";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"04.11.2018 20:00";"14.1";"753.8";"758.8";"1.3";"76";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"No precipitation";"6";"";"";"";"";
"04.11.2018 18:00";"18.9";"752.6";"757.6";"0.3";"59";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"04.11.2018 17:00";"19.8";"752.5";"757.6";"-0.3";"55";"Wind blowing from the south-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.5";"";"";"";"";"";"";
"04.11.2018 15:00";"20.8";"752.3";"757.3";"-1.8";"52";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"04.11.2018 14:00";"21.3";"752.8";"757.9";"-1.8";"50";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.5";"No precipitation";"6";"";"";"";"";
"04.11.2018 12:00";"18.0";"754.1";"759.1";"-1.2";"58";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"04.11.2018 11:00";"16.4";"754.6";"759.6";"-1.1";"62";"Wind blowing from the west";"3";"";"";"100%.";" ";"";"";"6.7";"";"";"";"2500 or more, or no clouds.";"";"";"";"9.1";"";"";"";"";"";"";
"04.11.2018 09:00";"14.4";"755.3";"760.3";"-0.2";"70";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";
"04.11.2018 08:00";"13.6";"755.7";"760.7";"0.2";"72";"Wind blowing from the west";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"8.7";"No precipitation";"24";"";"";"";"";
"04.11.2018 06:00";"9.1";"755.5";"760.6";"-0.6";"91";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"04.11.2018 05:00";"7.2";"755.5";"760.5";"-1.2";"90";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.7";"";"";"";"";"";"";
"04.11.2018 03:00";"9.0";"756.1";"761.1";"-1.9";"86";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.8";"";"";"";"";"";"";
"04.11.2018 02:00";"11.0";"756.7";"761.7";"-1.6";"82";"Wind blowing from the west";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"8.1";"No precipitation";"6";"";"";"";"";
"04.11.2018 00:00";"11.7";"758.0";"763.0";"-0.8";"79";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"03.11.2018 23:00";"11.1";"758.3";"763.3";"0.1";"81";"Wind blowing from the west";"4";"";"";"100%.";" ";"";"";"";"19.9";"";"";"1000-1500";"";"";"";"8.0";"";"";"";"";"";"";
"03.11.2018 21:00";"11.3";"758.8";"763.8";"2.0";"78";"Wind blowing from the west-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.6";"";"";"";"";"";"";
"03.11.2018 20:00";"11.4";"758.2";"763.2";"2.1";"76";"Wind blowing from the west";"5";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"600-1000";"";"";"";"7.3";"No precipitation";"6";"";"";"";"";
"03.11.2018 18:00";"14.6";"756.8";"761.8";"1.4";"68";"Wind blowing from the south-west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"03.11.2018 17:00";"17.9";"756.1";"761.1";"0.6";"55";"Wind blowing from the west-southwest";"9";"";"";"20–30%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"8.7";"";"";"";"";"";"";
"03.11.2018 15:00";"19.3";"755.4";"760.4";"0.0";"46";"Wind blowing from the west";"12";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"03.11.2018 14:00";"18.6";"755.5";"760.5";"0.1";"46";"Wind blowing from the west";"12";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"6.8";"No precipitation";"6";"";"";"";"";
"03.11.2018 12:00";"17.2";"755.4";"760.4";"-0.2";"47";"Wind blowing from the west";"11";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.8";"";"";"";"";"";"";
"03.11.2018 11:00";"17.5";"755.4";"760.4";"0.1";"47";"Wind blowing from the west";"14";"";"";"";" ";"";"";"11.4";"";"";"";"";"";"";"";"6.1";"";"";"";"";"";"";
"03.11.2018 09:00";"14.8";"755.6";"760.6";"1.5";"56";"Wind blowing from the west";"12";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.1";"";"";"";"";"";"";
"03.11.2018 08:00";"13.3";"755.3";"760.3";"1.7";"59";"Wind blowing from the west";"11";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"5.5";"10.0";"24";"";"";"";"";
"03.11.2018 06:00";"12.5";"754.1";"759.1";"1.6";"61";"Wind blowing from the west-northwest";"11";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";
"03.11.2018 05:00";"11.8";"753.6";"758.6";"1.3";"60";"Wind blowing from the west";"11";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"";"4.3";"";"";"";"";"";"";
"03.11.2018 03:00";"11.8";"752.5";"757.6";"0.6";"66";"Wind blowing from the west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.7";"";"";"";"";"";"";
"03.11.2018 02:00";"12.3";"752.3";"757.3";"0.6";"64";"Wind blowing from the west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.7";"No precipitation";"6";"";"";"";"";
"03.11.2018 00:00";"14.2";"751.9";"757.0";"1.0";"64";"Wind blowing from the west";"12";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.5";"";"";"";"";"";"";
"02.11.2018 23:00";"15.3";"751.7";"756.7";"1.4";"64";"Wind blowing from the west";"10";"";"";"100%.";" ";"";"";"";"30.7";"";"";"1000-1500";"";"";"";"8.5";"";"";"";"";"";"";
"02.11.2018 21:00";"13.7";"750.9";"755.8";"2.3";"79";"Wind blowing from the west-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"02.11.2018 20:00";"13.8";"750.3";"755.2";"2.4";"79";"Wind blowing from the west-southwest";"7";"";"";"";" ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"10.2";"9.0";"6";"";"";"";"";
"02.11.2018 18:00";"15.9";"748.6";"753.5";"3.4";"73";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.1";"";"";"";"";"";"";
"02.11.2018 17:00";"15.6";"747.9";"752.8";"1.3";"92";"Wind blowing from the south-west";"9";"";"";"90  or more, but not 100%";"Precipitation, heavy. ";"";"Precipitation";"";"";"";"";"600-1000";"";"";"4.0";"14.3";"";"";"";"";"";"";
"02.11.2018 15:00";"30.0";"745.2";"750.1";"-2.9";"41";"Wind blowing from the north-west";"13";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.3";"";"";"";"";"";"";
"02.11.2018 14:00";"29.0";"746.6";"751.6";"-3.1";"44";"Wind blowing from the north-west";"10";"";"";"";"Precipitation ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"15.5";"0.8";"6";"";"";"";"";
"02.11.2018 12:00";"25.2";"748.1";"753.1";"-2.6";"62";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.4";"";"";"";"";"";"";
"02.11.2018 11:00";"22.5";"749.7";"754.6";"-0.1";"70";"Calm, no wind";"0";"";"";"60%.";" ";"";"Precipitation";"14.1";"";"";"";"2000-2500";"";"";"";"16.8";"";"";"";"";"";"";
"02.11.2018 09:00";"23.9";"750.7";"755.6";"1.1";"55";"Wind blowing from the west";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.3";"";"";"";"";"";"";
"02.11.2018 08:00";"21.8";"749.8";"754.8";"-0.3";"68";"Wind blowing from the west-southwest";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"15.6";"No precipitation";"24";"";"";"";"";
"02.11.2018 06:00";"15.6";"749.6";"754.6";"-1.0";"83";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.7";"";"";"";"";"";"";
"02.11.2018 05:00";"14.1";"750.1";"755.0";"-0.6";"83";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"11.3";"";"";"";"";"";"";
"02.11.2018 03:00";"15.8";"750.6";"755.5";"-1.3";"81";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.5";"";"";"";"";"";"";
"02.11.2018 02:00";"15.7";"750.7";"755.7";"-1.4";"80";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"12.3";"No precipitation";"6";"";"";"";"";
"02.11.2018 00:00";"17.3";"751.9";"756.9";"-0.4";"70";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"01.11.2018 23:00";"18.8";"752.1";"757.1";"-0.1";"61";"Wind blowing from the north-east";"2";"";"";"100%.";" ";"";"";"";"27.5";"";"";"2500 or more, or no clouds.";"";"";"";"11.1";"";"";"";"";"";"";
"01.11.2018 21:00";"22.3";"752.3";"757.3";"-0.2";"48";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"01.11.2018 20:00";"23.2";"752.2";"757.3";"-0.3";"43";"Wind blowing from the east";"4";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"9.9";"No precipitation";"6";"";"";"";"";
"01.11.2018 18:00";"25.9";"752.5";"757.6";"-0.6";"34";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"01.11.2018 17:00";"27.0";"752.5";"757.6";"-1.6";"32";"Wind blowing from the east-northeast";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"8.9";"";"";"";"";"";"";
"01.11.2018 15:00";"27.2";"753.1";"758.2";"-3.2";"36";"Wind blowing from the north-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"01.11.2018 14:00";"25.9";"754.1";"759.1";"-3.2";"44";"Wind blowing from the east-northeast";"5";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"12.7";"No precipitation";"6";"";"";"";"";
"01.11.2018 12:00";"26.0";"756.3";"761.3";"-2.3";"44";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.8";"";"";"";"";"";"";
"01.11.2018 11:00";"22.7";"757.3";"762.3";"-1.5";"57";"Wind blowing from the north-northeast";"2";"";"";"50%.";" ";"";"";"12.1";"";"";"";"2500 or more, or no clouds.";"";"";"";"13.7";"";"";"";"";"";"";
"01.11.2018 09:00";"15.2";"758.6";"763.7";"0.9";"88";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.2";"";"";"";"";"";"";
"01.11.2018 08:00";"15.1";"758.8";"763.9";"1.4";"87";"Wind blowing from the west-southwest";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"13.0";"No precipitation";"24";"";"";"";"";
"01.11.2018 06:00";"13.1";"757.7";"762.8";"0.1";"92";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"01.11.2018 05:00";"13.6";"757.4";"762.5";"-0.8";"91";"Wind blowing from the east-northeast";"3";"";"";"100%.";" ";"";"";"";"";"";"";"100-200";"";"";"";"12.2";"";"";"";"";"";"";
"01.11.2018 03:00";"13.3";"757.6";"762.7";"-1.6";"90";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"";"";"";"";"";"";
"01.11.2018 02:00";"12.1";"758.2";"763.3";"-1.7";"86";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"No precipitation";"6";"";"";"";"";
"01.11.2018 00:00";"13.4";"759.2";"764.3";"-1.4";"83";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"31.10.2018 23:00";"13.2";"759.9";"765.0";"-0.5";"84";"Wind blowing from the east";"4";"";"";"100%.";" ";"";"";"";"21.7";"";"";"2500 or more, or no clouds.";"";"";"";"10.6";"";"";"";"";"";"";
"31.10.2018 21:00";"13.7";"760.6";"765.7";"0.9";"80";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"";"";"";"";"";"";
"31.10.2018 20:00";"14.9";"760.4";"765.5";"1.0";"74";"Wind blowing from the east";"4";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"10.3";"No precipitation";"6";"";"";"";"";
"31.10.2018 18:00";"18.1";"759.7";"764.8";"0.3";"64";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.2";"";"";"";"";"";"";
"31.10.2018 17:00";"19.7";"759.4";"764.5";"-0.1";"61";"Wind blowing from the south-east";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"12.0";"";"";"";"";"";"";
"31.10.2018 15:00";"20.2";"759.4";"764.5";"-0.3";"61";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.4";"";"";"";"";"";"";
"31.10.2018 14:00";"20.3";"759.5";"764.6";"-0.5";"60";"Wind blowing from the south-west";"3";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"12.3";"No precipitation";"6";"";"";"";"";
